Num,Hour,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
0,5,3
0,6,3
0,7,3
1,8,3
0,9,3
0,10,3
75,11,3
156,12,3
468,13,3
760,14,3
882,15,3
1023,16,3
1173,17,3
1301,18,3
1304,19,3
1575,20,3
1569,21,3
1674,22,3
1637,23,3
1720,24,3
1674,25,3
1918,26,3
2028,27,3
2224,28,3
2298,29,3
2091,30,3
2313,31,3
2365,32,3
2230,33,3
2182,34,3
1738,35,3
1943,36,3
1830,37,3
1635,38,3
1391,39,3
1408,40,3
1077,41,3
1208,42,3
932,43,3
717,44,3
506,45,3
282,46,3
206,47,3
15,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
2,8,2
2,9,2
5,10,2
161,11,2
481,12,2
1284,13,2
2485,14,2
2891,15,2
2733,16,2
2431,17,2
1553,18,2
1236,19,2
1198,20,2
923,21,2
1010,22,2
1108,23,2
1078,24,2
1152,25,2
1295,26,2
1063,27,2
1078,28,2
1145,29,2
1068,30,2
1008,31,2
1256,32,2
1293,33,2
1486,34,2
1981,35,2
2300,36,2
2079,37,2
1644,38,2
1167,39,2
944,40,2
855,41,2
737,42,2
681,43,2
729,44,2
344,45,2
221,46,2
72,47,2
1,0,2
0,1,2
1,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
1,9,2
0,10,2
135,11,2
413,12,2
1079,13,2
2185,14,2
2616,15,2
2649,16,2
2383,17,2
1420,18,2
1362,19,2
1096,20,2
867,21,2
843,22,2
1075,23,2
1034,24,2
965,25,2
1148,26,2
937,27,2
929,28,2
1231,29,2
1028,30,2
914,31,2
1304,32,2
1183,33,2
1452,34,2
2048,35,2
2264,36,2
2018,37,2
1612,38,2
1125,39,2
1019,40,2
887,41,2
843,42,2
715,43,2
727,44,2
349,45,2
228,46,2
82,47,2
2,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
98,11,1
351,12,1
940,13,1
2034,14,1
2451,15,1
2611,16,1
2356,17,1
1386,18,1
1178,19,1
1048,20,1
821,21,1
914,22,1
975,23,1
942,24,1
977,25,1
1160,26,1
940,27,1
913,28,1
1515,29,1
1249,30,1
1092,31,1
1499,32,1
1427,33,1
1544,34,1
2153,35,1
2477,36,1
2187,37,1
1671,38,1
1240,39,1
1186,40,1
973,41,1
824,42,1
825,43,1
841,44,1
366,45,1
347,46,1
133,47,1
3,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
1,10,1
83,11,1
217,12,1
548,13,1
947,14,1
1473,15,1
1667,16,1
1385,17,1
1182,18,1
1178,19,1
1132,20,1
1020,21,1
1096,22,1
1166,23,1
1105,24,1
1176,25,1
1309,26,1
1162,27,1
1154,28,1
1169,29,1
1035,30,1
1179,31,1
1273,32,1
1447,33,1
1416,34,1
1459,35,1
1522,36,1
1426,37,1
1201,38,1
1011,39,1
850,40,1
988,41,1
834,42,1
714,43,1
678,44,1
421,45,1
252,46,1
117,47,1
0,0,1
1,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
101,11,1
239,12,1
451,13,1
775,14,1
1063,15,1
997,16,1
1168,17,1
1119,18,1
1118,19,1
1094,20,1
1181,21,1
1147,22,1
1205,23,1
1216,24,1
1262,25,1
1304,26,1
1348,27,1
1464,28,1
1424,29,1
1259,30,1
1532,31,1
1451,32,1
1527,33,1
1520,34,1
1426,35,1
1372,36,1
1282,37,1
1164,38,1
1069,39,1
871,40,1
889,41,1
885,42,1
625,43,1
641,44,1
359,45,1
192,46,1
69,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
141,11,1
475,12,1
1230,13,1
2385,14,1
2913,15,1
2799,16,1
2254,17,1
1512,18,1
1264,19,1
1129,20,1
915,21,1
820,22,1
1062,23,1
979,24,1
1061,25,1
1100,26,1
991,27,1
925,28,1
