Num,Hour,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
0,5,3
0,6,3
0,7,3
0,8,3
0,9,3
0,10,3
18,11,3
73,12,3
297,13,3
203,14,3
211,15,3
284,16,3
253,17,3
261,18,3
277,19,3
344,20,3
359,21,3
364,22,3
471,23,3
556,24,3
609,25,3
678,26,3
685,27,3
885,28,3
827,29,3
834,30,3
815,31,3
1051,32,3
969,33,3
981,34,3
849,35,3
960,36,3
899,37,3
894,38,3
715,39,3
789,40,3
610,41,3
540,42,3
395,43,3
306,44,3
212,45,3
107,46,3
18,47,3
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
30,11,2
115,12,2
314,13,2
454,14,2
642,15,2
805,16,2
613,17,2
354,18,2
206,19,2
210,20,2
206,21,2
195,22,2
213,23,2
240,24,2
276,25,2
256,26,2
272,27,2
253,28,2
273,29,2
275,30,2
338,31,2
357,32,2
429,33,2
481,34,2
587,35,2
636,36,2
673,37,2
447,38,2
388,39,2
345,40,2
334,41,2
339,42,2
268,43,2
159,44,2
113,45,2
40,46,2
8,47,2
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
17,11,2
99,12,2
270,13,2
451,14,2
629,15,2
833,16,2
609,17,2
315,18,2
225,19,2
180,20,2
153,21,2
147,22,2
200,23,2
184,24,2
220,25,2
211,26,2
217,27,2
177,28,2
213,29,2
219,30,2
279,31,2
282,32,2
363,33,2
398,34,2
585,35,2
644,36,2
614,37,2
470,38,2
346,39,2
309,40,2
332,41,2
303,42,2
274,43,2
193,44,2
97,45,2
62,46,2
3,47,2
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
11,11,1
100,12,1
271,13,1
451,14,1
613,15,1
830,16,1
657,17,1
303,18,1
238,19,1
190,20,1
169,21,1
184,22,1
194,23,1
246,24,1
256,25,1
245,26,1
214,27,1
224,28,1
217,29,1
288,30,1
361,31,1
330,32,1
470,33,1
512,34,1
682,35,1
735,36,1
627,37,1
524,38,1
442,39,1
383,40,1
361,41,1
385,42,1
299,43,1
226,44,1
161,45,1
78,46,1
5,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
22,11,1
81,12,1
154,13,1
213,14,1
291,15,1
402,16,1
361,17,1
341,18,1
287,19,1
298,20,1
304,21,1
271,22,1
306,23,1
332,24,1
422,25,1
458,26,1
383,27,1
377,28,1
351,29,1
389,30,1
369,31,1
419,32,1
492,33,1
542,34,1
538,35,1
599,36,1
581,37,1
500,38,1
451,39,1
402,40,1
359,41,1
356,42,1
328,43,1
240,44,1
157,45,1
101,46,1
0,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
16,11,1
73,12,1
162,13,1
168,14,1
220,15,1
246,16,1
270,17,1
259,18,1
237,19,1
308,20,1
255,21,1
306,22,1
315,23,1
388,24,1
367,25,1
441,26,1
431,27,1
432,28,1
447,29,1
454,30,1
458,31,1
532,32,1
451,33,1
553,34,1
548,35,1
585,36,1
579,37,1
483,38,1
424,39,1
441,40,1
387,41,1
398,42,1
287,43,1
228,44,1
112,45,1
66,46,1
4,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
26,11,1
128,12,1
288,13,1
477,14,1
640,15,1
812,16,1
630,17,1
298,18,1
255,19,1
154,20,1
193,21,1
167,22,1
205,23,1
197,24,1
236,25,1
208,26,1
181,27,1
222,28,1
216,29,1
156,30,1
206,31,1
267,32,1
305,33,1
434,34,1
574,35,1
672,36,1
551,37,1
429,38,1
323,39,1
264,40,1
307,41,1
305,42,1
239,43,1
166,44,1
113,45,1
60,46,1
1,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
