Num,Hour,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
8,5,3
1,6,3
0,7,3
0,8,3
3,9,3
2,10,3
14,11,3
103,12,3
228,13,3
283,14,3
437,15,3
597,16,3
566,17,3
665,18,3
611,19,3
709,20,3
686,21,3
734,22,3
855,23,3
809,24,3
877,25,3
971,26,3
1014,27,3
1023,28,3
1059,29,3
1111,30,3
1047,31,3
1102,32,3
1265,33,3
1164,34,3
1313,35,3
1141,36,3
1184,37,3
976,38,3
889,39,3
911,40,3
974,41,3
1135,42,3
771,43,3
777,44,3
629,45,3
531,46,3
96,47,3
19,0,2
0,1,2
0,2,2
0,3,2
2,4,2
0,5,2
0,6,2
0,7,2
2,8,2
2,9,2
0,10,2
18,11,2
158,12,2
518,13,2
1024,14,2
2618,15,2
3550,16,2
2124,17,2
1472,18,2
871,19,2
566,20,2
548,21,2
518,22,2
531,23,2
529,24,2
577,25,2
529,26,2
522,27,2
541,28,2
580,29,2
537,30,2
627,31,2
542,32,2
694,33,2
989,34,2
1641,35,2
1753,36,2
1662,37,2
1244,38,2
875,39,2
852,40,2
764,41,2
814,42,2
685,43,2
524,44,2
461,45,2
164,46,2
67,47,2
0,0,2
10,1,2
0,2,2
0,3,2
0,4,2
0,5,2
2,6,2
0,7,2
1,8,2
1,9,2
0,10,2
13,11,2
128,12,2
456,13,2
905,14,2
2460,15,2
3452,16,2
2137,17,2
1441,18,2
907,19,2
606,20,2
462,21,2
445,22,2
461,23,2
515,24,2
509,25,2
512,26,2
461,27,2
487,28,2
502,29,2
499,30,2
582,31,2
584,32,2
647,33,2
1037,34,2
1546,35,2
1723,36,2
1623,37,2
1304,38,2
972,39,2
859,40,2
851,41,2
852,42,2
771,43,2
593,44,2
433,45,2
192,46,2
65,47,2
2,0,1
0,1,1
4,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
2,8,1
1,9,1
0,10,1
18,11,1
132,12,1
399,13,1
871,14,1
2451,15,1
3269,16,1
2209,17,1
1385,18,1
858,19,1
562,20,1
488,21,1
410,22,1
446,23,1
530,24,1
571,25,1
516,26,1
556,27,1
455,28,1
512,29,1
570,30,1
659,31,1
702,32,1
751,33,1
1240,34,1
1700,35,1
1896,36,1
1691,37,1
1463,38,1
990,39,1
1078,40,1
891,41,1
895,42,1
807,43,1
606,44,1
563,45,1
324,46,1
84,47,1
2,0,1
0,1,1
0,2,1
0,3,1
2,4,1
0,5,1
0,6,1
0,7,1
0,8,1
5,9,1
1,10,1
23,11,1
115,12,1
244,13,1
424,14,1
804,15,1
1162,16,1
1059,17,1
856,18,1
812,19,1
751,20,1
703,21,1
694,22,1
665,23,1
747,24,1
820,25,1
776,26,1
788,27,1
777,28,1
773,29,1
780,30,1
748,31,1
912,32,1
895,33,1
1016,34,1
1065,35,1
1093,36,1
1018,37,1
759,38,1
672,39,1
745,40,1
775,41,1
844,42,1
715,43,1
645,44,1
537,45,1
299,46,1
69,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
2,8,1
4,9,1
0,10,1
9,11,1
80,12,1
173,13,1
348,14,1
594,15,1
794,16,1
788,17,1
682,18,1
681,19,1
664,20,1
694,21,1
733,22,1
682,23,1
848,24,1
790,25,1
800,26,1
866,27,1
844,28,1
855,29,1
865,30,1
803,31,1
870,32,1
993,33,1
951,34,1
1044,35,1
905,36,1
867,37,1
732,38,1
762,39,1
755,40,1
751,41,1
797,42,1
657,43,1
520,44,1
523,45,1
198,46,1
48,47,1
0,0,1
0,1,1
0,2,1
0,3,1
1,4,1
0,5,1
0,6,1
0,7,1
2,8,1
4,9,1
0,10,1
18,11,1
142,12,1
483,13,1
1057,14,1
2734,15,1
3489,16,1
2133,17,1
1380,18,1
911,19,1
591,20,1
492,21,1
431,22,1
462,23,1
511,24,1
501,25,1
535,26,1
485,27,1
467,28,1
537,29,1
509,30,1
488,31,1
501,32,1
609,33,1
1019,34,1
1554,35,1
1607,36,1
1546,37,1
1245,38,1
889,39,1
838,40,1
753,41,1
749,42,1
711,43,1
538,44,1
423,45,1
