Num,Minute,DateType,day,Time,maxtemperature,mintemperature,temperatur,weather
0,0,3,2019-01-01,0:0,3,1,2.0,阴
0,1,3,2019-01-01,0:30,3,1,2.0,阴
0,2,3,2019-01-01,1:0,3,1,2.0,阴
0,3,3,2019-01-01,1:30,3,1,2.0,阴
0,4,3,2019-01-01,2:0,3,1,2.0,阴
0,5,3,2019-01-01,2:30,3,1,2.0,阴
0,6,3,2019-01-01,3:0,3,1,2.0,阴
0,7,3,2019-01-01,3:30,3,1,2.0,阴
0,8,3,2019-01-01,4:0,3,1,2.0,阴
0,9,3,2019-01-01,4:30,3,1,2.0,阴
0,10,3,2019-01-01,5:0,3,1,2.0,阴
27,11,3,2019-01-01,5:30,3,1,2.0,阴
48,12,3,2019-01-01,6:0,3,1,2.0,阴
94,13,3,2019-01-01,6:30,3,1,2.0,阴
216,14,3,2019-01-01,7:0,3,1,2.0,阴
288,15,3,2019-01-01,7:30,3,1,2.0,阴
384,16,3,2019-01-01,8:0,3,1,2.0,阴
547,17,3,2019-01-01,8:30,3,1,2.0,阴
553,18,3,2019-01-01,9:0,3,1,2.0,阴
523,19,3,2019-01-01,9:30,3,1,2.0,阴
537,20,3,2019-01-01,10:0,3,1,2.0,阴
564,21,3,2019-01-01,10:30,3,1,2.0,阴
651,22,3,2019-01-01,11:0,3,1,2.0,阴
551,23,3,2019-01-01,11:30,3,1,2.0,阴
626,24,3,2019-01-01,12:0,3,1,2.0,阴
649,25,3,2019-01-01,12:30,3,1,2.0,阴
845,26,3,2019-01-01,13:0,3,1,2.0,阴
856,27,3,2019-01-01,13:30,3,1,2.0,阴
943,28,3,2019-01-01,14:0,3,1,2.0,阴
878,29,3,2019-01-01,14:30,3,1,2.0,阴
841,30,3,2019-01-01,15:0,3,1,2.0,阴
841,31,3,2019-01-01,15:30,3,1,2.0,阴
920,32,3,2019-01-01,16:0,3,1,2.0,阴
965,33,3,2019-01-01,16:30,3,1,2.0,阴
905,34,3,2019-01-01,17:0,3,1,2.0,阴
889,35,3,2019-01-01,17:30,3,1,2.0,阴
800,36,3,2019-01-01,18:0,3,1,2.0,阴
737,37,3,2019-01-01,18:30,3,1,2.0,阴
636,38,3,2019-01-01,19:0,3,1,2.0,阴
609,39,3,2019-01-01,19:30,3,1,2.0,阴
610,40,3,2019-01-01,20:0,3,1,2.0,阴
554,41,3,2019-01-01,20:30,3,1,2.0,阴
521,42,3,2019-01-01,21:0,3,1,2.0,阴
369,43,3,2019-01-01,21:30,3,1,2.0,阴
266,44,3,2019-01-01,22:0,3,1,2.0,阴
156,45,3,2019-01-01,22:30,3,1,2.0,阴
99,46,3,2019-01-01,23:0,3,1,2.0,阴
14,47,3,2019-01-01,23:30,3,1,2.0,阴
1,0,2,2019-01-02,0:0,3,2,2.5,雨夹雪
0,1,2,2019-01-02,0:30,3,2,2.5,雨夹雪
0,2,2,2019-01-02,1:0,3,2,2.5,雨夹雪
0,3,2,2019-01-02,1:30,3,2,2.5,雨夹雪
0,4,2,2019-01-02,2:0,3,2,2.5,雨夹雪
0,5,2,2019-01-02,2:30,3,2,2.5,雨夹雪
0,6,2,2019-01-02,3:0,3,2,2.5,雨夹雪
0,7,2,2019-01-02,3:30,3,2,2.5,雨夹雪
0,8,2,2019-01-02,4:0,3,2,2.5,雨夹雪
0,9,2,2019-01-02,4:30,3,2,2.5,雨夹雪
0,10,2,2019-01-02,5:0,3,2,2.5,雨夹雪
7,11,2,2019-01-02,5:30,3,2,2.5,雨夹雪
44,12,2,2019-01-02,6:0,3,2,2.5,雨夹雪
220,13,2,2019-01-02,6:30,3,2,2.5,雨夹雪
627,14,2,2019-01-02,7:0,3,2,2.5,雨夹雪
1324,15,2,2019-01-02,7:30,3,2,2.5,雨夹雪
2120,16,2,2019-01-02,8:0,3,2,2.5,雨夹雪
2682,17,2,2019-01-02,8:30,3,2,2.5,雨夹雪
1672,18,2,2019-01-02,9:0,3,2,2.5,雨夹雪
1216,19,2,2019-01-02,9:30,3,2,2.5,雨夹雪
924,20,2,2019-01-02,10:0,3,2,2.5,雨夹雪
851,21,2,2019-01-02,10:30,3,2,2.5,雨夹雪
851,22,2,2019-01-02,11:0,3,2,2.5,雨夹雪
795,23,2,2019-01-02,11:30,3,2,2.5,雨夹雪
864,24,2,2019-01-02,12:0,3,2,2.5,雨夹雪
919,25,2,2019-01-02,12:30,3,2,2.5,雨夹雪
946,26,2,2019-01-02,13:0,3,2,2.5,雨夹雪
905,27,2,2019-01-02,13:30,3,2,2.5,雨夹雪
978,28,2,2019-01-02,14:0,3,2,2.5,雨夹雪
918,29,2,2019-01-02,14:30,3,2,2.5,雨夹雪
890,30,2,2019-01-02,15:0,3,2,2.5,雨夹雪
899,31,2,2019-01-02,15:30,3,2,2.5,雨夹雪
858,32,2,2019-01-02,16:0,3,2,2.5,雨夹雪
970,33,2,2019-01-02,16:30,3,2,2.5,雨夹雪
1643,34,2,2019-01-02,17:0,3,2,2.5,雨夹雪
2251,35,2,2019-01-02,17:30,3,2,2.5,雨夹雪
1979,36,2,2019-01-02,18:0,3,2,2.5,雨夹雪
1287,37,2,2019-01-02,18:30,3,2,2.5,雨夹雪
940,38,2,2019-01-02,19:0,3,2,2.5,雨夹雪
732,39,2,2019-01-02,19:30,3,2,2.5,雨夹雪
660,40,2,2019-01-02,20:0,3,2,2.5,雨夹雪
654,41,2,2019-01-02,20:30,3,2,2.5,雨夹雪
597,42,2,2019-01-02,21:0,3,2,2.5,雨夹雪
435,43,2,2019-01-02,21:30,3,2,2.5,雨夹雪
349,44,2,2019-01-02,22:0,3,2,2.5,雨夹雪
154,45,2,2019-01-02,22:30,3,2,2.5,雨夹雪
73,46,2,2019-01-02,23:0,3,2,2.5,雨夹雪
1,47,2,2019-01-02,23:30,3,2,2.5,雨夹雪
0,0,2,2019-01-03,0:0,5,4,4.5,雨夹雪
0,1,2,2019-01-03,0:30,5,4,4.5,雨夹雪
0,2,2,2019-01-03,1:0,5,4,4.5,雨夹雪
2,3,2,2019-01-03,1:30,5,4,4.5,雨夹雪
0,4,2,2019-01-03,2:0,5,4,4.5,雨夹雪
0,5,2,2019-01-03,2:30,5,4,4.5,雨夹雪
0,6,2,2019-01-03,3:0,5,4,4.5,雨夹雪
0,7,2,2019-01-03,3:30,5,4,4.5,雨夹雪
0,8,2,2019-01-03,4:0,5,4,4.5,雨夹雪
2,9,2,2019-01-03,4:30,5,4,4.5,雨夹雪
0,10,2,2019-01-03,5:0,5,4,4.5,雨夹雪
4,11,2,2019-01-03,5:30,5,4,4.5,雨夹雪
46,12,2,2019-01-03,6:0,5,4,4.5,雨夹雪
199,13,2,2019-01-03,6:30,5,4,4.5,雨夹雪
625,14,2,2019-01-03,7:0,5,4,4.5,雨夹雪
1327,15,2,2019-01-03,7:30,5,4,4.5,雨夹雪
2058,16,2,2019-01-03,8:0,5,4,4.5,雨夹雪
2912,17,2,2019-01-03,8:30,5,4,4.5,雨夹雪
1797,18,2,2019-01-03,9:0,5,4,4.5,雨夹雪
1362,19,2,2019-01-03,9:30,5,4,4.5,雨夹雪
1051,20,2,2019-01-03,10:0,5,4,4.5,雨夹雪
855,21,2,2019-01-03,10:30,5,4,4.5,雨夹雪
972,22,2,2019-01-03,11:0,5,4,4.5,雨夹雪
873,23,2,2019-01-03,11:30,5,4,4.5,雨夹雪
892,24,2,2019-01-03,12:0,5,4,4.5,雨夹雪
1005,25,2,2019-01-03,12:30,5,4,4.5,雨夹雪
997,26,2,2019-01-03,13:0,5,4,4.5,雨夹雪
1063,27,2,2019-01-03,13:30,5,4,4.5,雨夹雪
1057,28,2,2019-01-03,14:0,5,4,4.5,雨夹雪
968,29,2,2019-01-03,14:30,5,4,4.5,雨夹雪
1033,30,2,2019-01-03,15:0,5,4,4.5,雨夹雪
934,31,2,2019-01-03,15:30,5,4,4.5,雨夹雪
1048,32,2,2019-01-03,16:0,5,4,4.5,雨夹雪
965,33,2,2019-01-03,16:30,5,4,4.5,雨夹雪
1645,34,2,2019-01-03,17:0,5,4,4.5,雨夹雪
2250,35,2,2019-01-03,17:30,5,4,4.5,雨夹雪
1884,36,2,2019-01-03,18:0,5,4,4.5,雨夹雪
1241,37,2,2019-01-03,18:30,5,4,4.5,雨夹雪
887,38,2,2019-01-03,19:0,5,4,4.5,雨夹雪
705,39,2,2019-01-03,19:30,5,4,4.5,雨夹雪
736,40,2,2019-01-03,20:0,5,4,4.5,雨夹雪
719,41,2,2019-01-03,20:30,5,4,4.5,雨夹雪
589,42,2,2019-01-03,21:0,5,4,4.5,雨夹雪
449,43,2,2019-01-03,21:30,5,4,4.5,雨夹雪
341,44,2,2019-01-03,22:0,5,4,4.5,雨夹雪
135,45,2,2019-01-03,22:30,5,4,4.5,雨夹雪
73,46,2,2019-01-03,23:0,5,4,4.5,雨夹雪
2,47,2,2019-01-03,23:30,5,4,4.5,雨夹雪
0,0,1,2019-01-04,0:0,8,5,6.5,中雨
0,1,1,2019-01-04,0:30,8,5,6.5,中雨
0,2,1,2019-01-04,1:0,8,5,6.5,中雨
0,3,1,2019-01-04,1:30,8,5,6.5,中雨
0,4,1,2019-01-04,2:0,8,5,6.5,中雨
0,5,1,2019-01-04,2:30,8,5,6.5,中雨
0,6,1,2019-01-04,3:0,8,5,6.5,中雨
0,7,1,2019-01-04,3:30,8,5,6.5,中雨
0,8,1,2019-01-04,4:0,8,5,6.5,中雨
0,9,1,2019-01-04,4:30,8,5,6.5,中雨
0,10,1,2019-01-04,5:0,8,5,6.5,中雨
5,11,1,2019-01-04,5:30,8,5,6.5,中雨
42,12,1,2019-01-04,6:0,8,5,6.5,中雨
187,13,1,2019-01-04,6:30,8,5,6.5,中雨
569,14,1,2019-01-04,7:0,8,5,6.5,中雨
1314,15,1,2019-01-04,7:30,8,5,6.5,中雨
2171,16,1,2019-01-04,8:0,8,5,6.5,中雨
2769,17,1,2019-01-04,8:30,8,5,6.5,中雨
1885,18,1,2019-01-04,9:0,8,5,6.5,中雨
1276,19,1,2019-01-04,9:30,8,5,6.5,中雨
962,20,1,2019-01-04,10:0,8,5,6.5,中雨
884,21,1,2019-01-04,10:30,8,5,6.5,中雨
822,22,1,2019-01-04,11:0,8,5,6.5,中雨
856,23,1,2019-01-04,11:30,8,5,6.5,中雨
804,24,1,2019-01-04,12:0,8,5,6.5,中雨
