Num,Hour,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
0,5,3
0,6,3
0,7,3
0,8,3
0,9,3
0,10,3
61,11,3
983,12,3
485,13,3
857,14,3
1237,15,3
1486,16,3
1945,17,3
2359,18,3
2644,19,3
2472,20,3
2694,21,3
3176,22,3
2800,23,3
2756,24,3
2980,25,3
3198,26,3
3252,27,3
3402,28,3
3730,29,3
3320,30,3
3923,31,3
3610,32,3
3602,33,3
3039,34,3
3292,35,3
3122,36,3
2659,37,3
3019,38,3
3957,39,3
2339,40,3
3088,41,3
924,42,3
1344,43,3
867,44,3
854,45,3
182,46,3
79,47,3
9,0,2
1,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
3,9,2
0,10,2
166,11,2
1710,12,2
794,13,2
2094,14,2
3488,15,2
4047,16,2
3465,17,2
3081,18,2
2919,19,2
2066,20,2
2157,21,2
2269,22,2
1826,23,2
1646,24,2
1955,25,2
1709,26,2
1889,27,2
2282,28,2
1999,29,2
2107,30,2
2061,31,2
2102,32,2
2143,33,2
2888,34,2
3032,35,2
2482,36,2
1968,37,2
1631,38,2
1456,39,2
1277,40,2
1229,41,2
881,42,2
697,43,2
456,44,2
445,45,2
87,46,2
10,47,2
2,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
2,8,2
0,9,2
4,10,2
254,11,2
858,12,2
732,13,2
1677,14,2
2790,15,2
3608,16,2
3328,17,2
2743,18,2
2649,19,2
2051,20,2
2018,21,2
2019,22,2
1900,23,2
1544,24,2
1856,25,2
1527,26,2
1653,27,2
1979,28,2
1847,29,2
1815,30,2
1764,31,2
1875,32,2
1958,33,2
2755,34,2
2962,35,2
2378,36,2
1886,37,2
1641,38,2
1283,39,2
1167,40,2
1130,41,2
920,42,2
669,43,2
462,44,2
441,45,2
82,46,2
6,47,2
2,0,1
1,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
2,8,1
0,9,1
0,10,1
74,11,1
847,12,1
602,13,1
1513,14,1
2746,15,1
3383,16,1
3296,17,1
2585,18,1
2537,19,1
1785,20,1
1763,21,1
1799,22,1
1836,23,1
1578,24,1
1773,25,1
1492,26,1
1613,27,1
1890,28,1
1972,29,1
1983,30,1
2182,31,1
2002,32,1
2082,33,1
3162,34,1
3265,35,1
2707,36,1
2441,37,1
1875,38,1
1753,39,1
1314,40,1
1200,41,1
918,42,1
806,43,1
545,44,1
732,45,1
109,46,1
11,47,1
0,0,1
1,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
4,8,1
0,9,1
2,10,1
237,11,1
567,12,1
363,13,1
1010,14,1
1240,15,1
1745,16,1
2126,17,1
2348,18,1
2014,19,1
1968,20,1
1982,21,1
1927,22,1
1765,23,1
1760,24,1
2032,25,1
1895,26,1
1997,27,1
2071,28,1
2271,29,1
1895,30,1
1917,31,1
2090,32,1
1785,33,1
1775,34,1
1625,35,1
1483,36,1
1281,37,1
1178,38,1
1160,39,1
1059,40,1
1014,41,1
848,42,1
720,43,1
498,44,1
479,45,1
107,46,1
6,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
4,8,1
0,9,1
2,10,1
307,11,1
512,12,1
355,13,1
758,14,1
1119,15,1
1499,16,1
1814,17,1
1993,18,1
1859,19,1
1960,20,1
2031,21,1
1983,22,1
1802,23,1
1722,24,1
1880,25,1
2030,26,1
2004,27,1
2223,28,1
2269,29,1
2069,30,1
2140,31,1
2359,32,1
2044,33,1
1770,34,1
1747,35,1
1556,36,1
1505,37,1
1546,38,1
1740,39,1
1338,40,1
1066,41,1
852,42,1
821,43,1
501,44,1
490,45,1
106,46,1
7,47,1
1,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
50,11,1
877,12,1
727,13,1
1636,14,1
3019,15,1
4186,16,1
3486,17,1
2717,18,1
2353,19,1
1843,20,1
1801,21,1
1955,22,1
1664,23,1
1580,24,1
