Num,Minute,DateType,day,Time,maxtemperature,mintemperature,temperatur,weather
0,0,3,2019-01-01,0:0,3,1,2.0,阴
0,1,3,2019-01-01,0:30,3,1,2.0,阴
0,2,3,2019-01-01,1:0,3,1,2.0,阴
0,3,3,2019-01-01,1:30,3,1,2.0,阴
0,4,3,2019-01-01,2:0,3,1,2.0,阴
0,5,3,2019-01-01,2:30,3,1,2.0,阴
0,6,3,2019-01-01,3:0,3,1,2.0,阴
0,7,3,2019-01-01,3:30,3,1,2.0,阴
0,8,3,2019-01-01,4:0,3,1,2.0,阴
3,9,3,2019-01-01,4:30,3,1,2.0,阴
1,10,3,2019-01-01,5:0,3,1,2.0,阴
11,11,3,2019-01-01,5:30,3,1,2.0,阴
90,12,3,2019-01-01,6:0,3,1,2.0,阴
195,13,3,2019-01-01,6:30,3,1,2.0,阴
286,14,3,2019-01-01,7:0,3,1,2.0,阴
567,15,3,2019-01-01,7:30,3,1,2.0,阴
592,16,3,2019-01-01,8:0,3,1,2.0,阴
534,17,3,2019-01-01,8:30,3,1,2.0,阴
550,18,3,2019-01-01,9:0,3,1,2.0,阴
605,19,3,2019-01-01,9:30,3,1,2.0,阴
755,20,3,2019-01-01,10:0,3,1,2.0,阴
716,21,3,2019-01-01,10:30,3,1,2.0,阴
743,22,3,2019-01-01,11:0,3,1,2.0,阴
781,23,3,2019-01-01,11:30,3,1,2.0,阴
889,24,3,2019-01-01,12:0,3,1,2.0,阴
908,25,3,2019-01-01,12:30,3,1,2.0,阴
945,26,3,2019-01-01,13:0,3,1,2.0,阴
922,27,3,2019-01-01,13:30,3,1,2.0,阴
996,28,3,2019-01-01,14:0,3,1,2.0,阴
1077,29,3,2019-01-01,14:30,3,1,2.0,阴
1107,30,3,2019-01-01,15:0,3,1,2.0,阴
1136,31,3,2019-01-01,15:30,3,1,2.0,阴
1200,32,3,2019-01-01,16:0,3,1,2.0,阴
1135,33,3,2019-01-01,16:30,3,1,2.0,阴
1276,34,3,2019-01-01,17:0,3,1,2.0,阴
1152,35,3,2019-01-01,17:30,3,1,2.0,阴
1150,36,3,2019-01-01,18:0,3,1,2.0,阴
1058,37,3,2019-01-01,18:30,3,1,2.0,阴
924,38,3,2019-01-01,19:0,3,1,2.0,阴
814,39,3,2019-01-01,19:30,3,1,2.0,阴
930,40,3,2019-01-01,20:0,3,1,2.0,阴
703,41,3,2019-01-01,20:30,3,1,2.0,阴
725,42,3,2019-01-01,21:0,3,1,2.0,阴
442,43,3,2019-01-01,21:30,3,1,2.0,阴
448,44,3,2019-01-01,22:0,3,1,2.0,阴
350,45,3,2019-01-01,22:30,3,1,2.0,阴
203,46,3,2019-01-01,23:0,3,1,2.0,阴
55,47,3,2019-01-01,23:30,3,1,2.0,阴
9,0,2,2019-01-02,0:0,3,2,2.5,雨夹雪
0,1,2,2019-01-02,0:30,3,2,2.5,雨夹雪
6,2,2,2019-01-02,1:0,3,2,2.5,雨夹雪
3,3,2,2019-01-02,1:30,3,2,2.5,雨夹雪
2,4,2,2019-01-02,2:0,3,2,2.5,雨夹雪
0,5,2,2019-01-02,2:30,3,2,2.5,雨夹雪
0,6,2,2019-01-02,3:0,3,2,2.5,雨夹雪
0,7,2,2019-01-02,3:30,3,2,2.5,雨夹雪
0,8,2,2019-01-02,4:0,3,2,2.5,雨夹雪
3,9,2,2019-01-02,4:30,3,2,2.5,雨夹雪
2,10,2,2019-01-02,5:0,3,2,2.5,雨夹雪
15,11,2,2019-01-02,5:30,3,2,2.5,雨夹雪
111,12,2,2019-01-02,6:0,3,2,2.5,雨夹雪
393,13,2,2019-01-02,6:30,3,2,2.5,雨夹雪
881,14,2,2019-01-02,7:0,3,2,2.5,雨夹雪
2109,15,2,2019-01-02,7:30,3,2,2.5,雨夹雪
3743,16,2,2019-01-02,8:0,3,2,2.5,雨夹雪
3509,17,2,2019-01-02,8:30,3,2,2.5,雨夹雪
2477,18,2,2019-01-02,9:0,3,2,2.5,雨夹雪
1401,19,2,2019-01-02,9:30,3,2,2.5,雨夹雪
854,20,2,2019-01-02,10:0,3,2,2.5,雨夹雪
706,21,2,2019-01-02,10:30,3,2,2.5,雨夹雪
722,22,2,2019-01-02,11:0,3,2,2.5,雨夹雪
699,23,2,2019-01-02,11:30,3,2,2.5,雨夹雪
660,24,2,2019-01-02,12:0,3,2,2.5,雨夹雪
715,25,2,2019-01-02,12:30,3,2,2.5,雨夹雪
736,26,2,2019-01-02,13:0,3,2,2.5,雨夹雪
753,27,2,2019-01-02,13:30,3,2,2.5,雨夹雪
713,28,2,2019-01-02,14:0,3,2,2.5,雨夹雪
718,29,2,2019-01-02,14:30,3,2,2.5,雨夹雪
698,30,2,2019-01-02,15:0,3,2,2.5,雨夹雪
691,31,2,2019-01-02,15:30,3,2,2.5,雨夹雪
814,32,2,2019-01-02,16:0,3,2,2.5,雨夹雪
916,33,2,2019-01-02,16:30,3,2,2.5,雨夹雪
1564,34,2,2019-01-02,17:0,3,2,2.5,雨夹雪
2436,35,2,2019-01-02,17:30,3,2,2.5,雨夹雪
2789,36,2,2019-01-02,18:0,3,2,2.5,雨夹雪
2114,37,2,2019-01-02,18:30,3,2,2.5,雨夹雪
1483,38,2,2019-01-02,19:0,3,2,2.5,雨夹雪
1145,39,2,2019-01-02,19:30,3,2,2.5,雨夹雪
951,40,2,2019-01-02,20:0,3,2,2.5,雨夹雪
840,41,2,2019-01-02,20:30,3,2,2.5,雨夹雪
909,42,2,2019-01-02,21:0,3,2,2.5,雨夹雪
493,43,2,2019-01-02,21:30,3,2,2.5,雨夹雪
406,44,2,2019-01-02,22:0,3,2,2.5,雨夹雪
265,45,2,2019-01-02,22:30,3,2,2.5,雨夹雪
111,46,2,2019-01-02,23:0,3,2,2.5,雨夹雪
33,47,2,2019-01-02,23:30,3,2,2.5,雨夹雪
0,0,2,2019-01-03,0:0,5,4,4.5,雨夹雪
27,1,2,2019-01-03,0:30,5,4,4.5,雨夹雪
14,2,2,2019-01-03,1:0,5,4,4.5,雨夹雪
0,3,2,2019-01-03,1:30,5,4,4.5,雨夹雪
6,4,2,2019-01-03,2:0,5,4,4.5,雨夹雪
0,5,2,2019-01-03,2:30,5,4,4.5,雨夹雪
2,6,2,2019-01-03,3:0,5,4,4.5,雨夹雪
1,7,2,2019-01-03,3:30,5,4,4.5,雨夹雪
1,8,2,2019-01-03,4:0,5,4,4.5,雨夹雪
1,9,2,2019-01-03,4:30,5,4,4.5,雨夹雪
0,10,2,2019-01-03,5:0,5,4,4.5,雨夹雪
19,11,2,2019-01-03,5:30,5,4,4.5,雨夹雪
70,12,2,2019-01-03,6:0,5,4,4.5,雨夹雪
311,13,2,2019-01-03,6:30,5,4,4.5,雨夹雪
782,14,2,2019-01-03,7:0,5,4,4.5,雨夹雪
1938,15,2,2019-01-03,7:30,5,4,4.5,雨夹雪
3549,16,2,2019-01-03,8:0,5,4,4.5,雨夹雪
3222,17,2,2019-01-03,8:30,5,4,4.5,雨夹雪
2586,18,2,2019-01-03,9:0,5,4,4.5,雨夹雪
1334,19,2,2019-01-03,9:30,5,4,4.5,雨夹雪
854,20,2,2019-01-03,10:0,5,4,4.5,雨夹雪
632,21,2,2019-01-03,10:30,5,4,4.5,雨夹雪
675,22,2,2019-01-03,11:0,5,4,4.5,雨夹雪
595,23,2,2019-01-03,11:30,5,4,4.5,雨夹雪
688,24,2,2019-01-03,12:0,5,4,4.5,雨夹雪
648,25,2,2019-01-03,12:30,5,4,4.5,雨夹雪
758,26,2,2019-01-03,13:0,5,4,4.5,雨夹雪
687,27,2,2019-01-03,13:30,5,4,4.5,雨夹雪
673,28,2,2019-01-03,14:0,5,4,4.5,雨夹雪
666,29,2,2019-01-03,14:30,5,4,4.5,雨夹雪
649,30,2,2019-01-03,15:0,5,4,4.5,雨夹雪
689,31,2,2019-01-03,15:30,5,4,4.5,雨夹雪
883,32,2,2019-01-03,16:0,5,4,4.5,雨夹雪
950,33,2,2019-01-03,16:30,5,4,4.5,雨夹雪
1497,34,2,2019-01-03,17:0,5,4,4.5,雨夹雪
2457,35,2,2019-01-03,17:30,5,4,4.5,雨夹雪
2488,36,2,2019-01-03,18:0,5,4,4.5,雨夹雪
2053,37,2,2019-01-03,18:30,5,4,4.5,雨夹雪
1534,38,2,2019-01-03,19:0,5,4,4.5,雨夹雪
1142,39,2,2019-01-03,19:30,5,4,4.5,雨夹雪
1062,40,2,2019-01-03,20:0,5,4,4.5,雨夹雪
931,41,2,2019-01-03,20:30,5,4,4.5,雨夹雪
933,42,2,2019-01-03,21:0,5,4,4.5,雨夹雪
639,43,2,2019-01-03,21:30,5,4,4.5,雨夹雪
423,44,2,2019-01-03,22:0,5,4,4.5,雨夹雪
261,45,2,2019-01-03,22:30,5,4,4.5,雨夹雪
126,46,2,2019-01-03,23:0,5,4,4.5,雨夹雪
6,47,2,2019-01-03,23:30,5,4,4.5,雨夹雪
0,0,1,2019-01-04,0:0,8,5,6.5,中雨
0,1,1,2019-01-04,0:30,8,5,6.5,中雨
0,2,1,2019-01-04,1:0,8,5,6.5,中雨
0,3,1,2019-01-04,1:30,8,5,6.5,中雨
0,4,1,2019-01-04,2:0,8,5,6.5,中雨
1,5,1,2019-01-04,2:30,8,5,6.5,中雨
0,6,1,2019-01-04,3:0,8,5,6.5,中雨
0,7,1,2019-01-04,3:30,8,5,6.5,中雨
0,8,1,2019-01-04,4:0,8,5,6.5,中雨
4,9,1,2019-01-04,4:30,8,5,6.5,中雨
0,10,1,2019-01-04,5:0,8,5,6.5,中雨
18,11,1,2019-01-04,5:30,8,5,6.5,中雨
73,12,1,2019-01-04,6:0,8,5,6.5,中雨
293,13,1,2019-01-04,6:30,8,5,6.5,中雨
779,14,1,2019-01-04,7:0,8,5,6.5,中雨
1977,15,1,2019-01-04,7:30,8,5,6.5,中雨
3547,16,1,2019-01-04,8:0,8,5,6.5,中雨
3177,17,1,2019-01-04,8:30,8,5,6.5,中雨
2527,18,1,2019-01-04,9:0,8,5,6.5,中雨
1343,19,1,2019-01-04,9:30,8,5,6.5,中雨
834,20,1,2019-01-04,10:0,8,5,6.5,中雨
679,21,1,2019-01-04,10:30,8,5,6.5,中雨
594,22,1,2019-01-04,11:0,8,5,6.5,中雨
634,23,1,2019-01-04,11:30,8,5,6.5,中雨
696,24,1,2019-01-04,12:0,8,5,6.5,中雨
