Num,Hour,DateType
0,0,3
0,1,3
0,2,3
0,3,3
2,4,3
0,5,3
0,6,3
0,7,3
3,8,3
3,9,3
0,10,3
24,11,3
56,12,3
158,13,3
222,14,3
313,15,3
348,16,3
396,17,3
368,18,3
449,19,3
402,20,3
406,21,3
461,22,3
429,23,3
487,24,3
466,25,3
472,26,3
610,27,3
625,28,3
616,29,3
609,30,3
565,31,3
671,32,3
675,33,3
689,34,3
701,35,3
657,36,3
613,37,3
548,38,3
451,39,3
554,40,3
520,41,3
452,42,3
372,43,3
334,44,3
246,45,3
121,46,3
72,47,3
20,0,2
10,1,2
2,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
1,8,2
1,9,2
0,10,2
36,11,2
143,12,2
369,13,2
761,14,2
1159,15,2
1259,16,2
806,17,2
461,18,2
380,19,2
329,20,2
260,21,2
297,22,2
261,23,2
368,24,2
356,25,2
316,26,2
327,27,2
334,28,2
331,29,2
322,30,2
411,31,2
413,32,2
378,33,2
626,34,2
626,35,2
1035,36,2
978,37,2
755,38,2
577,39,2
401,40,2
371,41,2
327,42,2
374,43,2
296,44,2
163,45,2
108,46,2
41,47,2
4,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
4,8,2
0,9,2
2,10,2
30,11,2
113,12,2
301,13,2
685,14,2
1182,15,2
1243,16,2
781,17,2
496,18,2
448,19,2
354,20,2
306,21,2
334,22,2
331,23,2
289,24,2
334,25,2
343,26,2
293,27,2
328,28,2
289,29,2
335,30,2
362,31,2
374,32,2
426,33,2
604,34,2
633,35,2
918,36,2
925,37,2
757,38,2
601,39,2
450,40,2
387,41,2
377,42,2
431,43,2
332,44,2
169,45,2
121,46,2
51,47,2
2,0,1
6,1,1
5,2,1
0,3,1
1,4,1
0,5,1
0,6,1
0,7,1
2,8,1
0,9,1
0,10,1
25,11,1
118,12,1
290,13,1
680,14,1
1145,15,1
1282,16,1
764,17,1
505,18,1
416,19,1
298,20,1
243,21,1
272,22,1
258,23,1
316,24,1
361,25,1
305,26,1
279,27,1
317,28,1
321,29,1
323,30,1
412,31,1
409,32,1
431,33,1
631,34,1
661,35,1
951,36,1
876,37,1
787,38,1
595,39,1
440,40,1
439,41,1
380,42,1
444,43,1
340,44,1
189,45,1
156,46,1
67,47,1
2,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
4,8,1
2,9,1
0,10,1
27,11,1
85,12,1
194,13,1
344,14,1
598,15,1
757,16,1
617,17,1
440,18,1
426,19,1
329,20,1
352,21,1
358,22,1
336,23,1
357,24,1
377,25,1
336,26,1
398,27,1
386,28,1
354,29,1
428,30,1
434,31,1
439,32,1
416,33,1
495,34,1
643,35,1
705,36,1
703,37,1
473,38,1
458,39,1
434,40,1
438,41,1
299,42,1
318,43,1
347,44,1
204,45,1
122,46,1
53,47,1
0,0,1
0,1,1
2,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
40,11,1
82,12,1
150,13,1
281,14,1
391,15,1
418,16,1
426,17,1
344,18,1
348,19,1
378,20,1
333,21,1
338,22,1
354,23,1
394,24,1
437,25,1
381,26,1
385,27,1
442,28,1
500,29,1
502,30,1
423,31,1
417,32,1
556,33,1
546,34,1
533,35,1
581,36,1
515,37,1
437,38,1
375,39,1
442,40,1
316,41,1
306,42,1
269,43,1
329,44,1
174,45,1
95,46,1
39,47,1
4,0,1
3,1,1
0,2,1
1,3,1
0,4,1
0,5,1
0,6,1
0,7,1
4,8,1
0,9,1
0,10,1
38,11,1
147,12,1
344,13,1
788,14,1
1178,15,1
1237,16,1
797,17,1
471,18,1
397,19,1
284,20,1
251,21,1
250,22,1
283,23,1
283,24,1
372,25,1
296,26,1
276,27,1
295,28,1
274,29,1
241,30,1
337,31,1
313,32,1
340,33,1
555,34,1
581,35,1
923,36,1
859,37,1
783,38,1
594,39,1
427,40,1
391,41,1
417,42,1
363,43,1
305,44,1
190,45,1
126,46,1
40,47,1
1,0,1
4,1,1
1,2,1
1,3,1
0,4,1
0,5,1
