Num,Hour,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
2,5,3
1,6,3
0,7,3
2,8,3
2,9,3
0,10,3
5,11,3
41,12,3
32,13,3
50,14,3
100,15,3
92,16,3
86,17,3
102,18,3
135,19,3
134,20,3
132,21,3
134,22,3
135,23,3
144,24,3
138,25,3
166,26,3
155,27,3
210,28,3
153,29,3
165,30,3
207,31,3
209,32,3
196,33,3
230,34,3
206,35,3
212,36,3
155,37,3
140,38,3
118,39,3
153,40,3
138,41,3
91,42,3
107,43,3
77,44,3
48,45,3
36,46,3
3,47,3
0,0,2
5,1,2
11,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
2,8,2
2,9,2
2,10,2
7,11,2
38,12,2
71,13,2
168,14,2
406,15,2
536,16,2
403,17,2
210,18,2
175,19,2
147,20,2
103,21,2
141,22,2
129,23,2
121,24,2
145,25,2
140,26,2
139,27,2
120,28,2
137,29,2
140,30,2
212,31,2
215,32,2
228,33,2
366,34,2
460,35,2
376,36,2
245,37,2
165,38,2
151,39,2
159,40,2
137,41,2
118,42,2
83,43,2
47,44,2
31,45,2
12,46,2
0,47,2
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
5,11,2
23,12,2
63,13,2
120,14,2
366,15,2
575,16,2
399,17,2
240,18,2
202,19,2
166,20,2
141,21,2
117,22,2
114,23,2
159,24,2
113,25,2
126,26,2
157,27,2
145,28,2
142,29,2
163,30,2
199,31,2
203,32,2
237,33,2
346,34,2
442,35,2
316,36,2
235,37,2
184,38,2
140,39,2
186,40,2
154,41,2
152,42,2
108,43,2
77,44,2
41,45,2
16,46,2
0,47,2
4,0,1
0,1,1
0,2,1
0,3,1
1,4,1
1,5,1
4,6,1
0,7,1
2,8,1
4,9,1
0,10,1
6,11,1
29,12,1
64,13,1
141,14,1
365,15,1
560,16,1
386,17,1
225,18,1
191,19,1
127,20,1
115,21,1
116,22,1
113,23,1
137,24,1
117,25,1
133,26,1
141,27,1
114,28,1
156,29,1
188,30,1
213,31,1
170,32,1
263,33,1
401,34,1
474,35,1
388,36,1
269,37,1
202,38,1
156,39,1
176,40,1
209,41,1
156,42,1
111,43,1
82,44,1
71,45,1
24,46,1
0,47,1
3,0,1
12,1,1
10,2,1
2,3,1
5,4,1
4,5,1
0,6,1
0,7,1
2,8,1
4,9,1
0,10,1
3,11,1
27,12,1
35,13,1
61,14,1
116,15,1
173,16,1
191,17,1
158,18,1
175,19,1
162,20,1
122,21,1
123,22,1
133,23,1
185,24,1
169,25,1
180,26,1
171,27,1
180,28,1
158,29,1
170,30,1
200,31,1
193,32,1
246,33,1
246,34,1
287,35,1
220,36,1
167,37,1
132,38,1
122,39,1
129,40,1
166,41,1
146,42,1
99,43,1
84,44,1
55,45,1
14,46,1
0,47,1
2,0,1
0,1,1
4,2,1
0,3,1
0,4,1
2,5,1
0,6,1
0,7,1
2,8,1
2,9,1
2,10,1
5,11,1
27,12,1
33,13,1
57,14,1
90,15,1
124,16,1
176,17,1
162,18,1
172,19,1
148,20,1
139,21,1
144,22,1
136,23,1
125,24,1
165,25,1
146,26,1
148,27,1
170,28,1
164,29,1
153,30,1
180,31,1
193,32,1
199,33,1
236,34,1
248,35,1
235,36,1
132,37,1
166,38,1
131,39,1
126,40,1
135,41,1
132,42,1
80,43,1
86,44,1
56,45,1
12,46,1
0,47,1
10,0,1
0,1,1
1,2,1
0,3,1
1,4,1
2,5,1
8,6,1
0,7,1
3,8,1
3,9,1
0,10,1
3,11,1
49,12,1
70,13,1
151,14,1
380,15,1
610,16,1
393,17,1
240,18,1
195,19,1
145,20,1
127,21,1
140,22,1
134,23,1
152,24,1
118,25,1
98,26,1
115,27,1
123,28,1
158,29,1
145,30,1
185,31,1
166,32,1
254,33,1
300,34,1
470,35,1
337,36,1
264,37,1
164,38,1
128,39,1
172,40,1
147,41,1
117,42,1
98,43,1
65,44,1
45,45,1
16,46,1
0,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
