Num,Hour,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
0,5,3
0,6,3
0,7,3
0,8,3
0,9,3
0,10,3
0,11,3
33,12,3
64,13,3
148,14,3
204,15,3
292,16,3
328,17,3
241,18,3
248,19,3
216,20,3
231,21,3
252,22,3
279,23,3
266,24,3
312,25,3
297,26,3
293,27,3
308,28,3
337,29,3
347,30,3
291,31,3
337,32,3
388,33,3
400,34,3
429,35,3
334,36,3
359,37,3
287,38,3
393,39,3
344,40,3
279,41,3
273,42,3
233,43,3
183,44,3
169,45,3
65,46,3
21,47,3
2,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
0,11,2
87,12,2
198,13,2
410,14,2
843,15,2
1396,16,2
1501,17,2
578,18,2
389,19,2
279,20,2
278,21,2
251,22,2
324,23,2
291,24,2
309,25,2
324,26,2
323,27,2
314,28,2
315,29,2
295,30,2
403,31,2
308,32,2
409,33,2
527,34,2
1212,35,2
846,36,2
563,37,2
425,38,2
397,39,2
342,40,2
296,41,2
260,42,2
230,43,2
163,44,2
146,45,2
41,46,2
7,47,2
2,0,2
0,1,2
3,2,2
1,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
2,9,2
0,10,2
6,11,2
58,12,2
175,13,2
356,14,2
828,15,2
1378,16,2
1507,17,2
566,18,2
356,19,2
302,20,2
217,21,2
275,22,2
259,23,2
266,24,2
271,25,2
316,26,2
351,27,2
311,28,2
276,29,2
358,30,2
361,31,2
349,32,2
415,33,2
547,34,2
1288,35,2
882,36,2
621,37,2
411,38,2
415,39,2
401,40,2
334,41,2
268,42,2
243,43,2
189,44,2
138,45,2
69,46,2
8,47,2
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
7,11,1
71,12,1
156,13,1
377,14,1
813,15,1
1398,16,1
1546,17,1
572,18,1
333,19,1
263,20,1
282,21,1
214,22,1
272,23,1
260,24,1
259,25,1
319,26,1
323,27,1
310,28,1
293,29,1
379,30,1
335,31,1
369,32,1
435,33,1
589,34,1
1242,35,1
839,36,1
605,37,1
446,38,1
423,39,1
352,40,1
362,41,1
280,42,1
229,43,1
178,44,1
189,45,1
72,46,1
9,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
5,11,1
42,12,1
74,13,1
166,14,1
316,15,1
492,16,1
544,17,1
346,18,1
284,19,1
247,20,1
261,21,1
251,22,1
254,23,1
317,24,1
324,25,1
314,26,1
353,27,1
292,28,1
296,29,1
312,30,1
330,31,1
331,32,1
382,33,1
408,34,1
487,35,1
380,36,1
355,37,1
336,38,1
313,39,1
272,40,1
325,41,1
274,42,1
194,43,1
184,44,1
134,45,1
73,46,1
13,47,1
0,0,1
1,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
2,9,1
0,10,1
3,11,1
41,12,1
79,13,1
155,14,1
255,15,1
367,16,1
430,17,1
295,18,1
274,19,1
235,20,1
247,21,1
234,22,1
236,23,1
272,24,1
324,25,1
303,26,1
309,27,1
289,28,1
312,29,1
336,30,1
309,31,1
357,32,1
391,33,1
380,34,1
433,35,1
447,36,1
290,37,1
290,38,1
314,39,1
304,40,1
245,41,1
214,42,1
161,43,1
202,44,1
106,45,1
51,46,1
10,47,1
0,0,1
0,1,1
1,2,1
1,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
3,11,1
80,12,1
188,13,1
423,14,1
903,15,1
1451,16,1
1599,17,1
585,18,1
326,19,1
288,20,1
228,21,1
198,22,1
237,23,1
249,24,1
244,25,1
241,26,1
309,27,1
244,28,1
302,29,1
271,30,1
304,31,1
310,32,1
427,33,1
567,34,1
1105,35,1
888,36,1
571,37,1
444,38,1
428,39,1
360,40,1
334,41,1
232,42,1
229,43,1
198,44,1
145,45,1
69,46,1
13,47,1
1,0,1
1,1,1
1,2,1
0,3,1
1,4,1
