Num,Hour,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
0,5,3
2,6,3
0,7,3
0,8,3
2,9,3
0,10,3
17,11,3
104,12,3
123,13,3
188,14,3
267,15,3
293,16,3
374,17,3
275,18,3
317,19,3
289,20,3
319,21,3
331,22,3
414,23,3
390,24,3
506,25,3
458,26,3
461,27,3
448,28,3
507,29,3
510,30,3
508,31,3
470,32,3
517,33,3
628,34,3
647,35,3
587,36,3
491,37,3
386,38,3
477,39,3
501,40,3
480,41,3
393,42,3
363,43,3
369,44,3
239,45,3
162,46,3
24,47,3
1,0,2
7,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
4,9,2
0,10,2
16,11,2
88,12,2
218,13,2
433,14,2
1098,15,2
2713,16,2
2664,17,2
1110,18,2
600,19,2
427,20,2
352,21,2
300,22,2
340,23,2
361,24,2
398,25,2
384,26,2
326,27,2
363,28,2
316,29,2
363,30,2
336,31,2
381,32,2
430,33,2
993,34,2
1861,35,2
1644,36,2
1201,37,2
790,38,2
637,39,2
558,40,2
566,41,2
588,42,2
367,43,2
379,44,2
220,45,2
81,46,2
10,47,2
7,0,2
6,1,2
16,2,2
2,3,2
8,4,2
0,5,2
0,6,2
0,7,2
0,8,2
4,9,2
0,10,2
15,11,2
67,12,2
172,13,2
381,14,2
1112,15,2
2652,16,2
2726,17,2
1105,18,2
638,19,2
442,20,2
321,21,2
334,22,2
316,23,2
336,24,2
396,25,2
340,26,2
385,27,2
308,28,2
343,29,2
387,30,2
347,31,2
363,32,2
458,33,2
1012,34,2
1778,35,2
1705,36,2
1175,37,2
768,38,2
652,39,2
840,40,2
616,41,2
660,42,2
428,43,2
343,44,2
239,45,2
94,46,2
11,47,2
6,0,1
2,1,1
2,2,1
0,3,1
4,4,1
0,5,1
0,6,1
0,7,1
0,8,1
4,9,1
4,10,1
11,11,1
70,12,1
150,13,1
374,14,1
1087,15,1
2708,16,1
2685,17,1
1151,18,1
621,19,1
394,20,1
390,21,1
310,22,1
298,23,1
342,24,1
436,25,1
423,26,1
373,27,1
351,28,1
368,29,1
481,30,1
443,31,1
451,32,1
614,33,1
1184,34,1
1980,35,1
1911,36,1
1279,37,1
869,38,1
605,39,1
728,40,1
617,41,1
600,42,1
463,43,1
439,44,1
286,45,1
134,46,1
17,47,1
3,0,1
16,1,1
12,2,1
5,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
2,9,1
0,10,1
13,11,1
86,12,1
144,13,1
228,14,1
461,15,1
800,16,1
1078,17,1
659,18,1
509,19,1
376,20,1
382,21,1
437,22,1
475,23,1
536,24,1
541,25,1
526,26,1
466,27,1
444,28,1
593,29,1
423,30,1
457,31,1
486,32,1
536,33,1
815,34,1
952,35,1
955,36,1
714,37,1
560,38,1
739,39,1
494,40,1
437,41,1
486,42,1
404,43,1
403,44,1
264,45,1
139,46,1
16,47,1
3,0,1
9,1,1
1,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
2,8,1
2,9,1
0,10,1
16,11,1
73,12,1
97,13,1
226,14,1
340,15,1
572,16,1
629,17,1
490,18,1
394,19,1
372,20,1
330,21,1
443,22,1
507,23,1
466,24,1
564,25,1
570,26,1
540,27,1
560,28,1
606,29,1
515,30,1
698,31,1
630,32,1
595,33,1
737,34,1
823,35,1
843,36,1
627,37,1
484,38,1
459,39,1
423,40,1
462,41,1
422,42,1
556,43,1
344,44,1
222,45,1
102,46,1
8,47,1
1,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
3,9,1
0,10,1
8,11,1
73,12,1
184,13,1
363,14,1
1201,15,1
2828,16,1
2779,17,1
1117,18,1
569,19,1
471,20,1
336,21,1
328,22,1
354,23,1
422,24,1
526,25,1
394,26,1
379,27,1
360,28,1
323,29,1
339,30,1
403,31,1
369,32,1
525,33,1
1077,34,1
1760,35,1
1739,36,1
1165,37,1
806,38,1
548,39,1
648,40,1
529,41,1
634,42,1
390,43,1
350,44,1
240,45,1
102,46,1
11,47,1
3,0,1
0,1,1
