Num,Minute,DateType,day,Time,maxtemperature,mintemperature,temperatur,weather
0,0,3,2019-01-01,0:0,3,1,2.0,阴
0,1,3,2019-01-01,0:30,3,1,2.0,阴
0,2,3,2019-01-01,1:0,3,1,2.0,阴
0,3,3,2019-01-01,1:30,3,1,2.0,阴
0,4,3,2019-01-01,2:0,3,1,2.0,阴
0,5,3,2019-01-01,2:30,3,1,2.0,阴
0,6,3,2019-01-01,3:0,3,1,2.0,阴
0,7,3,2019-01-01,3:30,3,1,2.0,阴
0,8,3,2019-01-01,4:0,3,1,2.0,阴
0,9,3,2019-01-01,4:30,3,1,2.0,阴
0,10,3,2019-01-01,5:0,3,1,2.0,阴
16,11,3,2019-01-01,5:30,3,1,2.0,阴
56,12,3,2019-01-01,6:0,3,1,2.0,阴
142,13,3,2019-01-01,6:30,3,1,2.0,阴
201,14,3,2019-01-01,7:0,3,1,2.0,阴
203,15,3,2019-01-01,7:30,3,1,2.0,阴
290,16,3,2019-01-01,8:0,3,1,2.0,阴
304,17,3,2019-01-01,8:30,3,1,2.0,阴
295,18,3,2019-01-01,9:0,3,1,2.0,阴
345,19,3,2019-01-01,9:30,3,1,2.0,阴
324,20,3,2019-01-01,10:0,3,1,2.0,阴
344,21,3,2019-01-01,10:30,3,1,2.0,阴
333,22,3,2019-01-01,11:0,3,1,2.0,阴
356,23,3,2019-01-01,11:30,3,1,2.0,阴
447,24,3,2019-01-01,12:0,3,1,2.0,阴
440,25,3,2019-01-01,12:30,3,1,2.0,阴
474,26,3,2019-01-01,13:0,3,1,2.0,阴
503,27,3,2019-01-01,13:30,3,1,2.0,阴
548,28,3,2019-01-01,14:0,3,1,2.0,阴
530,29,3,2019-01-01,14:30,3,1,2.0,阴
502,30,3,2019-01-01,15:0,3,1,2.0,阴
602,31,3,2019-01-01,15:30,3,1,2.0,阴
596,32,3,2019-01-01,16:0,3,1,2.0,阴
554,33,3,2019-01-01,16:30,3,1,2.0,阴
585,34,3,2019-01-01,17:0,3,1,2.0,阴
597,35,3,2019-01-01,17:30,3,1,2.0,阴
428,36,3,2019-01-01,18:0,3,1,2.0,阴
412,37,3,2019-01-01,18:30,3,1,2.0,阴
353,38,3,2019-01-01,19:0,3,1,2.0,阴
361,39,3,2019-01-01,19:30,3,1,2.0,阴
368,40,3,2019-01-01,20:0,3,1,2.0,阴
374,41,3,2019-01-01,20:30,3,1,2.0,阴
290,42,3,2019-01-01,21:0,3,1,2.0,阴
241,43,3,2019-01-01,21:30,3,1,2.0,阴
188,44,3,2019-01-01,22:0,3,1,2.0,阴
90,45,3,2019-01-01,22:30,3,1,2.0,阴
78,46,3,2019-01-01,23:0,3,1,2.0,阴
16,47,3,2019-01-01,23:30,3,1,2.0,阴
4,0,2,2019-01-02,0:0,3,2,2.5,雨夹雪
0,1,2,2019-01-02,0:30,3,2,2.5,雨夹雪
0,2,2,2019-01-02,1:0,3,2,2.5,雨夹雪
0,3,2,2019-01-02,1:30,3,2,2.5,雨夹雪
0,4,2,2019-01-02,2:0,3,2,2.5,雨夹雪
0,5,2,2019-01-02,2:30,3,2,2.5,雨夹雪
0,6,2,2019-01-02,3:0,3,2,2.5,雨夹雪
0,7,2,2019-01-02,3:30,3,2,2.5,雨夹雪
0,8,2,2019-01-02,4:0,3,2,2.5,雨夹雪
0,9,2,2019-01-02,4:30,3,2,2.5,雨夹雪
0,10,2,2019-01-02,5:0,3,2,2.5,雨夹雪
32,11,2,2019-01-02,5:30,3,2,2.5,雨夹雪
101,12,2,2019-01-02,6:0,3,2,2.5,雨夹雪
315,13,2,2019-01-02,6:30,3,2,2.5,雨夹雪
565,14,2,2019-01-02,7:0,3,2,2.5,雨夹雪
919,15,2,2019-01-02,7:30,3,2,2.5,雨夹雪
953,16,2,2019-01-02,8:0,3,2,2.5,雨夹雪
571,17,2,2019-01-02,8:30,3,2,2.5,雨夹雪
335,18,2,2019-01-02,9:0,3,2,2.5,雨夹雪
272,19,2,2019-01-02,9:30,3,2,2.5,雨夹雪
195,20,2,2019-01-02,10:0,3,2,2.5,雨夹雪
212,21,2,2019-01-02,10:30,3,2,2.5,雨夹雪
217,22,2,2019-01-02,11:0,3,2,2.5,雨夹雪
205,23,2,2019-01-02,11:30,3,2,2.5,雨夹雪
209,24,2,2019-01-02,12:0,3,2,2.5,雨夹雪
248,25,2,2019-01-02,12:30,3,2,2.5,雨夹雪
249,26,2,2019-01-02,13:0,3,2,2.5,雨夹雪
195,27,2,2019-01-02,13:30,3,2,2.5,雨夹雪
218,28,2,2019-01-02,14:0,3,2,2.5,雨夹雪
191,29,2,2019-01-02,14:30,3,2,2.5,雨夹雪
233,30,2,2019-01-02,15:0,3,2,2.5,雨夹雪
265,31,2,2019-01-02,15:30,3,2,2.5,雨夹雪
277,32,2,2019-01-02,16:0,3,2,2.5,雨夹雪
283,33,2,2019-01-02,16:30,3,2,2.5,雨夹雪
512,34,2,2019-01-02,17:0,3,2,2.5,雨夹雪
693,35,2,2019-01-02,17:30,3,2,2.5,雨夹雪
660,36,2,2019-01-02,18:0,3,2,2.5,雨夹雪
513,37,2,2019-01-02,18:30,3,2,2.5,雨夹雪
314,38,2,2019-01-02,19:0,3,2,2.5,雨夹雪
265,39,2,2019-01-02,19:30,3,2,2.5,雨夹雪
245,40,2,2019-01-02,20:0,3,2,2.5,雨夹雪
335,41,2,2019-01-02,20:30,3,2,2.5,雨夹雪
233,42,2,2019-01-02,21:0,3,2,2.5,雨夹雪
193,43,2,2019-01-02,21:30,3,2,2.5,雨夹雪
142,44,2,2019-01-02,22:0,3,2,2.5,雨夹雪
101,45,2,2019-01-02,22:30,3,2,2.5,雨夹雪
47,46,2,2019-01-02,23:0,3,2,2.5,雨夹雪
25,47,2,2019-01-02,23:30,3,2,2.5,雨夹雪
0,0,2,2019-01-03,0:0,5,4,4.5,雨夹雪
0,1,2,2019-01-03,0:30,5,4,4.5,雨夹雪
0,2,2,2019-01-03,1:0,5,4,4.5,雨夹雪
0,3,2,2019-01-03,1:30,5,4,4.5,雨夹雪
1,4,2,2019-01-03,2:0,5,4,4.5,雨夹雪
0,5,2,2019-01-03,2:30,5,4,4.5,雨夹雪
1,6,2,2019-01-03,3:0,5,4,4.5,雨夹雪
0,7,2,2019-01-03,3:30,5,4,4.5,雨夹雪
0,8,2,2019-01-03,4:0,5,4,4.5,雨夹雪
0,9,2,2019-01-03,4:30,5,4,4.5,雨夹雪
0,10,2,2019-01-03,5:0,5,4,4.5,雨夹雪
16,11,2,2019-01-03,5:30,5,4,4.5,雨夹雪
89,12,2,2019-01-03,6:0,5,4,4.5,雨夹雪
267,13,2,2019-01-03,6:30,5,4,4.5,雨夹雪
495,14,2,2019-01-03,7:0,5,4,4.5,雨夹雪
976,15,2,2019-01-03,7:30,5,4,4.5,雨夹雪
988,16,2,2019-01-03,8:0,5,4,4.5,雨夹雪
574,17,2,2019-01-03,8:30,5,4,4.5,雨夹雪
319,18,2,2019-01-03,9:0,5,4,4.5,雨夹雪
291,19,2,2019-01-03,9:30,5,4,4.5,雨夹雪
233,20,2,2019-01-03,10:0,5,4,4.5,雨夹雪
190,21,2,2019-01-03,10:30,5,4,4.5,雨夹雪
190,22,2,2019-01-03,11:0,5,4,4.5,雨夹雪
180,23,2,2019-01-03,11:30,5,4,4.5,雨夹雪
232,24,2,2019-01-03,12:0,5,4,4.5,雨夹雪
256,25,2,2019-01-03,12:30,5,4,4.5,雨夹雪
237,26,2,2019-01-03,13:0,5,4,4.5,雨夹雪
204,27,2,2019-01-03,13:30,5,4,4.5,雨夹雪
215,28,2,2019-01-03,14:0,5,4,4.5,雨夹雪
231,29,2,2019-01-03,14:30,5,4,4.5,雨夹雪
235,30,2,2019-01-03,15:0,5,4,4.5,雨夹雪
250,31,2,2019-01-03,15:30,5,4,4.5,雨夹雪
266,32,2,2019-01-03,16:0,5,4,4.5,雨夹雪
351,33,2,2019-01-03,16:30,5,4,4.5,雨夹雪
458,34,2,2019-01-03,17:0,5,4,4.5,雨夹雪
648,35,2,2019-01-03,17:30,5,4,4.5,雨夹雪
621,36,2,2019-01-03,18:0,5,4,4.5,雨夹雪
551,37,2,2019-01-03,18:30,5,4,4.5,雨夹雪
352,38,2,2019-01-03,19:0,5,4,4.5,雨夹雪
286,39,2,2019-01-03,19:30,5,4,4.5,雨夹雪
264,40,2,2019-01-03,20:0,5,4,4.5,雨夹雪
299,41,2,2019-01-03,20:30,5,4,4.5,雨夹雪
290,42,2,2019-01-03,21:0,5,4,4.5,雨夹雪
188,43,2,2019-01-03,21:30,5,4,4.5,雨夹雪
158,44,2,2019-01-03,22:0,5,4,4.5,雨夹雪
137,45,2,2019-01-03,22:30,5,4,4.5,雨夹雪
39,46,2,2019-01-03,23:0,5,4,4.5,雨夹雪
22,47,2,2019-01-03,23:30,5,4,4.5,雨夹雪
0,0,1,2019-01-04,0:0,8,5,6.5,中雨
0,1,1,2019-01-04,0:30,8,5,6.5,中雨
0,2,1,2019-01-04,1:0,8,5,6.5,中雨
0,3,1,2019-01-04,1:30,8,5,6.5,中雨
0,4,1,2019-01-04,2:0,8,5,6.5,中雨
0,5,1,2019-01-04,2:30,8,5,6.5,中雨
0,6,1,2019-01-04,3:0,8,5,6.5,中雨
0,7,1,2019-01-04,3:30,8,5,6.5,中雨
2,8,1,2019-01-04,4:0,8,5,6.5,中雨
2,9,1,2019-01-04,4:30,8,5,6.5,中雨
0,10,1,2019-01-04,5:0,8,5,6.5,中雨
19,11,1,2019-01-04,5:30,8,5,6.5,中雨
74,12,1,2019-01-04,6:0,8,5,6.5,中雨
266,13,1,2019-01-04,6:30,8,5,6.5,中雨
505,14,1,2019-01-04,7:0,8,5,6.5,中雨
948,15,1,2019-01-04,7:30,8,5,6.5,中雨
949,16,1,2019-01-04,8:0,8,5,6.5,中雨
568,17,1,2019-01-04,8:30,8,5,6.5,中雨
303,18,1,2019-01-04,9:0,8,5,6.5,中雨
240,19,1,2019-01-04,9:30,8,5,6.5,中雨
209,20,1,2019-01-04,10:0,8,5,6.5,中雨
191,21,1,2019-01-04,10:30,8,5,6.5,中雨
197,22,1,2019-01-04,11:0,8,5,6.5,中雨
226,23,1,2019-01-04,11:30,8,5,6.5,中雨
211,24,1,2019-01-04,12:0,8,5,6.5,中雨
218,25,1,2019-01-04,12:30,8,5,6.5,中雨
