Num,Hour,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
0,5,3
0,6,3
0,7,3
0,8,3
0,9,3
0,10,3
292,11,3
329,12,3
191,13,3
212,14,3
317,15,3
461,16,3
521,17,3
585,18,3
796,19,3
930,20,3
1047,21,3
1110,22,3
1160,23,3
1233,24,3
1211,25,3
1470,26,3
1410,27,3
1516,28,3
1541,29,3
1616,30,3
1508,31,3
1596,32,3
1334,33,3
1431,34,3
1122,35,3
1001,36,3
860,37,3
841,38,3
744,39,3
727,40,3
762,41,3
524,42,3
447,43,3
440,44,3
333,45,3
162,46,3
39,47,3
2,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
12,11,2
65,12,2
327,13,2
499,14,2
779,15,2
1656,16,2
1238,17,2
989,18,2
682,19,2
556,20,2
532,21,2
450,22,2
476,23,2
472,24,2
523,25,2
617,26,2
566,27,2
593,28,2
600,29,2
556,30,2
637,31,2
735,32,2
717,33,2
1079,34,2
1306,35,2
1151,36,2
767,37,2
595,38,2
473,39,2
529,40,2
421,41,2
684,42,2
326,43,2
418,44,2
202,45,2
75,46,2
5,47,2
0,0,2
1,1,2
4,2,2
1,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
12,11,2
40,12,2
271,13,2
473,14,2
722,15,2
1585,16,2
1313,17,2
956,18,2
632,19,2
549,20,2
488,21,2
494,22,2
480,23,2
432,24,2
550,25,2
619,26,2
571,27,2
550,28,2
516,29,2
568,30,2
513,31,2
691,32,2
845,33,2
1162,34,2
1365,35,2
1209,36,2
855,37,2
632,38,2
545,39,2
580,40,2
579,41,2
769,42,2
421,43,2
384,44,2
228,45,2
68,46,2
1,47,2
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
11,11,1
47,12,1
262,13,1
419,14,1
706,15,1
1565,16,1
1422,17,1
886,18,1
600,19,1
480,20,1
454,21,1
414,22,1
394,23,1
459,24,1
493,25,1
529,26,1
515,27,1
473,28,1
500,29,1
613,30,1
685,31,1
603,32,1
851,33,1
1224,34,1
1402,35,1
1320,36,1
943,37,1
776,38,1
635,39,1
521,40,1
680,41,1
874,42,1
517,43,1
373,44,1
348,45,1
153,46,1
4,47,1
0,0,1
2,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
9,11,1
36,12,1
96,13,1
183,14,1
328,15,1
573,16,1
617,17,1
629,18,1
662,19,1
652,20,1
635,21,1
675,22,1
741,23,1
826,24,1
842,25,1
881,26,1
954,27,1
871,28,1
896,29,1
969,30,1
960,31,1
1018,32,1
1077,33,1
1107,34,1
1000,35,1
1078,36,1
771,37,1
721,38,1
576,39,1
678,40,1
666,41,1
606,42,1
579,43,1
417,44,1
417,45,1
137,46,1
11,47,1
0,0,1
0,1,1
10,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
22,11,1
46,12,1
82,13,1
125,14,1
327,15,1
551,16,1
584,17,1
589,18,1
788,19,1
672,20,1
807,21,1
715,22,1
760,23,1
855,24,1
898,25,1
798,26,1
1006,27,1
1014,28,1
955,29,1
1025,30,1
1032,31,1
987,32,1
1012,33,1
1033,34,1
965,35,1
816,36,1
673,37,1
629,38,1
605,39,1
570,40,1
553,41,1
476,42,1
442,43,1
441,44,1
266,45,1
83,46,1
2,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
2,6,1
0,7,1
0,8,1
0,9,1
0,10,1
11,11,1
48,12,1
327,13,1
427,14,1
791,15,1
1724,16,1
1289,17,1
992,18,1
612,19,1
500,20,1
480,21,1
460,22,1
443,23,1
428,24,1
487,25,1
474,26,1
503,27,1
558,28,1
496,29,1
473,30,1
469,31,1
606,32,1
660,33,1
1113,34,1
1206,35,1
1146,36,1
826,37,1
557,38,1
434,39,1
400,40,1
458,41,1
702,42,1
392,43,1
383,44,1
197,45,1
65,46,1
