Num,Hour,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
0,5,3
0,6,3
0,7,3
0,8,3
0,9,3
0,10,3
36,11,3
69,12,3
186,13,3
227,14,3
222,15,3
284,16,3
324,17,3
337,18,3
354,19,3
388,20,3
424,21,3
393,22,3
437,23,3
500,24,3
528,25,3
475,26,3
563,27,3
597,28,3
637,29,3
636,30,3
631,31,3
602,32,3
774,33,3
644,34,3
619,35,3
605,36,3
590,37,3
527,38,3
463,39,3
534,40,3
475,41,3
457,42,3
325,43,3
325,44,3
258,45,3
150,46,3
60,47,3
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
68,11,2
136,12,2
273,13,2
549,14,2
1060,15,2
1263,16,2
901,17,2
416,18,2
292,19,2
256,20,2
220,21,2
235,22,2
256,23,2
260,24,2
258,25,2
258,26,2
272,27,2
224,28,2
253,29,2
268,30,2
268,31,2
327,32,2
306,33,2
459,34,2
649,35,2
666,36,2
645,37,2
512,38,2
397,39,2
329,40,2
395,41,2
329,42,2
234,43,2
248,44,2
166,45,2
81,46,2
14,47,2
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
2,5,2
0,6,2
0,7,2
4,8,2
0,9,2
0,10,2
47,11,2
106,12,2
199,13,2
492,14,2
992,15,2
1284,16,2
863,17,2
436,18,2
294,19,2
218,20,2
187,21,2
241,22,2
173,23,2
271,24,2
242,25,2
230,26,2
204,27,2
218,28,2
215,29,2
251,30,2
245,31,2
254,32,2
298,33,2
389,34,2
591,35,2
658,36,2
641,37,2
475,38,2
329,39,2
327,40,2
376,41,2
319,42,2
250,43,2
263,44,2
162,45,2
82,46,2
14,47,2
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
46,11,1
104,12,1
233,13,1
511,14,1
956,15,1
1282,16,1
859,17,1
410,18,1
314,19,1
244,20,1
218,21,1
246,22,1
209,23,1
264,24,1
267,25,1
242,26,1
222,27,1
248,28,1
250,29,1
358,30,1
300,31,1
336,32,1
450,33,1
443,34,1
695,35,1
743,36,1
697,37,1
565,38,1
410,39,1
350,40,1
417,41,1
397,42,1
304,43,1
266,44,1
200,45,1
107,46,1
18,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
46,11,1
65,12,1
131,13,1
281,14,1
441,15,1
585,16,1
508,17,1
374,18,1
357,19,1
357,20,1
331,21,1
328,22,1
377,23,1
438,24,1
459,25,1
365,26,1
413,27,1
391,28,1
453,29,1
341,30,1
448,31,1
387,32,1
455,33,1
500,34,1
553,35,1
440,36,1
448,37,1
374,38,1
369,39,1
306,40,1
349,41,1
335,42,1
290,43,1
222,44,1
221,45,1
117,46,1
13,47,1
1,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
39,11,1
56,12,1
151,13,1
229,14,1
341,15,1
365,16,1
441,17,1
363,18,1
338,19,1
368,20,1
345,21,1
315,22,1
369,23,1
361,24,1
458,25,1
396,26,1
513,27,1
434,28,1
484,29,1
491,30,1
468,31,1
498,32,1
446,33,1
503,34,1
558,35,1
475,36,1
423,37,1
335,38,1
386,39,1
366,40,1
303,41,1
357,42,1
300,43,1
221,44,1
176,45,1
73,46,1
4,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
76,11,1
112,12,1
230,13,1
507,14,1
1031,15,1
1212,16,1
937,17,1
431,18,1
275,19,1
241,20,1
206,21,1
220,22,1
221,23,1
214,24,1
254,25,1
202,26,1
196,27,1
207,28,1
213,29,1
204,30,1
255,31,1
223,32,1
296,33,1
391,34,1
576,35,1
660,36,1
599,37,1
480,38,1
354,39,1
328,40,1
351,41,1
303,42,1
227,43,1
206,44,1
155,45,1
66,46,1
21,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
