Num,Hour,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
0,5,3
0,6,3
0,7,3
0,8,3
0,9,3
1,10,3
17,11,3
122,12,3
269,13,3
433,14,3
656,15,3
899,16,3
962,17,3
856,18,3
850,19,3
922,20,3
985,21,3
957,22,3
959,23,3
1007,24,3
988,25,3
1154,26,3
1089,27,3
1108,28,3
1200,29,3
1200,30,3
1239,31,3
1372,32,3
1350,33,3
1396,34,3
1386,35,3
1257,36,3
1222,37,3
1028,38,3
1047,39,3
1054,40,3
923,41,3
981,42,3
905,43,3
759,44,3
634,45,3
288,46,3
32,47,3
6,0,2
3,1,2
1,2,2
0,3,2
1,4,2
0,5,2
0,6,2
0,7,2
1,8,2
1,9,2
2,10,2
40,11,2
166,12,2
727,13,2
1602,14,2
3095,15,2
4597,16,2
4034,17,2
1934,18,2
1045,19,2
796,20,2
717,21,2
667,22,2
652,23,2
719,24,2
805,25,2
782,26,2
752,27,2
680,28,2
765,29,2
692,30,2
789,31,2
908,32,2
1141,33,2
1461,34,2
2763,35,2
3135,36,2
2289,37,2
1715,38,2
1181,39,2
1119,40,2
971,41,2
1022,42,2
754,43,2
786,44,2
505,45,2
160,46,2
32,47,2
0,0,2
13,1,2
0,2,2
1,3,2
0,4,2
0,5,2
7,6,2
0,7,2
6,8,2
0,9,2
3,10,2
40,11,2
168,12,2
637,13,2
1356,14,2
2922,15,2
4750,16,2
3953,17,2
2099,18,2
1151,19,2
861,20,2
670,21,2
603,22,2
637,23,2
802,24,2
792,25,2
779,26,2
756,27,2
667,28,2
691,29,2
786,30,2
752,31,2
891,32,2
1188,33,2
1574,34,2
2856,35,2
3039,36,2
2301,37,2
1680,38,2
1275,39,2
1141,40,2
1128,41,2
1150,42,2
844,43,2
893,44,2
566,45,2
200,46,2
45,47,2
4,0,1
1,1,1
9,2,1
1,3,1
0,4,1
1,5,1
2,6,1
3,7,1
9,8,1
2,9,1
0,10,1
40,11,1
135,12,1
576,13,1
1387,14,1
3077,15,1
4364,16,1
3703,17,1
2125,18,1
1315,19,1
870,20,1
705,21,1
655,22,1
649,23,1
760,24,1
706,25,1
779,26,1
659,27,1
693,28,1
824,29,1
849,30,1
1050,31,1
1147,32,1
1183,33,1
1652,34,1
2819,35,1
2974,36,1
2362,37,1
1695,38,1
1386,39,1
1278,40,1
1184,41,1
1189,42,1
991,43,1
803,44,1
703,45,1
338,46,1
48,47,1
7,0,1
8,1,1
10,2,1
6,3,1
1,4,1
2,5,1
0,6,1
2,7,1
8,8,1
0,9,1
4,10,1
13,11,1
107,12,1
362,13,1
698,14,1
1274,15,1
1737,16,1
1819,17,1
1351,18,1
1011,19,1
937,20,1
857,21,1
933,22,1
861,23,1
980,24,1
1083,25,1
1090,26,1
1006,27,1
997,28,1
949,29,1
1048,30,1
1021,31,1
1105,32,1
1251,33,1
1456,34,1
1545,35,1
1493,36,1
1361,37,1
997,38,1
954,39,1
910,40,1
1012,41,1
1003,42,1
863,43,1
755,44,1
697,45,1
325,46,1
38,47,1
0,0,1
3,1,1
0,2,1
0,3,1
0,4,1
1,5,1
0,6,1
0,7,1
1,8,1
1,9,1
3,10,1
24,11,1
119,12,1
291,13,1
540,14,1
846,15,1
1159,16,1
1325,17,1
1051,18,1
924,19,1
903,20,1
908,21,1
871,22,1
967,23,1
990,24,1
972,25,1
1084,26,1
1055,27,1
1039,28,1
1048,29,1
1083,30,1
1091,31,1
1124,32,1
1146,33,1
1311,34,1
1370,35,1
1252,36,1
1202,37,1
934,38,1
934,39,1
893,40,1
902,41,1
886,42,1
768,43,1
763,44,1
561,45,1
204,46,1
22,47,1
2,0,1
17,1,1
0,2,1
0,3,1
3,4,1
0,5,1
0,6,1
1,7,1
6,8,1
0,9,1
4,10,1
30,11,1
221,12,1
665,13,1
1601,14,1
3076,15,1
4962,16,1
3846,17,1
2079,18,1
1128,19,1
799,20,1
705,21,1
591,22,1
651,23,1
636,24,1
702,25,1
707,26,1
572,27,1
640,28,1
689,29,1
612,30,1
708,31,1
805,32,1
1104,33,1
1407,34,1
2741,35,1
3086,36,1
