Num,Hour,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
0,5,3
0,6,3
0,7,3
0,8,3
0,9,3
0,10,3
9,11,3
69,12,3
263,13,3
369,14,3
413,15,3
492,16,3
597,17,3
703,18,3
757,19,3
825,20,3
889,21,3
788,22,3
793,23,3
876,24,3
994,25,3
911,26,3
967,27,3
1042,28,3
1114,29,3
1036,30,3
1046,31,3
1070,32,3
961,33,3
900,34,3
822,35,3
660,36,3
593,37,3
490,38,3
433,39,3
434,40,3
382,41,3
302,42,3
259,43,3
215,44,3
138,45,3
83,46,3
34,47,3
7,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
1,9,2
0,10,2
32,11,2
99,12,2
490,13,2
771,14,2
1332,15,2
1536,16,2
1796,17,2
935,18,2
597,19,2
550,20,2
507,21,2
440,22,2
490,23,2
533,24,2
513,25,2
558,26,2
393,27,2
437,28,2
484,29,2
431,30,2
523,31,2
454,32,2
636,33,2
854,34,2
1038,35,2
1001,36,2
845,37,2
561,38,2
378,39,2
333,40,2
296,41,2
269,42,2
254,43,2
174,44,2
122,45,2
50,46,2
26,47,2
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
21,11,2
89,12,2
412,13,2
794,14,2
1267,15,2
1437,16,2
1705,17,2
951,18,2
650,19,2
540,20,2
469,21,2
424,22,2
507,23,2
583,24,2
550,25,2
561,26,2
456,27,2
429,28,2
444,29,2
504,30,2
529,31,2
535,32,2
660,33,2
834,34,2
1119,35,2
1027,36,2
813,37,2
537,38,2
410,39,2
356,40,2
332,41,2
289,42,2
241,43,2
159,44,2
121,45,2
62,46,2
29,47,2
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
44,11,1
81,12,1
410,13,1
676,14,1
1302,15,1
1478,16,1
1678,17,1
878,18,1
555,19,1
481,20,1
418,21,1
435,22,1
449,23,1
453,24,1
481,25,1
467,26,1
402,27,1
416,28,1
465,29,1
452,30,1
577,31,1
545,32,1
846,33,1
789,34,1
1051,35,1
996,36,1
841,37,1
603,38,1
419,39,1
370,40,1
313,41,1
343,42,1
227,43,1
181,44,1
141,45,1
84,46,1
27,47,1
3,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
26,11,1
49,12,1
276,13,1
409,14,1
621,15,1
682,16,1
709,17,1
736,18,1
641,19,1
624,20,1
533,21,1
552,22,1
426,23,1
574,24,1
533,25,1
546,26,1
572,27,1
565,28,1
586,29,1
573,30,1
544,31,1
602,32,1
620,33,1
648,34,1
603,35,1
562,36,1
419,37,1
329,38,1
377,39,1
272,40,1
297,41,1
282,42,1
213,43,1
174,44,1
129,45,1
69,46,1
26,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
2,7,1
0,8,1
0,9,1
0,10,1
36,11,1
59,12,1
250,13,1
379,14,1
424,15,1
602,16,1
587,17,1
680,18,1
673,19,1
594,20,1
665,21,1
560,22,1
536,23,1
632,24,1
568,25,1
669,26,1
689,27,1
718,28,1
639,29,1
736,30,1
745,31,1
774,32,1
769,33,1
594,34,1
630,35,1
561,36,1
445,37,1
363,38,1
401,39,1
298,40,1
311,41,1
246,42,1
179,43,1
111,44,1
138,45,1
47,46,1
20,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
46,11,1
145,12,1
412,13,1
775,14,1
1387,15,1
1703,16,1
1679,17,1
1019,18,1
589,19,1
447,20,1
438,21,1
423,22,1
425,23,1
478,24,1
532,25,1
463,26,1
405,27,1
399,28,1
413,29,1
419,30,1
369,31,1
452,32,1
639,33,1
933,34,1
986,35,1
1048,36,1
780,37,1
500,38,1
421,39,1
346,40,1
297,41,1
253,42,1
231,43,1
190,44,1
121,45,1
60,46,1
15,47,1
0,0,1
0,1,1
0,2,1
