Num,Hour,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
0,5,3
0,6,3
0,7,3
0,8,3
0,9,3
0,10,3
10,11,3
70,12,3
112,13,3
138,14,3
241,15,3
238,16,3
293,17,3
264,18,3
328,19,3
301,20,3
359,21,3
349,22,3
360,23,3
358,24,3
455,25,3
382,26,3
427,27,3
439,28,3
398,29,3
449,30,3
492,31,3
430,32,3
472,33,3
547,34,3
518,35,3
505,36,3
401,37,3
447,38,3
355,39,3
481,40,3
404,41,3
399,42,3
316,43,3
308,44,3
235,45,3
156,46,3
40,47,3
15,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
17,11,2
71,12,2
213,13,2
479,14,2
982,15,2
1432,16,2
1120,17,2
604,18,2
298,19,2
212,20,2
212,21,2
213,22,2
186,23,2
253,24,2
264,25,2
205,26,2
219,27,2
173,28,2
227,29,2
224,30,2
221,31,2
227,32,2
277,33,2
342,34,2
599,35,2
737,36,2
744,37,2
559,38,2
424,39,2
385,40,2
318,41,2
329,42,2
343,43,2
204,44,2
152,45,2
85,46,2
25,47,2
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
7,11,2
61,12,2
185,13,2
440,14,2
918,15,2
1395,16,2
1152,17,2
629,18,2
322,19,2
234,20,2
206,21,2
194,22,2
196,23,2
256,24,2
241,25,2
190,26,2
195,27,2
204,28,2
170,29,2
233,30,2
214,31,2
198,32,2
306,33,2
345,34,2
605,35,2
815,36,2
694,37,2
495,38,2
402,39,2
376,40,2
377,41,2
356,42,2
320,43,2
225,44,2
179,45,2
72,46,2
24,47,2
4,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
14,11,1
73,12,1
157,13,1
415,14,1
952,15,1
1343,16,1
1131,17,1
652,18,1
314,19,1
164,20,1
198,21,1
175,22,1
180,23,1
217,24,1
214,25,1
156,26,1
163,27,1
149,28,1
172,29,1
200,30,1
241,31,1
274,32,1
286,33,1
329,34,1
606,35,1
744,36,1
768,37,1
595,38,1
394,39,1
418,40,1
317,41,1
400,42,1
371,43,1
256,44,1
209,45,1
98,46,1
30,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
6,11,1
41,12,1
109,13,1
209,14,1
318,15,1
493,16,1
477,17,1
387,18,1
355,19,1
315,20,1
307,21,1
278,22,1
243,23,1
320,24,1
277,25,1
305,26,1
328,27,1
291,28,1
274,29,1
297,30,1
282,31,1
360,32,1
386,33,1
372,34,1
480,35,1
433,36,1
355,37,1
351,38,1
313,39,1
253,40,1
329,41,1
335,42,1
267,43,1
257,44,1
192,45,1
101,46,1
40,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
17,11,1
38,12,1
111,13,1
154,14,1
295,15,1
310,16,1
323,17,1
284,18,1
244,19,1
287,20,1
296,21,1
262,22,1
292,23,1
284,24,1
333,25,1
326,26,1
354,27,1
366,28,1
356,29,1
346,30,1
317,31,1
383,32,1
400,33,1
366,34,1
411,35,1
442,36,1
336,37,1
340,38,1
337,39,1
308,40,1
299,41,1
331,42,1
231,43,1
224,44,1
196,45,1
84,46,1
26,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
4,8,1
0,9,1
0,10,1
25,11,1
79,12,1
189,13,1
466,14,1
1022,15,1
1405,16,1
1068,17,1
612,18,1
307,19,1
228,20,1
229,21,1
178,22,1
240,23,1
210,24,1
198,25,1
200,26,1
192,27,1
193,28,1
164,29,1
209,30,1
207,31,1
226,32,1
267,33,1
376,34,1
607,35,1
731,36,1
705,37,1
557,38,1
408,39,1
358,40,1
323,41,1
361,42,1
284,43,1
231,44,1
153,45,1
62,46,1
19,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
