Num,Hour,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
0,5,3
0,6,3
0,7,3
0,8,3
0,9,3
0,10,3
15,11,3
80,12,3
171,13,3
231,14,3
378,15,3
556,16,3
649,17,3
500,18,3
489,19,3
537,20,3
558,21,3
599,22,3
660,23,3
685,24,3
775,25,3
730,26,3
751,27,3
814,28,3
882,29,3
784,30,3
866,31,3
792,32,3
850,33,3
869,34,3
852,35,3
954,36,3
671,37,3
582,38,3
540,39,3
531,40,3
499,41,3
486,42,3
569,43,3
464,44,3
331,45,3
227,46,3
32,47,3
1,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
12,11,2
161,12,2
306,13,2
472,14,2
1020,15,2
1693,16,2
1718,17,2
665,18,2
501,19,2
443,20,2
366,21,2
405,22,2
379,23,2
458,24,2
397,25,2
431,26,2
416,27,2
412,28,2
408,29,2
441,30,2
419,31,2
418,32,2
472,33,2
727,34,2
1033,35,2
1349,36,2
1055,37,2
700,38,2
501,39,2
485,40,2
441,41,2
527,42,2
475,43,2
367,44,2
257,45,2
111,46,2
18,47,2
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
14,11,2
125,12,2
265,13,2
421,14,2
970,15,2
1673,16,2
1829,17,2
665,18,2
471,19,2
360,20,2
342,21,2
317,22,2
346,23,2
366,24,2
439,25,2
378,26,2
388,27,2
399,28,2
374,29,2
393,30,2
417,31,2
416,32,2
468,33,2
711,34,2
1040,35,2
1281,36,2
1114,37,2
643,38,2
596,39,2
474,40,2
487,41,2
505,42,2
540,43,2
392,44,2
305,45,2
102,46,2
15,47,2
0,0,1
1,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
10,11,1
124,12,1
268,13,1
413,14,1
931,15,1
1692,16,1
1680,17,1
711,18,1
494,19,1
385,20,1
374,21,1
325,22,1
299,23,1
399,24,1
363,25,1
409,26,1
332,27,1
335,28,1
399,29,1
399,30,1
466,31,1
545,32,1
572,33,1
712,34,1
1016,35,1
1254,36,1
1105,37,1
701,38,1
637,39,1
506,40,1
496,41,1
536,42,1
501,43,1
396,44,1
309,45,1
179,46,1
24,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
9,11,1
78,12,1
182,13,1
301,14,1
559,15,1
990,16,1
1192,17,1
509,18,1
460,19,1
409,20,1
390,21,1
367,22,1
399,23,1
425,24,1
430,25,1
506,26,1
447,27,1
452,28,1
452,29,1
504,30,1
496,31,1
532,32,1
657,33,1
697,34,1
863,35,1
1024,36,1
738,37,1
561,38,1
414,39,1
408,40,1
462,41,1
470,42,1
470,43,1
444,44,1
336,45,1
167,46,1
28,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
7,11,1
100,12,1
186,13,1
242,14,1
398,15,1
621,16,1
758,17,1
439,18,1
411,19,1
412,20,1
384,21,1
425,22,1
436,23,1
511,24,1
493,25,1
518,26,1
528,27,1
516,28,1
539,29,1
601,30,1
554,31,1
533,32,1
585,33,1
651,34,1
737,35,1
776,36,1
571,37,1
521,38,1
416,39,1
390,40,1
417,41,1
488,42,1
496,43,1
406,44,1
300,45,1
111,46,1
11,47,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
17,11,1
157,12,1
280,13,1
455,14,1
1080,15,1
1657,16,1
1739,17,1
708,18,1
493,19,1
382,20,1
331,21,1
324,22,1
378,23,1
350,24,1
372,25,1
388,26,1
338,27,1
330,28,1
380,29,1
381,30,1
416,31,1
431,32,1
511,33,1
683,34,1
999,35,1
1186,36,1
1080,37,1
664,38,1
574,39,1
407,40,1
486,41,1
469,42,1
539,43,1
370,44,1
334,45,1
107,46,1
15,47,1
3,0,1
1,1,1
0,2,1
