Num,Minute,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
0,5,3
0,6,3
0,7,3
0,8,3
0,9,3
0,10,3
0,11,3
0,12,3
0,13,3
0,14,3
0,15,3
0,16,3
0,17,3
0,18,3
0,19,3
0,20,3
0,21,3
0,22,3
0,23,3
0,24,3
0,25,3
1,26,3
0,27,3
0,28,3
0,29,3
0,30,3
0,31,3
0,32,3
0,33,3
0,34,3
6,35,3
15,36,3
19,37,3
27,38,3
22,39,3
47,40,3
50,41,3
65,42,3
45,43,3
51,44,3
77,45,3
59,46,3
73,47,3
93,48,3
109,49,3
109,50,3
114,51,3
112,52,3
78,53,3
92,54,3
86,55,3
78,56,3
70,57,3
108,58,3
84,59,3
96,60,3
104,61,3
95,62,3
84,63,3
115,64,3
96,65,3
83,66,3
97,67,3
95,68,3
95,69,3
123,70,3
110,71,3
108,72,3
143,73,3
116,74,3
120,75,3
112,76,3
133,77,3
112,78,3
108,79,3
113,80,3
122,81,3
104,82,3
99,83,3
112,84,3
140,85,3
135,86,3
121,87,3
97,88,3
146,89,3
126,90,3
78,91,3
140,92,3
143,93,3
124,94,3
92,95,3
116,96,3
148,97,3
108,98,3
127,99,3
155,100,3
94,101,3
158,102,3
133,103,3
146,104,3
118,105,3
171,106,3
162,107,3
93,108,3
122,109,3
150,110,3
139,111,3
140,112,3
96,113,3
152,114,3
82,115,3
113,116,3
106,117,3
80,118,3
106,119,3
127,120,3
84,121,3
120,122,3
86,123,3
87,124,3
144,125,3
61,126,3
71,127,3
76,128,3
105,129,3
100,130,3
51,131,3
108,132,3
84,133,3
54,134,3
90,135,3
64,136,3
64,137,3
61,138,3
30,139,3
38,140,3
26,141,3
15,142,3
0,143,3
2,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
0,11,2
0,12,2
0,13,2
0,14,2
0,15,2
0,16,2
0,17,2
0,18,2
0,19,2
0,20,2
0,21,2
0,22,2
0,23,2
0,24,2
0,25,2
0,26,2
0,27,2
0,28,2
0,29,2
0,30,2
0,31,2
0,32,2
0,33,2
1,34,2
14,35,2
18,36,2
35,37,2
36,38,2
52,39,2
45,40,2
100,41,2
115,42,2
128,43,2
177,44,2
297,45,2
313,46,2
371,47,2
400,48,2
466,49,2
516,50,2
424,51,2
402,52,2
261,53,2
183,54,2
168,55,2
153,56,2
110,57,2
142,58,2
103,59,2
80,60,2
85,61,2
73,62,2
76,63,2
82,64,2
82,65,2
89,66,2
90,67,2
52,68,2
75,69,2
98,70,2
73,71,2
80,72,2
92,73,2
81,74,2
87,75,2
83,76,2
70,77,2
102,78,2
82,79,2
81,80,2
72,81,2
92,82,2
80,83,2
75,84,2
81,85,2
78,86,2
127,87,2
58,88,2
80,89,2
61,90,2
83,91,2
85,92,2
63,93,2
89,94,2
80,95,2
95,96,2
106,97,2
89,98,2
103,99,2
77,100,2
116,101,2
119,102,2
177,103,2
133,104,2
183,105,2
177,106,2
251,107,2
244,108,2
333,109,2
237,110,2
356,111,2
224,112,2
201,113,2
292,114,2
147,115,2
177,116,2
157,117,2
91,118,2
170,119,2
105,120,2
100,121,2
126,122,2
117,123,2
85,124,2
89,125,2
80,126,2
129,127,2
87,128,2
102,129,2
67,130,2
98,131,2
84,132,2
84,133,2
70,134,2
45,135,2
46,136,2
46,137,2
26,138,2
36,139,2
3,140,2
22,141,2
2,142,2
0,143,2
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
0,11,2
0,12,2
0,13,2
0,14,2
0,15,2
0,16,2
0,17,2
0,18,2
0,19,2
0,20,2
0,21,2
0,22,2
0,23,2
0,24,2
0,25,2
0,26,2
0,27,2
15,28,2
0,29,2
0,30,2
0,31,2
0,32,2
0,33,2
0,34,2
7,35,2
16,36,2
29,37,2
42,38,2
39,39,2
52,40,2
75,41,2
116,42,2
120,43,2
142,44,2
266,45,2
349,46,2
347,47,2
420,48,2
434,49,2
533,50,2
419,51,2
438,52,2
259,53,2
191,54,2
