Num,Minute,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
0,5,3
0,6,3
0,7,3
0,8,3
0,9,3
0,10,3
0,11,3
0,12,3
0,13,3
0,14,3
0,15,3
0,16,3
0,17,3
0,18,3
0,19,3
0,20,3
0,21,3
6,22,3
14,23,3
23,24,3
82,25,3
89,26,3
122,27,3
142,28,3
170,29,3
188,30,3
218,31,3
238,32,3
291,33,3
303,34,3
273,35,3
330,36,3
319,37,3
310,38,3
304,39,3
378,40,3
416,41,3
359,42,3
465,43,3
440,44,3
517,45,3
423,46,3
455,47,3
486,48,3
517,49,3
505,50,3
494,51,3
576,52,3
575,53,3
540,54,3
572,55,3
667,56,3
674,57,3
615,58,3
603,59,3
658,60,3
672,61,3
648,62,3
722,63,3
687,64,3
673,65,3
707,66,3
639,67,3
746,68,3
715,69,3
605,70,3
660,71,3
719,72,3
702,73,3
581,74,3
611,75,3
550,76,3
560,77,3
496,78,3
488,79,3
589,80,3
501,81,3
570,82,3
500,83,3
560,84,3
454,85,3
379,86,3
360,87,3
329,88,3
332,89,3
340,90,3
279,91,3
226,92,3
176,93,3
84,94,3
72,95,3
17,0,2
3,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
1,9,2
0,10,2
0,11,2
0,12,2
0,13,2
0,14,2
0,15,2
0,16,2
0,17,2
0,18,2
0,19,2
0,20,2
0,21,2
4,22,2
31,23,2
46,24,2
197,25,2
230,26,2
245,27,2
369,28,2
617,29,2
892,30,2
1312,31,2
1874,32,2
1920,33,2
2372,34,2
1783,35,2
1179,36,2
837,37,2
592,38,2
410,39,2
346,40,2
316,41,2
268,42,2
262,43,2
239,44,2
239,45,2
248,46,2
292,47,2
294,48,2
298,49,2
352,50,2
278,51,2
304,52,2
343,53,2
281,54,2
262,55,2
269,56,2
283,57,2
270,58,2
292,59,2
266,60,2
267,61,2
285,62,2
271,63,2
301,64,2
310,65,2
421,66,2
386,67,2
497,68,2
716,69,2
860,70,2
1137,71,2
1143,72,2
1272,73,2
1360,74,2
1113,75,2
745,76,2
691,77,2
591,78,2
491,79,2
492,80,2
439,81,2
394,82,2
449,83,2
431,84,2
495,85,2
378,86,2
298,87,2
272,88,2
212,89,2
194,90,2
109,91,2
86,92,2
54,93,2
19,94,2
10,95,2
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
0,11,2
0,12,2
0,13,2
0,14,2
0,15,2
0,16,2
0,17,2
0,18,2
0,19,2
0,20,2
0,21,2
7,22,2
26,23,2
38,24,2
98,25,2
154,26,2
241,27,2
284,28,2
568,29,2
833,30,2
1296,31,2
1629,32,2
2008,33,2
2089,34,2
1833,35,2
1102,36,2
860,37,2
639,38,2
490,39,2
352,40,2
278,41,2
240,42,2
254,43,2
211,44,2
226,45,2
247,46,2
269,47,2
239,48,2
281,49,2
320,50,2
264,51,2
306,52,2
291,53,2
296,54,2
255,55,2
222,56,2
248,57,2
255,58,2
265,59,2
208,60,2
335,61,2
259,62,2
226,63,2
245,64,2
392,65,2
346,66,2
336,67,2
560,68,2
801,69,2
832,70,2
1132,71,2
1082,72,2
1330,73,2
1106,74,2
911,75,2
725,76,2
615,77,2
595,78,2
470,79,2
493,80,2
475,81,2
538,82,2
512,83,2
429,84,2
483,85,2
429,86,2
335,87,2
297,88,2
243,89,2
190,90,2
104,91,2
83,92,2
57,93,2
29,94,2
4,95,2
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
0,11,1
0,12,1
0,13,1
0,14,1
0,15,1
0,16,1
0,17,1
0,18,1
0,19,1
0,20,1
1,21,1
2,22,1
19,23,1
44,24,1
99,25,1
154,26,1
204,27,1
298,28,1
553,29,1
866,30,1
1253,31,1
1685,32,1
1962,33,1
1812,34,1
1946,35,1
1234,36,1
811,37,1
595,38,1
412,39,1
352,40,1
296,41,1
228,42,1
232,43,1
255,44,1
195,45,1
193,46,1
233,47,1
260,48,1
242,49,1
345,50,1
