Num,Minute,DateType,day,Time,maxtemperature,mintemperature,temperatur,weather
0,0,3,2019-01-01,0:0,3,1,2.0,阴
0,1,3,2019-01-01,0:30,3,1,2.0,阴
0,2,3,2019-01-01,1:0,3,1,2.0,阴
0,3,3,2019-01-01,1:30,3,1,2.0,阴
0,4,3,2019-01-01,2:0,3,1,2.0,阴
0,5,3,2019-01-01,2:30,3,1,2.0,阴
0,6,3,2019-01-01,3:0,3,1,2.0,阴
0,7,3,2019-01-01,3:30,3,1,2.0,阴
0,8,3,2019-01-01,4:0,3,1,2.0,阴
0,9,3,2019-01-01,4:30,3,1,2.0,阴
0,10,3,2019-01-01,5:0,3,1,2.0,阴
5,11,3,2019-01-01,5:30,3,1,2.0,阴
37,12,3,2019-01-01,6:0,3,1,2.0,阴
94,13,3,2019-01-01,6:30,3,1,2.0,阴
152,14,3,2019-01-01,7:0,3,1,2.0,阴
234,15,3,2019-01-01,7:30,3,1,2.0,阴
268,16,3,2019-01-01,8:0,3,1,2.0,阴
378,17,3,2019-01-01,8:30,3,1,2.0,阴
349,18,3,2019-01-01,9:0,3,1,2.0,阴
329,19,3,2019-01-01,9:30,3,1,2.0,阴
321,20,3,2019-01-01,10:0,3,1,2.0,阴
343,21,3,2019-01-01,10:30,3,1,2.0,阴
351,22,3,2019-01-01,11:0,3,1,2.0,阴
381,23,3,2019-01-01,11:30,3,1,2.0,阴
366,24,3,2019-01-01,12:0,3,1,2.0,阴
361,25,3,2019-01-01,12:30,3,1,2.0,阴
420,26,3,2019-01-01,13:0,3,1,2.0,阴
404,27,3,2019-01-01,13:30,3,1,2.0,阴
504,28,3,2019-01-01,14:0,3,1,2.0,阴
465,29,3,2019-01-01,14:30,3,1,2.0,阴
494,30,3,2019-01-01,15:0,3,1,2.0,阴
490,31,3,2019-01-01,15:30,3,1,2.0,阴
554,32,3,2019-01-01,16:0,3,1,2.0,阴
519,33,3,2019-01-01,16:30,3,1,2.0,阴
541,34,3,2019-01-01,17:0,3,1,2.0,阴
527,35,3,2019-01-01,17:30,3,1,2.0,阴
551,36,3,2019-01-01,18:0,3,1,2.0,阴
522,37,3,2019-01-01,18:30,3,1,2.0,阴
454,38,3,2019-01-01,19:0,3,1,2.0,阴
406,39,3,2019-01-01,19:30,3,1,2.0,阴
441,40,3,2019-01-01,20:0,3,1,2.0,阴
474,41,3,2019-01-01,20:30,3,1,2.0,阴
416,42,3,2019-01-01,21:0,3,1,2.0,阴
307,43,3,2019-01-01,21:30,3,1,2.0,阴
268,44,3,2019-01-01,22:0,3,1,2.0,阴
196,45,3,2019-01-01,22:30,3,1,2.0,阴
104,46,3,2019-01-01,23:0,3,1,2.0,阴
15,47,3,2019-01-01,23:30,3,1,2.0,阴
0,0,2,2019-01-02,0:0,3,2,2.5,雨夹雪
0,1,2,2019-01-02,0:30,3,2,2.5,雨夹雪
0,2,2,2019-01-02,1:0,3,2,2.5,雨夹雪
0,3,2,2019-01-02,1:30,3,2,2.5,雨夹雪
0,4,2,2019-01-02,2:0,3,2,2.5,雨夹雪
0,5,2,2019-01-02,2:30,3,2,2.5,雨夹雪
0,6,2,2019-01-02,3:0,3,2,2.5,雨夹雪
0,7,2,2019-01-02,3:30,3,2,2.5,雨夹雪
0,8,2,2019-01-02,4:0,3,2,2.5,雨夹雪
0,9,2,2019-01-02,4:30,3,2,2.5,雨夹雪
0,10,2,2019-01-02,5:0,3,2,2.5,雨夹雪
10,11,2,2019-01-02,5:30,3,2,2.5,雨夹雪
107,12,2,2019-01-02,6:0,3,2,2.5,雨夹雪
188,13,2,2019-01-02,6:30,3,2,2.5,雨夹雪
497,14,2,2019-01-02,7:0,3,2,2.5,雨夹雪
1133,15,2,2019-01-02,7:30,3,2,2.5,雨夹雪
2116,16,2,2019-01-02,8:0,3,2,2.5,雨夹雪
2446,17,2,2019-01-02,8:30,3,2,2.5,雨夹雪
1337,18,2,2019-01-02,9:0,3,2,2.5,雨夹雪
656,19,2,2019-01-02,9:30,3,2,2.5,雨夹雪
444,20,2,2019-01-02,10:0,3,2,2.5,雨夹雪
372,21,2,2019-01-02,10:30,3,2,2.5,雨夹雪
360,22,2,2019-01-02,11:0,3,2,2.5,雨夹雪
421,23,2,2019-01-02,11:30,3,2,2.5,雨夹雪
387,24,2,2019-01-02,12:0,3,2,2.5,雨夹雪
446,25,2,2019-01-02,12:30,3,2,2.5,雨夹雪
441,26,2,2019-01-02,13:0,3,2,2.5,雨夹雪
371,27,2,2019-01-02,13:30,3,2,2.5,雨夹雪
467,28,2,2019-01-02,14:0,3,2,2.5,雨夹雪
404,29,2,2019-01-02,14:30,3,2,2.5,雨夹雪
443,30,2,2019-01-02,15:0,3,2,2.5,雨夹雪
475,31,2,2019-01-02,15:30,3,2,2.5,雨夹雪
620,32,2,2019-01-02,16:0,3,2,2.5,雨夹雪
666,33,2,2019-01-02,16:30,3,2,2.5,雨夹雪
1076,34,2,2019-01-02,17:0,3,2,2.5,雨夹雪
1778,35,2,2019-01-02,17:30,3,2,2.5,雨夹雪
1656,36,2,2019-01-02,18:0,3,2,2.5,雨夹雪
1087,37,2,2019-01-02,18:30,3,2,2.5,雨夹雪
791,38,2,2019-01-02,19:0,3,2,2.5,雨夹雪
544,39,2,2019-01-02,19:30,3,2,2.5,雨夹雪
478,40,2,2019-01-02,20:0,3,2,2.5,雨夹雪
463,41,2,2019-01-02,20:30,3,2,2.5,雨夹雪
406,42,2,2019-01-02,21:0,3,2,2.5,雨夹雪
282,43,2,2019-01-02,21:30,3,2,2.5,雨夹雪
270,44,2,2019-01-02,22:0,3,2,2.5,雨夹雪
162,45,2,2019-01-02,22:30,3,2,2.5,雨夹雪
45,46,2,2019-01-02,23:0,3,2,2.5,雨夹雪
0,47,2,2019-01-02,23:30,3,2,2.5,雨夹雪
0,0,2,2019-01-03,0:0,5,4,4.5,雨夹雪
0,1,2,2019-01-03,0:30,5,4,4.5,雨夹雪
2,2,2,2019-01-03,1:0,5,4,4.5,雨夹雪
0,3,2,2019-01-03,1:30,5,4,4.5,雨夹雪
0,4,2,2019-01-03,2:0,5,4,4.5,雨夹雪
0,5,2,2019-01-03,2:30,5,4,4.5,雨夹雪
0,6,2,2019-01-03,3:0,5,4,4.5,雨夹雪
2,7,2,2019-01-03,3:30,5,4,4.5,雨夹雪
0,8,2,2019-01-03,4:0,5,4,4.5,雨夹雪
0,9,2,2019-01-03,4:30,5,4,4.5,雨夹雪
0,10,2,2019-01-03,5:0,5,4,4.5,雨夹雪
3,11,2,2019-01-03,5:30,5,4,4.5,雨夹雪
53,12,2,2019-01-03,6:0,5,4,4.5,雨夹雪
205,13,2,2019-01-03,6:30,5,4,4.5,雨夹雪
442,14,2,2019-01-03,7:0,5,4,4.5,雨夹雪
1031,15,2,2019-01-03,7:30,5,4,4.5,雨夹雪
2222,16,2,2019-01-03,8:0,5,4,4.5,雨夹雪
2536,17,2,2019-01-03,8:30,5,4,4.5,雨夹雪
1291,18,2,2019-01-03,9:0,5,4,4.5,雨夹雪
672,19,2,2019-01-03,9:30,5,4,4.5,雨夹雪
497,20,2,2019-01-03,10:0,5,4,4.5,雨夹雪
392,21,2,2019-01-03,10:30,5,4,4.5,雨夹雪
382,22,2,2019-01-03,11:0,5,4,4.5,雨夹雪
403,23,2,2019-01-03,11:30,5,4,4.5,雨夹雪
382,24,2,2019-01-03,12:0,5,4,4.5,雨夹雪
453,25,2,2019-01-03,12:30,5,4,4.5,雨夹雪
502,26,2,2019-01-03,13:0,5,4,4.5,雨夹雪
445,27,2,2019-01-03,13:30,5,4,4.5,雨夹雪
413,28,2,2019-01-03,14:0,5,4,4.5,雨夹雪
425,29,2,2019-01-03,14:30,5,4,4.5,雨夹雪
447,30,2,2019-01-03,15:0,5,4,4.5,雨夹雪
480,31,2,2019-01-03,15:30,5,4,4.5,雨夹雪
607,32,2,2019-01-03,16:0,5,4,4.5,雨夹雪
749,33,2,2019-01-03,16:30,5,4,4.5,雨夹雪
1056,34,2,2019-01-03,17:0,5,4,4.5,雨夹雪
1721,35,2,2019-01-03,17:30,5,4,4.5,雨夹雪
1666,36,2,2019-01-03,18:0,5,4,4.5,雨夹雪
1101,37,2,2019-01-03,18:30,5,4,4.5,雨夹雪
725,38,2,2019-01-03,19:0,5,4,4.5,雨夹雪
506,39,2,2019-01-03,19:30,5,4,4.5,雨夹雪
551,40,2,2019-01-03,20:0,5,4,4.5,雨夹雪
463,41,2,2019-01-03,20:30,5,4,4.5,雨夹雪
459,42,2,2019-01-03,21:0,5,4,4.5,雨夹雪
358,43,2,2019-01-03,21:30,5,4,4.5,雨夹雪
275,44,2,2019-01-03,22:0,5,4,4.5,雨夹雪
149,45,2,2019-01-03,22:30,5,4,4.5,雨夹雪
50,46,2,2019-01-03,23:0,5,4,4.5,雨夹雪
0,47,2,2019-01-03,23:30,5,4,4.5,雨夹雪
0,0,1,2019-01-04,0:0,8,5,6.5,中雨
0,1,1,2019-01-04,0:30,8,5,6.5,中雨
0,2,1,2019-01-04,1:0,8,5,6.5,中雨
0,3,1,2019-01-04,1:30,8,5,6.5,中雨
0,4,1,2019-01-04,2:0,8,5,6.5,中雨
0,5,1,2019-01-04,2:30,8,5,6.5,中雨
0,6,1,2019-01-04,3:0,8,5,6.5,中雨
0,7,1,2019-01-04,3:30,8,5,6.5,中雨
0,8,1,2019-01-04,4:0,8,5,6.5,中雨
0,9,1,2019-01-04,4:30,8,5,6.5,中雨
0,10,1,2019-01-04,5:0,8,5,6.5,中雨
4,11,1,2019-01-04,5:30,8,5,6.5,中雨
72,12,1,2019-01-04,6:0,8,5,6.5,中雨
164,13,1,2019-01-04,6:30,8,5,6.5,中雨
492,14,1,2019-01-04,7:0,8,5,6.5,中雨
1073,15,1,2019-01-04,7:30,8,5,6.5,中雨
2076,16,1,2019-01-04,8:0,8,5,6.5,中雨
2488,17,1,2019-01-04,8:30,8,5,6.5,中雨
1328,18,1,2019-01-04,9:0,8,5,6.5,中雨
672,19,1,2019-01-04,9:30,8,5,6.5,中雨
500,20,1,2019-01-04,10:0,8,5,6.5,中雨
343,21,1,2019-01-04,10:30,8,5,6.5,中雨
369,22,1,2019-01-04,11:0,8,5,6.5,中雨
390,23,1,2019-01-04,11:30,8,5,6.5,中雨
392,24,1,2019-01-04,12:0,8,5,6.5,中雨
378,25,1,2019-01-04,12:30,8,5,6.5,中雨
