Num,Minute,DateType,day,Time,maxtemperature,mintemperature,temperatur,weather
0,0,3,2019-01-01,0:0,3,1,2.0,阴
0,1,3,2019-01-01,0:30,3,1,2.0,阴
0,2,3,2019-01-01,1:0,3,1,2.0,阴
0,3,3,2019-01-01,1:30,3,1,2.0,阴
0,4,3,2019-01-01,2:0,3,1,2.0,阴
2,5,3,2019-01-01,2:30,3,1,2.0,阴
0,6,3,2019-01-01,3:0,3,1,2.0,阴
0,7,3,2019-01-01,3:30,3,1,2.0,阴
5,8,3,2019-01-01,4:0,3,1,2.0,阴
0,9,3,2019-01-01,4:30,3,1,2.0,阴
0,10,3,2019-01-01,5:0,3,1,2.0,阴
9,11,3,2019-01-01,5:30,3,1,2.0,阴
80,12,3,2019-01-01,6:0,3,1,2.0,阴
156,13,3,2019-01-01,6:30,3,1,2.0,阴
212,14,3,2019-01-01,7:0,3,1,2.0,阴
302,15,3,2019-01-01,7:30,3,1,2.0,阴
385,16,3,2019-01-01,8:0,3,1,2.0,阴
456,17,3,2019-01-01,8:30,3,1,2.0,阴
491,18,3,2019-01-01,9:0,3,1,2.0,阴
475,19,3,2019-01-01,9:30,3,1,2.0,阴
542,20,3,2019-01-01,10:0,3,1,2.0,阴
537,21,3,2019-01-01,10:30,3,1,2.0,阴
598,22,3,2019-01-01,11:0,3,1,2.0,阴
638,23,3,2019-01-01,11:30,3,1,2.0,阴
657,24,3,2019-01-01,12:0,3,1,2.0,阴
689,25,3,2019-01-01,12:30,3,1,2.0,阴
757,26,3,2019-01-01,13:0,3,1,2.0,阴
820,27,3,2019-01-01,13:30,3,1,2.0,阴
920,28,3,2019-01-01,14:0,3,1,2.0,阴
876,29,3,2019-01-01,14:30,3,1,2.0,阴
916,30,3,2019-01-01,15:0,3,1,2.0,阴
891,31,3,2019-01-01,15:30,3,1,2.0,阴
1065,32,3,2019-01-01,16:0,3,1,2.0,阴
872,33,3,2019-01-01,16:30,3,1,2.0,阴
1043,34,3,2019-01-01,17:0,3,1,2.0,阴
1054,35,3,2019-01-01,17:30,3,1,2.0,阴
943,36,3,2019-01-01,18:0,3,1,2.0,阴
866,37,3,2019-01-01,18:30,3,1,2.0,阴
818,38,3,2019-01-01,19:0,3,1,2.0,阴
715,39,3,2019-01-01,19:30,3,1,2.0,阴
783,40,3,2019-01-01,20:0,3,1,2.0,阴
685,41,3,2019-01-01,20:30,3,1,2.0,阴
647,42,3,2019-01-01,21:0,3,1,2.0,阴
590,43,3,2019-01-01,21:30,3,1,2.0,阴
543,44,3,2019-01-01,22:0,3,1,2.0,阴
451,45,3,2019-01-01,22:30,3,1,2.0,阴
214,46,3,2019-01-01,23:0,3,1,2.0,阴
78,47,3,2019-01-01,23:30,3,1,2.0,阴
3,0,2,2019-01-02,0:0,3,2,2.5,雨夹雪
0,1,2,2019-01-02,0:30,3,2,2.5,雨夹雪
10,2,2,2019-01-02,1:0,3,2,2.5,雨夹雪
8,3,2,2019-01-02,1:30,3,2,2.5,雨夹雪
0,4,2,2019-01-02,2:0,3,2,2.5,雨夹雪
4,5,2,2019-01-02,2:30,3,2,2.5,雨夹雪
4,6,2,2019-01-02,3:0,3,2,2.5,雨夹雪
2,7,2,2019-01-02,3:30,3,2,2.5,雨夹雪
3,8,2,2019-01-02,4:0,3,2,2.5,雨夹雪
0,9,2,2019-01-02,4:30,3,2,2.5,雨夹雪
0,10,2,2019-01-02,5:0,3,2,2.5,雨夹雪
20,11,2,2019-01-02,5:30,3,2,2.5,雨夹雪
144,12,2,2019-01-02,6:0,3,2,2.5,雨夹雪
312,13,2,2019-01-02,6:30,3,2,2.5,雨夹雪
852,14,2,2019-01-02,7:0,3,2,2.5,雨夹雪
1753,15,2,2019-01-02,7:30,3,2,2.5,雨夹雪
2241,16,2,2019-01-02,8:0,3,2,2.5,雨夹雪
1941,17,2,2019-01-02,8:30,3,2,2.5,雨夹雪
1615,18,2,2019-01-02,9:0,3,2,2.5,雨夹雪
835,19,2,2019-01-02,9:30,3,2,2.5,雨夹雪
504,20,2,2019-01-02,10:0,3,2,2.5,雨夹雪
536,21,2,2019-01-02,10:30,3,2,2.5,雨夹雪
434,22,2,2019-01-02,11:0,3,2,2.5,雨夹雪
522,23,2,2019-01-02,11:30,3,2,2.5,雨夹雪
526,24,2,2019-01-02,12:0,3,2,2.5,雨夹雪
620,25,2,2019-01-02,12:30,3,2,2.5,雨夹雪
498,26,2,2019-01-02,13:0,3,2,2.5,雨夹雪
514,27,2,2019-01-02,13:30,3,2,2.5,雨夹雪
522,28,2,2019-01-02,14:0,3,2,2.5,雨夹雪
499,29,2,2019-01-02,14:30,3,2,2.5,雨夹雪
558,30,2,2019-01-02,15:0,3,2,2.5,雨夹雪
541,31,2,2019-01-02,15:30,3,2,2.5,雨夹雪
586,32,2,2019-01-02,16:0,3,2,2.5,雨夹雪
674,33,2,2019-01-02,16:30,3,2,2.5,雨夹雪
1058,34,2,2019-01-02,17:0,3,2,2.5,雨夹雪
1601,35,2,2019-01-02,17:30,3,2,2.5,雨夹雪
1935,36,2,2019-01-02,18:0,3,2,2.5,雨夹雪
1533,37,2,2019-01-02,18:30,3,2,2.5,雨夹雪
1154,38,2,2019-01-02,19:0,3,2,2.5,雨夹雪
813,39,2,2019-01-02,19:30,3,2,2.5,雨夹雪
749,40,2,2019-01-02,20:0,3,2,2.5,雨夹雪
709,41,2,2019-01-02,20:30,3,2,2.5,雨夹雪
712,42,2,2019-01-02,21:0,3,2,2.5,雨夹雪
505,43,2,2019-01-02,21:30,3,2,2.5,雨夹雪
441,44,2,2019-01-02,22:0,3,2,2.5,雨夹雪
336,45,2,2019-01-02,22:30,3,2,2.5,雨夹雪
123,46,2,2019-01-02,23:0,3,2,2.5,雨夹雪
38,47,2,2019-01-02,23:30,3,2,2.5,雨夹雪
3,0,2,2019-01-03,0:0,5,4,4.5,雨夹雪
0,1,2,2019-01-03,0:30,5,4,4.5,雨夹雪
0,2,2,2019-01-03,1:0,5,4,4.5,雨夹雪
0,3,2,2019-01-03,1:30,5,4,4.5,雨夹雪
0,4,2,2019-01-03,2:0,5,4,4.5,雨夹雪
1,5,2,2019-01-03,2:30,5,4,4.5,雨夹雪
0,6,2,2019-01-03,3:0,5,4,4.5,雨夹雪
0,7,2,2019-01-03,3:30,5,4,4.5,雨夹雪
0,8,2,2019-01-03,4:0,5,4,4.5,雨夹雪
0,9,2,2019-01-03,4:30,5,4,4.5,雨夹雪
0,10,2,2019-01-03,5:0,5,4,4.5,雨夹雪
15,11,2,2019-01-03,5:30,5,4,4.5,雨夹雪
83,12,2,2019-01-03,6:0,5,4,4.5,雨夹雪
295,13,2,2019-01-03,6:30,5,4,4.5,雨夹雪
755,14,2,2019-01-03,7:0,5,4,4.5,雨夹雪
1573,15,2,2019-01-03,7:30,5,4,4.5,雨夹雪
2150,16,2,2019-01-03,8:0,5,4,4.5,雨夹雪
1950,17,2,2019-01-03,8:30,5,4,4.5,雨夹雪
1619,18,2,2019-01-03,9:0,5,4,4.5,雨夹雪
851,19,2,2019-01-03,9:30,5,4,4.5,雨夹雪
622,20,2,2019-01-03,10:0,5,4,4.5,雨夹雪
443,21,2,2019-01-03,10:30,5,4,4.5,雨夹雪
474,22,2,2019-01-03,11:0,5,4,4.5,雨夹雪
478,23,2,2019-01-03,11:30,5,4,4.5,雨夹雪
526,24,2,2019-01-03,12:0,5,4,4.5,雨夹雪
592,25,2,2019-01-03,12:30,5,4,4.5,雨夹雪
545,26,2,2019-01-03,13:0,5,4,4.5,雨夹雪
506,27,2,2019-01-03,13:30,5,4,4.5,雨夹雪
483,28,2,2019-01-03,14:0,5,4,4.5,雨夹雪
468,29,2,2019-01-03,14:30,5,4,4.5,雨夹雪
505,30,2,2019-01-03,15:0,5,4,4.5,雨夹雪
556,31,2,2019-01-03,15:30,5,4,4.5,雨夹雪
552,32,2,2019-01-03,16:0,5,4,4.5,雨夹雪
710,33,2,2019-01-03,16:30,5,4,4.5,雨夹雪
918,34,2,2019-01-03,17:0,5,4,4.5,雨夹雪
1527,35,2,2019-01-03,17:30,5,4,4.5,雨夹雪
1818,36,2,2019-01-03,18:0,5,4,4.5,雨夹雪
1469,37,2,2019-01-03,18:30,5,4,4.5,雨夹雪
1158,38,2,2019-01-03,19:0,5,4,4.5,雨夹雪
770,39,2,2019-01-03,19:30,5,4,4.5,雨夹雪
815,40,2,2019-01-03,20:0,5,4,4.5,雨夹雪
761,41,2,2019-01-03,20:30,5,4,4.5,雨夹雪
657,42,2,2019-01-03,21:0,5,4,4.5,雨夹雪
606,43,2,2019-01-03,21:30,5,4,4.5,雨夹雪
515,44,2,2019-01-03,22:0,5,4,4.5,雨夹雪
338,45,2,2019-01-03,22:30,5,4,4.5,雨夹雪
124,46,2,2019-01-03,23:0,5,4,4.5,雨夹雪
29,47,2,2019-01-03,23:30,5,4,4.5,雨夹雪
4,0,1,2019-01-04,0:0,8,5,6.5,中雨
7,1,1,2019-01-04,0:30,8,5,6.5,中雨
4,2,1,2019-01-04,1:0,8,5,6.5,中雨
0,3,1,2019-01-04,1:30,8,5,6.5,中雨
1,4,1,2019-01-04,2:0,8,5,6.5,中雨
2,5,1,2019-01-04,2:30,8,5,6.5,中雨
0,6,1,2019-01-04,3:0,8,5,6.5,中雨
0,7,1,2019-01-04,3:30,8,5,6.5,中雨
2,8,1,2019-01-04,4:0,8,5,6.5,中雨
1,9,1,2019-01-04,4:30,8,5,6.5,中雨
1,10,1,2019-01-04,5:0,8,5,6.5,中雨
12,11,1,2019-01-04,5:30,8,5,6.5,中雨
88,12,1,2019-01-04,6:0,8,5,6.5,中雨
276,13,1,2019-01-04,6:30,8,5,6.5,中雨
695,14,1,2019-01-04,7:0,8,5,6.5,中雨
1598,15,1,2019-01-04,7:30,8,5,6.5,中雨
2094,16,1,2019-01-04,8:0,8,5,6.5,中雨
2040,17,1,2019-01-04,8:30,8,5,6.5,中雨
1590,18,1,2019-01-04,9:0,8,5,6.5,中雨
875,19,1,2019-01-04,9:30,8,5,6.5,中雨
541,20,1,2019-01-04,10:0,8,5,6.5,中雨
481,21,1,2019-01-04,10:30,8,5,6.5,中雨
418,22,1,2019-01-04,11:0,8,5,6.5,中雨
425,23,1,2019-01-04,11:30,8,5,6.5,中雨
536,24,1,2019-01-04,12:0,8,5,6.5,中雨
556,25,1,2019-01-04,12:30,8,5,6.5,中雨
