Num,Minute,DateType,day,Time,maxtemperature,mintemperature,temperatur,weather
0,0,3,2019-01-01,0:0,3,1,2.0,阴
0,1,3,2019-01-01,0:30,3,1,2.0,阴
0,2,3,2019-01-01,1:0,3,1,2.0,阴
0,3,3,2019-01-01,1:30,3,1,2.0,阴
0,4,3,2019-01-01,2:0,3,1,2.0,阴
0,5,3,2019-01-01,2:30,3,1,2.0,阴
0,6,3,2019-01-01,3:0,3,1,2.0,阴
0,7,3,2019-01-01,3:30,3,1,2.0,阴
0,8,3,2019-01-01,4:0,3,1,2.0,阴
0,9,3,2019-01-01,4:30,3,1,2.0,阴
0,10,3,2019-01-01,5:0,3,1,2.0,阴
17,11,3,2019-01-01,5:30,3,1,2.0,阴
146,12,3,2019-01-01,6:0,3,1,2.0,阴
229,13,3,2019-01-01,6:30,3,1,2.0,阴
324,14,3,2019-01-01,7:0,3,1,2.0,阴
412,15,3,2019-01-01,7:30,3,1,2.0,阴
571,16,3,2019-01-01,8:0,3,1,2.0,阴
653,17,3,2019-01-01,8:30,3,1,2.0,阴
737,18,3,2019-01-01,9:0,3,1,2.0,阴
668,19,3,2019-01-01,9:30,3,1,2.0,阴
580,20,3,2019-01-01,10:0,3,1,2.0,阴
707,21,3,2019-01-01,10:30,3,1,2.0,阴
794,22,3,2019-01-01,11:0,3,1,2.0,阴
814,23,3,2019-01-01,11:30,3,1,2.0,阴
815,24,3,2019-01-01,12:0,3,1,2.0,阴
934,25,3,2019-01-01,12:30,3,1,2.0,阴
978,26,3,2019-01-01,13:0,3,1,2.0,阴
1089,27,3,2019-01-01,13:30,3,1,2.0,阴
1222,28,3,2019-01-01,14:0,3,1,2.0,阴
1186,29,3,2019-01-01,14:30,3,1,2.0,阴
1234,30,3,2019-01-01,15:0,3,1,2.0,阴
1307,31,3,2019-01-01,15:30,3,1,2.0,阴
1254,32,3,2019-01-01,16:0,3,1,2.0,阴
1512,33,3,2019-01-01,16:30,3,1,2.0,阴
1384,34,3,2019-01-01,17:0,3,1,2.0,阴
1316,35,3,2019-01-01,17:30,3,1,2.0,阴
1289,36,3,2019-01-01,18:0,3,1,2.0,阴
1108,37,3,2019-01-01,18:30,3,1,2.0,阴
1074,38,3,2019-01-01,19:0,3,1,2.0,阴
1038,39,3,2019-01-01,19:30,3,1,2.0,阴
922,40,3,2019-01-01,20:0,3,1,2.0,阴
798,41,3,2019-01-01,20:30,3,1,2.0,阴
814,42,3,2019-01-01,21:0,3,1,2.0,阴
674,43,3,2019-01-01,21:30,3,1,2.0,阴
764,44,3,2019-01-01,22:0,3,1,2.0,阴
427,45,3,2019-01-01,22:30,3,1,2.0,阴
165,46,3,2019-01-01,23:0,3,1,2.0,阴
26,47,3,2019-01-01,23:30,3,1,2.0,阴
2,0,2,2019-01-02,0:0,3,2,2.5,雨夹雪
0,1,2,2019-01-02,0:30,3,2,2.5,雨夹雪
0,2,2,2019-01-02,1:0,3,2,2.5,雨夹雪
0,3,2,2019-01-02,1:30,3,2,2.5,雨夹雪
0,4,2,2019-01-02,2:0,3,2,2.5,雨夹雪
0,5,2,2019-01-02,2:30,3,2,2.5,雨夹雪
0,6,2,2019-01-02,3:0,3,2,2.5,雨夹雪
0,7,2,2019-01-02,3:30,3,2,2.5,雨夹雪
0,8,2,2019-01-02,4:0,3,2,2.5,雨夹雪
0,9,2,2019-01-02,4:30,3,2,2.5,雨夹雪
0,10,2,2019-01-02,5:0,3,2,2.5,雨夹雪
14,11,2,2019-01-02,5:30,3,2,2.5,雨夹雪
127,12,2,2019-01-02,6:0,3,2,2.5,雨夹雪
342,13,2,2019-01-02,6:30,3,2,2.5,雨夹雪
675,14,2,2019-01-02,7:0,3,2,2.5,雨夹雪
1679,15,2,2019-01-02,7:30,3,2,2.5,雨夹雪
3401,16,2,2019-01-02,8:0,3,2,2.5,雨夹雪
3901,17,2,2019-01-02,8:30,3,2,2.5,雨夹雪
1883,18,2,2019-01-02,9:0,3,2,2.5,雨夹雪
1078,19,2,2019-01-02,9:30,3,2,2.5,雨夹雪
766,20,2,2019-01-02,10:0,3,2,2.5,雨夹雪
674,21,2,2019-01-02,10:30,3,2,2.5,雨夹雪
687,22,2,2019-01-02,11:0,3,2,2.5,雨夹雪
670,23,2,2019-01-02,11:30,3,2,2.5,雨夹雪
755,24,2,2019-01-02,12:0,3,2,2.5,雨夹雪
790,25,2,2019-01-02,12:30,3,2,2.5,雨夹雪
801,26,2,2019-01-02,13:0,3,2,2.5,雨夹雪
852,27,2,2019-01-02,13:30,3,2,2.5,雨夹雪
761,28,2,2019-01-02,14:0,3,2,2.5,雨夹雪
799,29,2,2019-01-02,14:30,3,2,2.5,雨夹雪
848,30,2,2019-01-02,15:0,3,2,2.5,雨夹雪
966,31,2,2019-01-02,15:30,3,2,2.5,雨夹雪
872,32,2,2019-01-02,16:0,3,2,2.5,雨夹雪
1036,33,2,2019-01-02,16:30,3,2,2.5,雨夹雪
1735,34,2,2019-01-02,17:0,3,2,2.5,雨夹雪
2734,35,2,2019-01-02,17:30,3,2,2.5,雨夹雪
2886,36,2,2019-01-02,18:0,3,2,2.5,雨夹雪
2045,37,2,2019-01-02,18:30,3,2,2.5,雨夹雪
1421,38,2,2019-01-02,19:0,3,2,2.5,雨夹雪
1079,39,2,2019-01-02,19:30,3,2,2.5,雨夹雪
1084,40,2,2019-01-02,20:0,3,2,2.5,雨夹雪
953,41,2,2019-01-02,20:30,3,2,2.5,雨夹雪
856,42,2,2019-01-02,21:0,3,2,2.5,雨夹雪
823,43,2,2019-01-02,21:30,3,2,2.5,雨夹雪
640,44,2,2019-01-02,22:0,3,2,2.5,雨夹雪
335,45,2,2019-01-02,22:30,3,2,2.5,雨夹雪
132,46,2,2019-01-02,23:0,3,2,2.5,雨夹雪
11,47,2,2019-01-02,23:30,3,2,2.5,雨夹雪
0,0,2,2019-01-03,0:0,5,4,4.5,雨夹雪
0,1,2,2019-01-03,0:30,5,4,4.5,雨夹雪
0,2,2,2019-01-03,1:0,5,4,4.5,雨夹雪
0,3,2,2019-01-03,1:30,5,4,4.5,雨夹雪
0,4,2,2019-01-03,2:0,5,4,4.5,雨夹雪
0,5,2,2019-01-03,2:30,5,4,4.5,雨夹雪
0,6,2,2019-01-03,3:0,5,4,4.5,雨夹雪
0,7,2,2019-01-03,3:30,5,4,4.5,雨夹雪
0,8,2,2019-01-03,4:0,5,4,4.5,雨夹雪
0,9,2,2019-01-03,4:30,5,4,4.5,雨夹雪
0,10,2,2019-01-03,5:0,5,4,4.5,雨夹雪
14,11,2,2019-01-03,5:30,5,4,4.5,雨夹雪
95,12,2,2019-01-03,6:0,5,4,4.5,雨夹雪
375,13,2,2019-01-03,6:30,5,4,4.5,雨夹雪
656,14,2,2019-01-03,7:0,5,4,4.5,雨夹雪
1547,15,2,2019-01-03,7:30,5,4,4.5,雨夹雪
3321,16,2,2019-01-03,8:0,5,4,4.5,雨夹雪
4040,17,2,2019-01-03,8:30,5,4,4.5,雨夹雪
2095,18,2,2019-01-03,9:0,5,4,4.5,雨夹雪
1191,19,2,2019-01-03,9:30,5,4,4.5,雨夹雪
809,20,2,2019-01-03,10:0,5,4,4.5,雨夹雪
748,21,2,2019-01-03,10:30,5,4,4.5,雨夹雪
729,22,2,2019-01-03,11:0,5,4,4.5,雨夹雪
787,23,2,2019-01-03,11:30,5,4,4.5,雨夹雪
934,24,2,2019-01-03,12:0,5,4,4.5,雨夹雪
1052,25,2,2019-01-03,12:30,5,4,4.5,雨夹雪
990,26,2,2019-01-03,13:0,5,4,4.5,雨夹雪
824,27,2,2019-01-03,13:30,5,4,4.5,雨夹雪
756,28,2,2019-01-03,14:0,5,4,4.5,雨夹雪
763,29,2,2019-01-03,14:30,5,4,4.5,雨夹雪
745,30,2,2019-01-03,15:0,5,4,4.5,雨夹雪
840,31,2,2019-01-03,15:30,5,4,4.5,雨夹雪
915,32,2,2019-01-03,16:0,5,4,4.5,雨夹雪
1122,33,2,2019-01-03,16:30,5,4,4.5,雨夹雪
1759,34,2,2019-01-03,17:0,5,4,4.5,雨夹雪
2558,35,2,2019-01-03,17:30,5,4,4.5,雨夹雪
2713,36,2,2019-01-03,18:0,5,4,4.5,雨夹雪
1929,37,2,2019-01-03,18:30,5,4,4.5,雨夹雪
1366,38,2,2019-01-03,19:0,5,4,4.5,雨夹雪
1153,39,2,2019-01-03,19:30,5,4,4.5,雨夹雪
1122,40,2,2019-01-03,20:0,5,4,4.5,雨夹雪
1095,41,2,2019-01-03,20:30,5,4,4.5,雨夹雪
970,42,2,2019-01-03,21:0,5,4,4.5,雨夹雪
821,43,2,2019-01-03,21:30,5,4,4.5,雨夹雪
718,44,2,2019-01-03,22:0,5,4,4.5,雨夹雪
398,45,2,2019-01-03,22:30,5,4,4.5,雨夹雪
145,46,2,2019-01-03,23:0,5,4,4.5,雨夹雪
6,47,2,2019-01-03,23:30,5,4,4.5,雨夹雪
0,0,1,2019-01-04,0:0,8,5,6.5,中雨
0,1,1,2019-01-04,0:30,8,5,6.5,中雨
0,2,1,2019-01-04,1:0,8,5,6.5,中雨
0,3,1,2019-01-04,1:30,8,5,6.5,中雨
0,4,1,2019-01-04,2:0,8,5,6.5,中雨
0,5,1,2019-01-04,2:30,8,5,6.5,中雨
0,6,1,2019-01-04,3:0,8,5,6.5,中雨
0,7,1,2019-01-04,3:30,8,5,6.5,中雨
0,8,1,2019-01-04,4:0,8,5,6.5,中雨
0,9,1,2019-01-04,4:30,8,5,6.5,中雨
0,10,1,2019-01-04,5:0,8,5,6.5,中雨
13,11,1,2019-01-04,5:30,8,5,6.5,中雨
93,12,1,2019-01-04,6:0,8,5,6.5,中雨
272,13,1,2019-01-04,6:30,8,5,6.5,中雨
618,14,1,2019-01-04,7:0,8,5,6.5,中雨
1631,15,1,2019-01-04,7:30,8,5,6.5,中雨
3391,16,1,2019-01-04,8:0,8,5,6.5,中雨
3946,17,1,2019-01-04,8:30,8,5,6.5,中雨
2040,18,1,2019-01-04,9:0,8,5,6.5,中雨
1211,19,1,2019-01-04,9:30,8,5,6.5,中雨
792,20,1,2019-01-04,10:0,8,5,6.5,中雨
782,21,1,2019-01-04,10:30,8,5,6.5,中雨
685,22,1,2019-01-04,11:0,8,5,6.5,中雨
817,23,1,2019-01-04,11:30,8,5,6.5,中雨
847,24,1,2019-01-04,12:0,8,5,6.5,中雨
