UserID,HomeLine,HomeStation,WorkLine,WorkStation
00009924017d34d60f7df74855fe02c5,1,Sta162,,
0001a9cfb6e4dfb4aed3050ff8e5231e,1,Sta86,1,Sta107
0006366a03e947e45df7082b8546afb7,1,Sta70,1,Sta20
0009ada42a1fa9771a14be4364f664df,1,Sta56,1,Sta157
000a2e65e151aeb7b0f1150b7b5414db,,,,
000d5ee5c2a5b5543e41de54651fbc14,1,Sta56,5,Sta69
0027302dde129f3206394f81869348ed,1,Sta148,1,Sta23
002dc986f43f970345697e4c0bb84ecb,1,Sta55,1,Sta99
002edc6e311ca075843238b4f20a1b2c,3,Sta126,,
00309155be88b5ae004e02a56dce5311,1,Sta74,1,Sta108
00339556522adce5897cf9471bc815c0,1,Sta63,1,Sta111
003b4cd5ecadb66f13f9ef6778b5153f,1,Sta23,1,Sta152
003ff9cd976b78f0c9c0b8b8ecbac872,2,Sta68,1,Sta118
004aff0a3588f925341f8159e06859c5,,,1,Sta49
005350c55373e74c388b42fbf2e41242,1,Sta74,,
005a99f2f65da2e17ade1978ed96ea89,1,Sta23,,
005bf7cc10638e90557ccedd72fab34c,1,Sta115,3,Sta40
006791adb90e58332adc940dc2c942d3,3,Sta131,3,Sta126
006c62681cfd3bb5c3d04a63dd6febc2,3,Sta142,,
006f60ef09780e2127d1054035df0aef,1,Sta137,1,Sta46
00703160fa835318a01f6e218744b18b,1,Sta159,,
00730ef37cc01ad6dd0bdbf140324e0e,1,Sta118,1,Sta17
0078de83bfa04fa2075267fe113b3e60,5,Sta16,3,Sta138
008a339c2e54e267642355cefc50c85a,,,,
0098f89febf3db791581aa0f4f212bb3,1,Sta70,1,Sta20
00998dfd86253329c096046b12490025,3,Sta141,3,Sta138
00bc2ee1efe44df11c1f6ffbad1c52b0,3,Sta131,,
00c622971bb2e2cc5df5618662bc8457,3,Sta67,1,Sta90
00e002300138c71d6d2c735fe22ae8f3,2,Sta76,2,Sta78
00e400e7e8b9227c57bb83f4fdad68d5,3,Sta22,3,Sta40
00e91cd40c2cede3d59a2452be70baf5,2,Sta47,1,Sta86
00ec7c856f7efa2919b4a8354a53058e,1,Sta93,,
00f2520b4206576cb9e939a8e99f0728,2,Sta48,2,Sta9
00f2eeccab37e9dd4b20140cf0c274e3,3,Sta161,,
00f797b965993a53fb09de236307e8a2,2,Sta127,3,Sta153
01023bd6b99189fd72845a66c554eaba,1,Sta65,1,Sta34
010db38d4dad607a8a8f9d88fd2ccfbd,3,Sta67,3,Sta141
0116b10dbd31d2c8ad28f19d695944f9,1,Sta89,1,Sta20
0120bcc1bcd4435759124f395452317f,1,Sta56,1,Sta20
0123a87481e969638e7e78e3983bbec8,1,Sta108,,
0136534c3ba1a2c02d61ec12a7cafb0f,1,Sta89,2,Sta129
013fc6a8267495869a54db1b590e556b,1,Sta108,3,Sta126
01419c3de5ee8530f6b07adc41c78f6b,3,Sta126,1,Sta120
01452c0c0c8bae9e5c43f8dd3dd9f726,3,Sta39,3,Sta141
0147204cec17401c6a4169876b321940,3,Sta126,5,Sta69
01516dc6216b359c1e80e8fc6f4acae8,1,Sta25,3,Sta40
01595c51461452656374a627a081ba08,1,Sta20,1,Sta115
015b27eac8a050fda397472004361960,3,Sta119,1,Sta46
01871316fcbf95cfe73ceebd71e1bada,1,Sta103,1,Sta87
019cd3d3cefad5f5b149c3566c6265b9,1,Sta65,1,Sta159
01a2df8e242bdc6ead8011f9d7471391,1,Sta135,1,Sta20
01a6b0a44f9fb40b755b8a8a63daab15,1,Sta74,1,Sta89
01afd60c5a0b531d7a821bd674e0e0d0,1,Sta157,3,Sta44
01b908da7843b0b65c9b5181c0f6f151,2,Sta129,2,Sta18
01bae5bd75d16d5b230ad470843d3e6a,1,Sta28,1,Sta124
01bb1ca7dde48ccd25d59b0dedd6a963,2,Sta127,3,Sta67
01c9208ca86345960f517581220da1ed,1,Sta162,,
01caa06200854b170e54abe0aaaed15c,1,Sta146,1,Sta46
01d04c233649e225d2307cabbe288bb0,1,Sta63,3,Sta142
01dd075abc89bf0c1020ab297b854db5,1,Sta146,,
01e2cfca597ccf5371e54a6eabea55cf,2,Sta47,,
01e2f6f142ca4ab1060f998ce0a89eab,1,Sta149,1,Sta89
01f54ef3b28df24a0bd027274d89e874,1,Sta160,,
01fb5ac3df4766be304f9966752b6c77,1,Sta89,3,Sta142
01fbf531d2fa04e7d97444fe820ceb0f,3,Sta126,,
02032eb9118b98230462eb961e9de6c7,3,Sta133,3,Sta30
0207ec9882305cb0141a914bc23ae026,,,,
020e4072f9a3da443bb1f017151b5e29,2,Sta127,1,Sta25
0219d3b7cefbf89e4a2bfd0dad729bad,1,Sta122,,
022482192f01c2fc2b11449f985cc159,1,Sta63,2,Sta123
0234b5fb67299688143bd9c746cbe285,1,Sta160,1,Sta88
023b65a4a517c0e0b47cfdbbc3575d46,,,,
023f4aa0b1994e05be4c6f598596ef33,1,Sta64,3,Sta67
023fa23b08937435989bf57dc9b06eea,3,Sta100,3,Sta147
024a79880e0c35d57762d3bbe0b16fb7,1,Sta114,3,Sta125
024cd6b1512e962b5039585e2ea361ba,1,Sta107,,
0254027fdbc7e9eb874f88ad57010ddb,1,Sta64,3,Sta100
02556b1ae723b059637a73396ff81d93,1,Sta115,1,Sta120
026ec9b45d3d4bdc5297231d32c0f5dc,1,Sta154,1,Sta108
0274b5150ece8d13da1f05377c9cd8fb,3,Sta113,,
0278033333515a8ce8de610b0b60385d,1,Sta80,1,Sta1
027ad094676c1611db7e6ffe9a8504b5,3,Sta138,1,Sta115
028bf939a82ac8a21e86af22d2cb0459,,,,
0298358906625d046a9faa553121906f,4,Sta165,,
02ab732e2892c9e6ea9cc4c0da7ef527,1,Sta7,1,Sta114
02ac2bb32c740362ba6f50a088146f01,1,Sta17,1,Sta95
02acdae8e059e202b12766488c3df311,1,Sta1,1,Sta89
02b59801ff6eed21adb0ffc66bb2227f,1,Sta108,1,Sta159
02c569d4985220f2ee1c256acec4fb15,3,Sta41,1,Sta115
02c939202d019400bbd69eb76ef7db7f,3,Sta50,1,Sta89
02d09595cd2b9b29b7e5de5ec384ed8b,,,,
02d2c16fa9f191f7f1437f1e9db4cf03,1,Sta64,,
02d6260c8fdc114c9a38e00d96fad020,1,Sta95,1,Sta107
02d8be298bb91cf2b3f6650c45e616e7,1,Sta93,1,Sta4
02e9362cfdd1e94763622350a125cff2,1,Sta83,1,Sta63
02e9d94c919536421798bf23502352b8,1,Sta1,,
02f2016ca05f11f068e2e63a9b1fa8a8,1,Sta92,,
02f914406c499049e7016427bb765f7a,1,Sta108,3,Sta12
02fa8227b3c27499d65e2afb4d47edb4,3,Sta113,3,Sta21
02fffe26b8eff8f1def6f66a6d306292,2,Sta81,,
0308c75f15a5598f3fadb0d4f731f4b0,1,Sta23,1,Sta20
0309a5c3fc272c2bb21c3e1d44416b25,1,Sta122,1,Sta20
0310341b9f19032c4816cb66d38de8e9,2,Sta76,1,Sta63
03217dd42648406acb28120b7acf2bd9,2,Sta47,1,Sta46
03241ae414ed444e1c111cc6b9ce011c,1,Sta15,1,Sta128
0337af19be1b3e5717f0b7143a7b6add,2,Sta52,2,Sta9
033e022512834357afcc0c565dbf84b3,1,Sta114,1,Sta118
033f95929e41a8e8448809c62493a583,,,,
03423744d93fd954bf9c2ea26297ad38,3,Sta61,3,Sta67
034706e393fdbb8c935f26f272285003,1,Sta95,3,Sta126
034cac83f19dcceb0d46ef3c559a2d85,1,Sta63,1,Sta23
035096e6ec0aa501645fe408a8491734,2,Sta81,2,Sta127
0355f9808da3d4a60aaab6eb25b16f46,5,Sta54,,
035857f10cdb400a1827a2479f9aa46b,1,Sta118,1,Sta26
035aba0f5335ecb4e0789c40a483fef6,3,Sta67,3,Sta44
035d1ce88aafb3888fd40639ca652e68,3,Sta138,,
0366ffcb838b9053d5c770f4f8b8df9e,2,Sta129,,
036cbba455994785cf9256986531d09b,1,Sta31,,
0371917588ce0156f73da275753668fc,3,Sta42,3,Sta158
037fd5e56ef6bedca4d7dbd4e9fef96d,1,Sta137,,
03882fab7c532710d03418cb1b7cd9b2,2,Sta129,1,Sta114
038eb7b31fe0a1114f038451da6d98d6,1,Sta56,1,Sta20
039c3fe570261d07521701f3e3e2d7ce,1,Sta146,1,Sta46
03addda617b6e8236a5b9a011c5f5261,1,Sta89,1,Sta17
03afd9cd17910652929d84af29df8ced,5,Sta54,5,Sta69
03b0ba742234a919efe0af31d6a1debd,1,Sta28,1,Sta99
03b5ce4213569be636836e03bf55b459,2,Sta151,3,Sta141
03be8a6135237fca91ea4d897cde7bee,1,Sta25,3,Sta40
03c57870263ac4bb9a7acb6537bb19ac,3,Sta126,,
03c754ba4efeac7346b79e2497fd23ea,1,Sta162,1,Sta86
03ce4e4f7d01934ed3c804cee3e305fb,3,Sta141,1,Sta86
03d7749d37703eddcb7585d4454d5a42,2,Sta52,1,Sta108
03da1b05d6dc719a42ad77df1714f714,1,Sta122,1,Sta20
03e0945d4480f3966b1369d819f0d545,3,Sta22,3,Sta126
03e8ddf5b0ae58decef21c049e5339ba,3,Sta121,,
03f43a937eedc6999f6fbbae35763f76,3,Sta143,3,Sta30
04003a289875160d46e29fda53e8f00c,1,Sta107,,
0400f298cd56f8883e4e1b50e047da50,2,Sta129,,
0400f6c6c2759da40859214bbdc4eb0c,1,Sta130,1,Sta63
04070acc570fe9b879ad1d5f98e0e5ea,3,Sta42,,
0412ae8d700940f618be6cf30cb1b807,1,Sta80,2,Sta47
041c5d18b8acaa7cad902304e9220a24,3,Sta12,3,Sta126
041fb627702f4550c0daac20c280a5e4,1,Sta108,1,Sta20
04217500b6c1bd6610a24dcdec172047,1,Sta136,,
0430ca9552d921804e933b79f7c95e3e,1,Sta154,1,Sta34
043d6f5e416d8de8ae676f517a0d771a,3,Sta126,,
043eaeb355029a636eb6749d6f9338c5,2,Sta76,2,Sta127
044c28b9f230ec22d9cd901998684473,1,Sta93,1,Sta115
0452ee094a827589bc2ada4b0416e1f4,1,Sta92,2,Sta129
04535a9594f4d7a1d7d13ca70d1719e1,1,Sta89,1,Sta75
0453f30b8e9fa229d0c81e6e3f6ba7d1,1,Sta34,1,Sta74
0455ce743156f63515615d2cdc213cee,1,Sta130,1,Sta107
0457a1d418919aedc96cf19d4f14b2f9,1,Sta160,1,Sta94
0457a662f899bc1b4e084b399c49a76e,,,,
045b1cf1d9c37f375efb60de2f88e0b7,1,Sta32,1,Sta122
045b4c706a8f3d5155f6f776893da8d8,1,Sta108,1,Sta162
04629deae26777df50aab9447953fed9,3,Sta40,,
0464df8f9347a0050c22f2ab9fa09eed,4,Sta59,2,Sta127
04683aa67347a38fbe0fe988371a0be1,1,Sta49,,
0469eb751ea0d0e94c3ebc4a4c4ad1d2,3,Sta42,1,Sta87
046c97ba9a151386aca0ef88dc3e33b6,4,Sta84,1,Sta90
0475736f57a19b563e486b7a9cde7d09,1,Sta34,,
04863954e46ae30f115f7fb773c35153,2,Sta47,1,Sta83
04867e61798ff03192d1d89c9a0f3ea7,1,Sta23,1,Sta63
04949932e2252f9556e611b7c257a45d,1,Sta82,1,Sta162
049b00e87d949c8da4bd62a8c51f5675,1,Sta85,,
049ef6999db6a7ecfd88d32f9f02136c,3,Sta131,3,Sta40
049f0cdaa5113322c4bedf6c55d33dad,1,Sta157,1,Sta164
04a4324c0cc36f521171f518cf89818d,1,Sta108,,
04a564ed6f053eabb1235a1ed6cf84fd,5,Sta54,5,Sta69
04aa5098ebd017daa6f9a8994269ffd0,3,Sta113,3,Sta42
04b52d4fb7d4d801878e00d1829af816,4,Sta84,,
04c2b9640d6ccced9f43a7eab243252d,1,Sta115,1,Sta86
04c3a286b4925607d49274c2b5811c3b,,,,
04c3c3966e2885c5e98d2efe27f6c34d,1,Sta136,5,Sta37
04c6be0d01c90c7b8c7d22d963ef971e,3,Sta67,3,Sta138
04ca4c31c06a8252a2349f6857d774ad,1,Sta89,3,Sta30
04d07f7306c6d0d42be6afdfbe7d291a,1,Sta108,1,Sta159
04d818048bf27213cfd58fbe725dc0c5,,,3,Sta125
04e96997c6fc778e608b987a5af1ce2e,2,Sta68,,
04eac23f5c37053c55c090a3309d8919,2,Sta76,1,Sta64
050282bf45c7eb9fd76e1b85f5ab2caa,3,Sta40,1,Sta108
050469abe890f14ba7e24186a387f48c,3,Sta61,3,Sta143
050cb9661f39fd89c67c48086aec578b,2,Sta48,2,Sta47
050f63bac80a6f536a2f91d0a03277f5,1,Sta162,,
0511f0b251dbb47c1e1d3865d16181c6,1,Sta49,3,Sta67
051477433fffbd34a3daa9585545cc9f,2,Sta123,1,Sta134
052917802207b46d81bba397391825d5,1,Sta63,1,Sta146
0530f8c70270b95dc2cca1de3ec555b4,3,Sta22,1,Sta20
0532014e2eae2eef2ef27d3d016e7038,3,Sta121,1,Sta8
0544e2395dcf364e2949f72a1922661e,,,,
054fdf23c78283a2636699a651b4d6fb,1,Sta149,,
056151b85a3866cdd3d7e967ed23cdf1,1,Sta162,1,Sta20
056a43ddee1e6705091856d3d87038a2,2,Sta76,3,Sta142
056e2b98a36061a4de68bde9afd25eec,3,Sta126,,
05759200e03c17075c81ab7720756be1,4,Sta84,3,Sta142
057663ee9de03d59f4699958ed3d5985,1,Sta64,1,Sta86
057ff0378a17c5e0c7281250a081442b,1,Sta32,1,Sta86
059469a828a8ce618d7e6789684d7c95,3,Sta121,3,Sta141
059ff65df494962aa8b2f4d3333efa55,1,Sta32,,
05b6cea799233e5e4bef41a6690f672f,3,Sta30,,
05c1711b28fa8008127d7362a0874278,1,Sta122,3,Sta126
05ca93ea04d30c461f6401744687f8e2,2,Sta129,,
05cb8d95d9fc8965ed51188d5e66f87c,1,Sta32,1,Sta168
05cfb6a43c83671a11050c231989ff86,1,Sta114,1,Sta20
05f1027e127aa6b7d8192f5a0d778098,1,Sta64,1,Sta49
05f76cf66ec0f719d3fc74bec9b57533,3,Sta126,2,Sta47
05fec6269ec89b0a5752a072d9e62e36,1,Sta162,,
05ffc5244437bcff346e7703acb4611c,1,Sta106,1,Sta89
0600257fe028d11660321f8d320b5dd7,1,Sta118,1,Sta20
06015f8d3b8133cd1de633097650804c,2,Sta48,,
0609fbf3f8821a360a6f452aece0be4a,3,Sta109,3,Sta44
0614ecdd6b427b5d0b2a8c8e670bd9c1,3,Sta126,2,Sta9
0618b8d80bb45d93d83a4a861923c14e,1,Sta32,,
061b0a95b4aa158ab45f43d9e4c5b773,1,Sta118,1,Sta162
062659383adb7da141eb5870430f2c79,5,Sta69,5,Sta37
0635e8de94231fdf71267a990ec59e8d,2,Sta79,2,Sta47
063690b7dcdf6808dd6a15bd85e98b2f,1,Sta160,1,Sta63
064056ccfae2f6460992546fe27b85f0,1,Sta159,,
064062e9d7c7743b146bdb9edaebad8e,1,Sta23,3,Sta126
06465ebd113cefd0817119a0adc11f35,3,Sta119,1,Sta162
064c944818787dafa2c294d27d8dcc1a,1,Sta122,1,Sta20
0653c10afa9d4d34778515b0e4d7a726,1,Sta83,2,Sta81
065adf430b331f82340a27cbb153e81a,1,Sta80,1,Sta89
0661f17a2c69203a1a8dc83212bf0765,2,Sta129,2,Sta81
06691afc901188e6c9512883acb4df9c,2,Sta81,1,Sta34
0674c3a2c553851869886526aed0dfc5,3,Sta126,3,Sta67
06762f1a3b32ccb4d93231c4c67453c2,1,Sta160,1,Sta75
067a293a1f9c4054b17ffe04037ffac9,1,Sta28,3,Sta126
067e166a73201e60097379d8eba2ddd1,1,Sta83,1,Sta63
0680e767744ab29d759f825bffe92362,1,Sta56,1,Sta83
0683003b795b7486fddcf60f7d6fa897,1,Sta99,,
0685c132c88fbbc62a2554a1c913511b,1,Sta95,,
0689189cb249b7e17a843f1483ba71ad,,,,
068aefd1dd971fae0ce91f898562e117,3,Sta100,1,Sta118
06aceb26dc48d2442f3c3dc2ff71088f,1,Sta154,,
06ae937e2486789ac21b380c885f7e4b,1,Sta108,,
06aea44beaf499e8b80394413f5a7ab2,1,Sta106,1,Sta64
06b73251abd6e3415f4055ed33b78664,1,Sta168,,
06bef7e039dd9cfa014ebb08ce6a1e69,1,Sta55,1,Sta63
06c1dd965b4d5d2d1bf19570cac1fe82,1,Sta118,5,Sta69
06c239539d292900dfdb704419c361e3,1,Sta55,1,Sta20
06c379609f925e21d2b38f210f417f89,1,Sta83,,
06cd9c42ad374a12c5c4ac4dbf8129d0,1,Sta28,1,Sta20
06cece5d292f37e98a8a515f4f00d185,5,Sta54,1,Sta86
06ceea0895b0ecb0c9d48ff0a3ce42ec,1,Sta107,3,Sta40
06d1cf0dc4d068ab3188e96f53d3a8f0,3,Sta119,3,Sta21
06d2c50cab3780f00d92ff51d4ac8ff2,,,,
06e3965ad76a57d104505e2bc8b8d11b,1,Sta49,1,Sta154
06e784fadc5121c8525a0aa7b5b34c7a,,,,
06edbab46eac0d2c6cb55e7da731ffb6,1,Sta1,1,Sta130
06f3632d7820494ca05d4639c40200e9,1,Sta135,,
06f3d1a867a73800d8af28e2660b47dd,1,Sta108,,
06f4ea1ed41163e1faf116e00e09b432,1,Sta32,1,Sta72
06f58a987e25db22540c1ae88716099a,2,Sta78,3,Sta126
070473f98db1886ab2575789d507acf5,2,Sta127,3,Sta30
071d1a1754648f1789fa80d018f270aa,1,Sta87,1,Sta157
0729cde88337e121f925a25cbf9568fe,1,Sta26,,
072ec1abe5bda19bab296cfe55505a8d,1,Sta28,1,Sta36
07364f33e46544965494e15c3b2105ff,1,Sta32,1,Sta86
073b8915fe8fe7bf063c4d54f5b896ca,1,Sta56,1,Sta160
074328d799a1c840a02726d9b5e5ffcd,5,Sta54,,
07508862f077c13aefd21909c62f9190,1,Sta55,1,Sta115
075231d8cf11c6a6452f376ccabc7c00,,,1,Sta20
07553382b009229eff488bc04b9a0b42,1,Sta89,1,Sta90
0764d0bedae3857cbd32b8428275aefb,2,Sta81,2,Sta68
076b109e1ef9fc29e4557e9a07653499,2,Sta105,2,Sta79
0779103e5c727840cff232e893515c07,,,1,Sta17
077da06736c92bb177e7a8977174bfdd,1,Sta28,3,Sta126
0785ad561fb8b549774611500c95536f,1,Sta97,1,Sta64
07894a2d1c8401fede645f0a7404f039,,,,
07897752bb54f181226ba8c7a96f72af,1,Sta162,,
0790307d067cc8b5d1eaae82b4c1cfb9,1,Sta99,3,Sta30
07945f325a9481b4d1a52fead4c8325c,1,Sta168,3,Sta142
07a6d91e537604f94a4f911a720d7515,1,Sta74,1,Sta89
07b12e4e573c8e5e34aed517557f9901,1,Sta162,,
07b80835db2d1883a2da957cfe55fe19,,,3,Sta126
07beca8978770ef26ccbc5195e7219d0,1,Sta115,,
07c063e3a75252cecf9094b16bf9b7c1,1,Sta20,1,Sta118
07c168b7c365a7267d1ce54501f6cbf7,1,Sta89,1,Sta107
07c3284fb35b088b9f68923381f82db5,2,Sta139,2,Sta68
07c5bb9a529a8f919cc2f2c313cf1d7c,,,,
07c9d151d634a4f8314186feb4cf6f94,,,1,Sta136
07d0e1e266cf672e25dcde8396d9ffa0,2,Sta47,,
07d4807174e4d8d12da36567d8ffaf63,1,Sta122,1,Sta28
07d4b334f33864b72343177b783bfcf8,3,Sta161,3,Sta67
07d70f2f258c046437fe15cb705fe6f1,5,Sta16,,
07e7cdb84300b20a02b9b0af57722be2,5,Sta132,3,Sta126
07e935a6c22b673fb38adf2127806291,1,Sta162,,
07f1b5e2fd88a8a8d5db4f83da6c5098,1,Sta72,1,Sta55
07f42651818ab4e6d2b25304caafe4fc,1,Sta108,,
07f445b8e417fc92af328c60d4871199,4,Sta59,1,Sta136
07f90ad05fed86cc5f26c744090116cf,,,,
07ff408b98aa43ade0b08214144f7c7c,5,Sta54,5,Sta37
0800830b4a24fe8963403801f71b857e,2,Sta81,,
0806475345b216c1a24738cc834fe5af,1,Sta154,1,Sta107
0808666ba72abc2dfb9bc3f36916a510,3,Sta100,,
080a0edc6a9fadf0a79017150c7bb23e,1,Sta56,5,Sta69
080f287a0d315df52e361f7311a8f0d8,1,Sta95,3,Sta126
08165bbe795dfa439d0b38121c1f36ea,5,Sta132,1,Sta20
081c6cfb79abffeb7f476a6815a7666e,1,Sta73,1,Sta20
082141cb7ac814fb2ee4eb58b01516dd,1,Sta162,1,Sta4
0822e1c95207cdf35a7709ece91a1c89,1,Sta154,2,Sta81
082a9f3757ccee26b5e51f39877c96fd,3,Sta29,,
082c2176fb5c68b71a8ff7375e706bbd,1,Sta80,1,Sta107
083618ab457a23cf3953facb96b0c100,,,,
084bb9bb417656d447038ff514234b03,1,Sta83,1,Sta63
085a8c02dc54e2e9998045ca20150671,1,Sta55,2,Sta47
085e01f8d7fe4f00839677e93655d857,,,,
0866df1c517eed7550514c9cce618762,1,Sta83,1,Sta63
0888a8cdcc68f0fbe8849f98d6e5736a,3,Sta138,3,Sta30
088f56ac8253238ca613822eda954103,3,Sta100,,
