,0,1,2
1,18.74187329944107,6.127076349831303,9.450672945109352
159,12.01445135490021,5.518153426594665,4.418922719505774
108,33.643030326029944,51.334877132749675,46.049089042712396
83,23.09703620670574,7.740063561522147,9.540813520072765
107,40.67238512286312,58.008782954849174,19.47970321522745
154,25.739406116794303,3.030113253143034,7.9657356583035135
150,2.9342878472777696,0.8039215686274513,1.7899677912529908
64,12.468020985777525,4.014082271143031,10.405705489647033
89,49.69546163038517,75.9325400833092,96.2933701224721
80,17.480758540141295,2.6221159494961266,5.613146008866813
97,7.732738786239512,0.6346153846153847,5.6263952335855
110,2.822993421052628,1.5574419920769689,6.275707358754665
106,6.244039795643989,1.3485847485847435,1.7456464751085252
34,10.097159211760612,7.509263903105586,4.929587222257374
128,2.5564727825366163,0.34939759036144574,3.9352097695565105
74,15.457560121527228,10.374866647548327,9.578073067112657
149,13.007931680099738,2.445121951219511,5.104543221379085
49,29.865385124734292,5.6537401230301665,17.293010002297315
65,21.971777849199253,6.327186822416537,10.093002648223857
9,4.425980648512295,28.980431852139684,20.46461313330429
163,2.2838164251207744,4.333413781080343,2.407818636974148
53,5.0735248185390445,7.558708921001699,4.558043446957293
78,4.519101354631344,4.789591190661691,1.8639726172072122
79,7.4006332634883965,4.3889955080922265,2.4348820466103445
18,2.3166346443640657,0,0.5461752453485061
123,16.279466729669622,7.348176606102267,13.53482766912562
127,30.609827022837344,24.693584899693604,35.96539471253309
81,23.544412557527973,14.993826975570949,26.367145235768294
27,11.269280742654347,3.647786105999048,7.085711147343258
48,14.712817927515367,1.9818683826213879,5.048801511302237
151,7.2976637116343674,1.9725146198830381,4.197541617760963
68,17.24769917353918,4.1080184435447284,7.0009343177463474
52,8.33192758740109,0.5656565656565656,4.309312318046294
76,11.11543205608517,5.096175289509461,8.319453440001546
57,1.6250000000000018,0.4694835680751182,1.7702584905277052
71,0.6666666666666671,0,2.921042717267687
139,5.947358130607003,0,2.1736004022925832
24,0,0,0.5799538332005503
105,3.3523586025638066,0,0.47508915646530014
51,1.884453781512601,0,0.2788681763116573
143,9.968980651360742,0.3389830508474577,1.9496801624550841
156,5.082551486499794,1.9245912579245852,5.756298400960126
61,12.020416373850546,8.563047986877695,10.502709891827593
50,7.818435958976372,0,3.032866673611258
119,7.6757640782816665,2.757941588503269,3.5685971094265594
66,2.8285085859656687,1.8200000000000014,2.5893188923127615
12,20.493977700687182,0.9782608695652192,4.724901424287419
161,5.141360324918278,2.3457070707070637,3.0516146318401125
21,4.962021632739402,6.281822750086447,2.530297382570723
133,5.558887709284931,0.8058252427184464,2.4522854953006794
22,41.167733707576815,2.4338493656184266,4.308751016464628
138,8.650114199731766,10.991201497456517,9.168893326193661
41,19.478044274032023,9.338586616186475,14.349511484809346
30,42.54133135046427,24.39079666385014,42.812007547560064
67,34.7724943897008,49.246463760064046,22.78370839855442
144,15.38315941117936,4.547435774570457,4.431763206860903
29,21.826263151033988,7.466860855225698,11.161886619466669
126,51.95301425620975,114.50944122117431,109.58389923518715
40,25.28181613676981,52.27267043112541,39.50035212527507
131,15.005112098395266,9.29171136679259,7.889468973617939
39,17.272281180963972,7.5248388527495615,4.919278400874864
100,30.669067107805848,12.056870691131,17.94693002431714
167,20.59892676032255,3.0264341549851284,6.976779094933227
113,7.443499547599713,2.699666157925646,4.314578271015547
141,10.626754954607533,35.74812506781089,13.708087327758996
142,6.8017400953744245,24.285640985411604,16.285271796743842
158,10.70605571789101,8.942794818908512,11.105221498208772
44,7.073734355931315,7.871472526732893,9.681552798451012
117,8.094246606492415,3.240514272651116,1.982382010569713
147,3.5860697772540613,0.867346938775511,1.4898453993607723
42,29.4504740506713,4.754405097636465,11.261001558151477
35,10.43346325095773,5.9594872312407,8.356736456024413
109,4.848563598063073,2.8215895977735275,7.707982268417053
33,0,0,2.617933858628336
112,1.3499999999999999,3.6528029833461795,5.983446282435479
153,0,4.7181272013672055,1.4336190686542116
125,6.9540424425731775,2.317580286768407,3.8305778598242863
121,18.220708353895247,2.037254901960781,5.73002667386039
11,0.8227848101265816,0.9078590785907849,2.042562474953552
134,3.1313720667804623,8.820209366278624,33.8749876881025
59,6.462477160276315,6.11097267947625,2.8996169039087447
19,1.5274725274725245,0.5322580645161287,1.7708453941875106
62,0,0,0.8954531290540328
165,1.4815686274509798,0.9739461358313832,1.1883137371746628
58,0.6363636363636359,0,0.12432739709835237
38,0.7540983606557382,0.709302325581396,0.821959326910096
43,3.670862817171517,3.388602723660016,4.793401182970507
10,1.1455250811981215,0.49000000000000027,0.9906984946069407
96,11.180598094990222,0,2.038513954223487
132,16.873690015222365,9.146033645362095,8.58003023467073
37,7.3919456469455795,14.484419471291336,9.91461444388651
16,4.563547191701151,1.6883783783783792,4.774972297837185
69,1.7378246753246738,44.104833275965,10.547521538277104
54,39.657323593043415,9.28193439971417,12.885014282319105
120,15.709434939164701,8.43708539560131,7.956502181895211
130,22.785620374698087,4.187345722797562,6.545488357373501
146,36.237975326559685,5.986304410804519,13.407330736724393
25,15.367640627956423,11.908923819420304,8.828328801604988
3,0.9788732394366186,0,4.615155414403286
46,2.0269965328788784,25.215237827239008,8.903340492655975
86,4.451650429225416,52.46742059619811,11.727090750421304
15,14.579674881897661,10.482846187028905,12.677960967306603
162,47.53851673783113,14.349781502611837,18.678298291276516
118,59.493303137488,13.09630997100143,16.328896195951668
20,3.3073133859762733,150.82433588749413,16.604330872596144
55,25.35254844055292,9.415256369779406,11.377860292927117
70,28.5304672681446,3.067857142857129,7.900358299158305
13,0.8750000000000008,3.253697575163881,4.426708044393268
140,2.5754583154583144,1.4209039548022602,2.6346712889801447
77,4.219102246167625,2.5344494948075456,3.559411915631432
122,31.76824321402131,6.71702351179696,6.503128832456588
36,5.894849915885827,3.2984347095423585,2.6963895997910057
166,1.2725227963525811,0.9615384615384623,3.688763608643904
99,15.702503285330424,16.022304213138828,8.52530623362844
124,6.497186724565747,0,3.4766101000606597
28,18.92117947844144,7.902065232179351,7.329597172142213
82,1.5200460829493052,3.5426023252110173,2.9299906467270334
164,0.9514563106796113,1.8525630322257485,0.5269803908062453
152,1.6312349155269577,4.021544049931213,1.3402475945623045
45,0.7000000000000004,0,0.8236981876570356
75,2.0232980972515824,1.236363636363636,3.7929196342416778
136,14.99965796660345,4.194440555340157,13.092444419980552
137,12.670941655386835,3.5045209176788132,7.709970523273356
101,7.503656013538165,4.053774746588794,3.4688842802393554
17,24.605835873174744,18.094639198478085,16.843003435297025
26,3.540648307515778,12.493646455616686,6.047190636767272
90,2.3226816478607413,36.470726408819246,11.925563052821413
95,37.49542517557144,11.876895802089756,10.064244326196137
93,11.430452196466156,2.5723739495798297,3.1185979795071006
92,16.16124263922345,0.8712871287128718,5.320518493999522
32,15.0668550954115,3.3050822139969247,4.170080012728625
91,9.400576027530509,3.9203989797545766,2.9148276524943673
157,14.377374979906763,5.246268335547828,6.613687411785111
