Num,Minute,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
292,5,3
520,6,3
529,7,3
982,8,3
1381,9,3
1977,10,3
2270,11,3
2444,12,3
2880,13,3
3057,14,3
3124,15,3
2930,16,3
2553,17,3
1861,18,3
1585,19,3
1489,20,3
971,21,3
773,22,3
201,23,3
2,0,2
0,1,2
0,2,2
0,3,2
0,4,2
12,5,2
392,6,2
1278,7,2
2894,8,2
1671,9,2
1088,10,2
926,11,2
995,12,2
1183,13,2
1193,14,2
1193,15,2
1452,16,2
2385,17,2
1918,18,2
1068,19,2
950,20,2
1010,21,2
620,22,2
80,23,2
1,0,2
5,1,2
0,2,2
0,3,2
0,4,2
12,5,2
311,6,2
1195,7,2
2898,8,2
1588,9,2
1037,10,2
974,11,2
982,12,2
1190,13,2
1066,14,2
1081,15,2
1536,16,2
2527,17,2
2064,18,2
1177,19,2
1159,20,2
1190,21,2
612,22,2
69,23,2
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
11,5,1
309,6,1
1125,7,1
2987,8,1
1486,9,1
934,10,1
808,11,1
952,12,1
1044,13,1
973,14,1
1298,15,1
1454,16,1
2626,17,1
2263,18,1
1411,19,1
1201,20,1
1391,21,1
721,22,1
157,23,1
2,0,1
0,1,1
0,2,1
0,3,1
0,4,1
9,5,1
132,6,1
511,7,1
1190,8,1
1291,9,1
1287,10,1
1416,11,1
1668,12,1
1835,13,1
1767,14,1
1929,15,1
2095,16,1
2107,17,1
1849,18,1
1297,19,1
1344,20,1
1185,21,1
834,22,1
148,23,1
0,0,1
10,1,1
0,2,1
0,3,1
0,4,1
22,5,1
128,6,1
452,7,1
1135,8,1
1377,9,1
1479,10,1
1475,11,1
1753,12,1
1804,13,1
1969,14,1
2057,15,1
1999,16,1
1998,17,1
1489,18,1
1234,19,1
1123,20,1
918,21,1
707,22,1
85,23,1
0,0,1
0,1,1
0,2,1
2,3,1
0,4,1
11,5,1
375,6,1
1218,7,1
3013,8,1
1604,9,1
980,10,1
903,11,1
915,12,1
977,13,1
1054,14,1
942,15,1
1266,16,1
2319,17,1
1972,18,1
991,19,1
858,20,1
1094,21,1
580,22,1
67,23,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
12,5,1
347,6,1
1185,7,1
2985,8,1
1632,9,1
966,10,1
892,11,1
869,12,1
1171,13,1
1055,14,1
1183,15,1
1330,16,1
2399,17,1
2037,18,1
1141,19,1
988,20,1
1207,21,1
677,22,1
96,23,1
0,0,2
0,1,2
0,2,2
0,3,2
1,4,2
16,5,2
313,6,2
1167,7,2
2918,8,2
1608,9,2
993,10,2
904,11,2
845,12,2
944,13,2
1016,14,2
1065,15,2
1205,16,2
2360,17,2
2020,18,2
1108,19,2
1056,20,2
1185,21,2
678,22,2
98,23,2
4,0,2
17,1,2
6,2,2
0,3,2
0,4,2
13,5,2
315,6,2
1164,7,2
3022,8,2
1661,9,2
1105,10,2
914,11,2
1011,12,2
1193,13,2
1245,14,2
1154,15,2
1409,16,2
2380,17,2
2151,18,2
1220,19,2
1130,20,2
1188,21,2
680,22,2
82,23,2
0,0,1
0,1,1
1,2,1
0,3,1
0,4,1
11,5,1
303,6,1
1210,7,1
3044,8,1
1690,9,1
1092,10,1
939,11,1
1052,12,1
1207,13,1
1178,14,1
1790,15,1
1503,16,1
2581,17,1
2385,18,1
1322,19,1
1272,20,1
1202,21,1
917,22,1
111,23,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
15,5,1
171,6,1
760,7,1
1110,8,1
1460,9,1
1516,10,1
1931,11,1
1781,12,1
2253,13,1
2155,14,1
2125,15,1
2247,16,1
2275,17,1
1984,18,1
1459,19,1
1700,20,1
1367,21,1
1033,22,1
149,23,1
0,0,1
2,1,1
0,2,1
0,3,1
0,4,1
12,5,1
159,6,1
746,7,1
983,8,1
1580,9,1
1553,10,1
1942,11,1
1847,12,1
2092,13,1
2273,14,1
2188,15,1
2202,16,1
2107,17,1
1582,18,1
1262,19,1
1293,20,1
1045,21,1
636,22,1
119,23,1
0,0,1
0,1,1
4,2,1
0,3,1
