Num,Minute,DateType
0,0,3
0,1,3
4,2,3
0,3,3
2,4,3
14,5,3
252,6,3
589,7,3
836,8,3
845,9,3
1044,10,3
1112,11,3
1142,12,3
1290,13,3
1545,14,3
1492,15,3
1519,16,3
1666,17,3
1626,18,3
1255,19,3
1224,20,3
1012,21,3
753,22,3
313,23,3
20,0,2
0,1,2
0,2,2
0,3,2
3,4,2
24,5,2
614,6,2
2923,7,2
3800,8,2
1463,9,2
829,10,2
797,11,2
857,12,2
841,13,2
874,14,2
914,15,2
1122,16,2
2039,17,2
2779,18,2
1566,19,2
1102,20,2
926,21,2
569,22,2
171,23,2
8,0,2
4,1,2
2,2,2
0,3,2
4,4,2
24,5,2
570,6,2
2558,7,2
3691,8,2
1461,9,2
860,10,2
729,11,2
858,12,2
752,13,2
736,14,2
852,15,2
1093,16,2
1975,17,2
2569,18,2
1506,19,2
1104,20,2
1020,21,2
552,22,2
191,23,2
3,0,1
3,1,1
2,2,1
0,3,1
2,4,1
16,5,1
480,6,1
2499,7,1
3682,8,1
1448,9,1
763,10,1
674,11,1
876,12,1
741,13,1
815,14,1
1006,15,1
1129,16,1
2140,17,1
2875,18,1
1691,19,1
1143,20,1
1036,21,1
710,22,1
277,23,1
5,0,1
6,1,1
0,2,1
0,3,1
4,4,1
13,5,1
253,6,1
947,7,1
1554,8,1
1208,9,1
964,10,1
921,11,1
1087,12,1
1235,13,1
1099,14,1
1159,15,1
1647,16,1
1538,17,1
1483,18,1
1058,19,1
879,20,1
935,21,1
650,22,1
229,23,1
4,0,1
0,1,1
0,2,1
0,3,1
3,4,1
9,5,1
209,6,1
629,7,1
1079,8,1
964,9,1
953,10,1
987,11,1
1132,12,1
1174,13,1
1235,14,1
1255,15,1
1427,16,1
1506,17,1
1326,18,1
902,19,1
982,20,1
901,21,1
610,22,1
159,23,1
0,0,1
0,1,1
0,2,1
0,3,1
6,4,1
23,5,1
585,6,1
2694,7,1
3818,8,1
1498,9,1
858,10,1
736,11,1
766,12,1
714,13,1
709,14,1
840,15,1
1007,16,1
1836,17,1
2629,18,1
1450,19,1
1086,20,1
928,21,1
565,22,1
147,23,1
2,0,1
14,1,1
0,2,1
10,3,1
3,4,1
16,5,1
522,6,1
2505,7,1
3691,8,1
1529,9,1
820,10,1
640,11,1
822,12,1
767,13,1
772,14,1
901,15,1
1077,16,1
2076,17,1
2624,18,1
1535,19,1
1167,20,1
1070,21,1
622,22,1
173,23,1
3,0,2
7,1,2
16,2,2
0,3,2
4,4,2
29,5,2
504,6,2
2566,7,2
3762,8,2
1500,9,2
754,10,2
650,11,2
809,12,2
716,13,2
776,14,2
832,15,2
1092,16,2
1947,17,2
2753,18,2
1544,19,2
1153,20,2
968,21,2
608,22,2
174,23,2
0,0,2
0,1,2
0,2,2
0,3,2
1,4,2
23,5,2
523,6,2
2525,7,2
3673,8,2
1513,9,2
819,10,2
739,11,2
847,12,2
713,13,2
709,14,2
855,15,2
1096,16,2
1986,17,2
2563,18,2
1506,19,2
1187,20,2
1053,21,2
603,22,2
195,23,2
4,0,1
0,1,1
4,2,1
0,3,1
3,4,1
13,5,1
534,6,1
2464,7,1
3710,8,1
1482,9,1
804,10,1
714,11,1
855,12,1
786,13,1
858,14,1
1446,15,1
1301,16,1
2073,17,1
2801,18,1
1744,19,1
1164,20,1
1127,21,1
823,22,1
245,23,1
0,0,1
0,1,1
2,2,1
0,3,1
3,4,1
24,5,1
285,6,1
949,7,1
1624,8,1
1238,9,1
1076,10,1
1062,11,1
1347,12,1
1369,13,1
1271,14,1
1404,15,1
1237,16,1
1585,17,1
1399,18,1
1167,19,1
1002,20,1
1018,21,1
723,22,1
274,23,1
2,0,1
2,1,1
2,2,1
0,3,1
4,4,1
23,5,1
249,6,1
753,7,1
1146,8,1
1023,9,1
1127,10,1
1118,11,1
1226,12,1
1257,13,1
1298,14,1
1283,15,1
1368,16,1
1519,17,1
1334,18,1
1162,19,1
1027,20,1
929,21,1
660,22,1
184,23,1
0,0,1
0,1,1
0,2,1
0,3,1
3,4,1
26,5,1
570,6,1
2806,7,1
3837,8,1
