Num,Minute,DateType,day,Time,maxtemperature,mintemperature,temperature,weather
0,0,3,2019-01-01,0,3,1,2.0,阴
0,1,3,2019-01-01,1,3,1,2.0,阴
0,2,3,2019-01-01,2,3,1,2.0,阴
0,3,3,2019-01-01,3,3,1,2.0,阴
0,4,3,2019-01-01,4,3,1,2.0,阴
5,5,3,2019-01-01,5,3,1,2.0,阴
67,6,3,2019-01-01,6,3,1,2.0,阴
266,7,3,2019-01-01,7,3,1,2.0,阴
821,8,3,2019-01-01,8,3,1,2.0,阴
1051,9,3,2019-01-01,9,3,1,2.0,阴
1201,10,3,2019-01-01,10,3,1,2.0,阴
1535,11,3,2019-01-01,11,3,1,2.0,阴
1706,12,3,2019-01-01,12,3,1,2.0,阴
2122,13,3,2019-01-01,13,3,1,2.0,阴
2469,14,3,2019-01-01,14,3,1,2.0,阴
2471,15,3,2019-01-01,15,3,1,2.0,阴
2260,16,3,2019-01-01,16,3,1,2.0,阴
2126,17,3,2019-01-01,17,3,1,2.0,阴
1855,18,3,2019-01-01,18,3,1,2.0,阴
1590,19,3,2019-01-01,19,3,1,2.0,阴
1695,20,3,2019-01-01,20,3,1,2.0,阴
1109,21,3,2019-01-01,21,3,1,2.0,阴
537,22,3,2019-01-01,22,3,1,2.0,阴
30,23,3,2019-01-01,23,3,1,2.0,阴
0,0,2,2019-01-02,0,3,2,2.5,雨夹雪
0,1,2,2019-01-02,1,3,2,2.5,雨夹雪
0,2,2,2019-01-02,2,3,2,2.5,雨夹雪
0,3,2,2019-01-02,3,3,2,2.5,雨夹雪
1,4,2,2019-01-02,4,3,2,2.5,雨夹雪
1,5,2,2019-01-02,5,3,2,2.5,雨夹雪
117,6,2,2019-01-02,6,3,2,2.5,雨夹雪
1007,7,2,2019-01-02,7,3,2,2.5,雨夹雪
6119,8,2,2019-01-02,8,3,2,2.5,雨夹雪
2334,9,2,2019-01-02,9,3,2,2.5,雨夹雪
1434,10,2,2019-01-02,10,3,2,2.5,雨夹雪
1292,11,2,2019-01-02,11,3,2,2.5,雨夹雪
1164,12,2,2019-01-02,12,3,2,2.5,雨夹雪
1504,13,2,2019-01-02,13,3,2,2.5,雨夹雪
1644,14,2,2019-01-02,14,3,2,2.5,雨夹雪
1443,15,2,2019-01-02,15,3,2,2.5,雨夹雪
1656,16,2,2019-01-02,16,3,2,2.5,雨夹雪
4253,17,2,2019-01-02,17,3,2,2.5,雨夹雪
3488,18,2,2019-01-02,18,3,2,2.5,雨夹雪
1584,19,2,2019-01-02,19,3,2,2.5,雨夹雪
