Num,Minute,DateType
0,0,3
0,1,3
2,2,3
0,3,3
5,4,3
9,5,3
236,6,3
514,7,3
841,8,3
966,9,3
1079,10,3
1236,11,3
1346,12,3
1577,13,3
1796,14,3
1807,15,3
1937,16,3
2097,17,3
1809,18,3
1533,19,3
1468,20,3
1237,21,3
994,22,3
292,23,3
3,0,2
18,1,2
4,2,2
6,3,2
3,4,2
20,5,2
456,6,2
2605,7,2
4182,8,2
2450,9,2
1040,10,2
956,11,2
1146,12,2
1012,13,2
1021,14,2
1099,15,2
1260,16,2
2659,17,2
3468,18,2
1967,19,2
1458,20,2
1217,21,2
777,22,2
161,23,2
3,0,2
0,1,2
1,2,2
0,3,2
0,4,2
15,5,2
378,6,2
2328,7,2
4100,8,2
2470,9,2
1065,10,2
952,11,2
1118,12,2
1051,13,2
951,14,2
1061,15,2
1262,16,2
2445,17,2
3287,18,2
1928,19,2
1576,20,2
1263,21,2
853,22,2
153,23,2
11,0,1
4,1,1
3,2,1
0,3,1
3,4,1
13,5,1
364,6,1
2293,7,1
4134,8,1
2465,9,1
1022,10,1
843,11,1
1092,12,1
1120,13,1
1028,14,1
1289,15,1
1530,16,1
2733,17,1
3744,18,1
2250,19,1
1864,20,1
1694,21,1
970,22,1
241,23,1
0,0,1
9,1,1
3,2,1
0,3,1
0,4,1
11,5,1
223,6,1
802,7,1
1847,8,1
1589,9,1
1387,10,1
1306,11,1
1657,12,1
1636,13,1
1594,14,1
1786,15,1
1907,16,1
2222,17,1
2320,18,1
1387,19,1
1457,20,1
1344,21,1
865,22,1
220,23,1
0,0,1
0,1,1
2,2,1
0,3,1
2,4,1
7,5,1
176,6,1
632,7,1
1240,8,1
1116,9,1
1237,10,1
1206,11,1
1534,12,1
1554,13,1
1671,14,1
1588,15,1
1681,16,1
1946,17,1
1807,18,1
1329,19,1
1350,20,1
1228,21,1
741,22,1
147,23,1
5,0,1
3,1,1
7,2,1
6,3,1
1,4,1
21,5,1
381,6,1
2606,7,1
4210,8,1
2502,9,1
1072,10,1
920,11,1
1063,12,1
1082,13,1
987,14,1
987,15,1
1189,16,1
2350,17,1
3479,18,1
1945,19,1
1533,20,1
1243,21,1
778,22,1
143,23,1
12,0,1
0,1,1
2,2,1
4,3,1
7,4,1
29,5,1
406,6,1
2463,7,1
4039,8,1
2466,9,1
1090,10,1
921,11,1
1011,12,1
1057,13,1
1065,14,1
1094,15,1
1300,16,1
2452,17,1
3534,18,1
1943,19,1
1631,20,1
1457,21,1
790,22,1
164,23,1
12,0,2
8,1,2
3,2,2
2,3,2
5,4,2
19,5,2
379,6,2
2373,7,2
4136,8,2
2482,9,2
1008,10,2
957,11,2
981,12,2
1014,13,2
912,14,2
1101,15,2
1228,16,2
2493,17,2
3424,18,2
1960,19,2
1603,20,2
1315,21,2
874,22,2
162,23,2
5,0,2
3,1,2
0,2,2
6,3,2
6,4,2
21,5,2
388,6,2
2328,7,2
4025,8,2
2492,9,2
1060,10,2
987,11,2
1040,12,2
1062,13,2
1033,14,2
1073,15,2
1234,16,2
2411,17,2
3411,18,2
2015,19,2
1622,20,2
1418,21,2
877,22,2
154,23,2
0,0,1
0,1,1
6,2,1
0,3,1
1,4,1
17,5,1
393,6,1
2289,7,1
4073,8,1
2568,9,1
1154,10,1
934,11,1
1157,12,1
1116,13,1
1038,14,1
1358,15,1
1400,16,1
2809,17,1
3719,18,1
2180,19,1
1908,20,1
1715,21,1
1072,22,1
219,23,1
9,0,1
0,1,1
2,2,1
0,3,1
2,4,1
16,5,1
212,6,1
859,7,1
1749,8,1
1662,9,1
1496,10,1
1289,11,1
1732,12,1
1746,13,1
1595,14,1
1850,15,1
1875,16,1
2281,17,1
2370,18,1
1454,19,1
1605,20,1
1531,21,1
1005,22,1
226,23,1
5,0,1
4,1,1
1,2,1
0,3,1
3,4,1
21,5,1
219,6,1
620,7,1
1256,8,1
1209,9,1
1226,10,1
1289,11,1
1543,12,1
1767,13,1
1680,14,1
1834,15,1
1752,16,1
2194,17,1
1789,18,1
1382,19,1
1348,20,1
1309,21,1
793,22,1
171,23,1
2,0,1
6,1,1
