Num,Minute,DateType,day,Time,maxtemperature,mintemperature,temperature,weather
0,0,3,2019-01-01,0,3,1,2.0,阴
0,1,3,2019-01-01,1,3,1,2.0,阴
0,2,3,2019-01-01,2,3,1,2.0,阴
0,3,3,2019-01-01,3,3,1,2.0,阴
1,4,3,2019-01-01,4,3,1,2.0,阴
75,5,3,2019-01-01,5,3,1,2.0,阴
624,6,3,2019-01-01,6,3,1,2.0,阴
1642,7,3,2019-01-01,7,3,1,2.0,阴
2196,8,3,2019-01-01,8,3,1,2.0,阴
2605,9,3,2019-01-01,9,3,1,2.0,阴
3144,10,3,2019-01-01,10,3,1,2.0,阴
3311,11,3,2019-01-01,11,3,1,2.0,阴
3394,12,3,2019-01-01,12,3,1,2.0,阴
3946,13,3,2019-01-01,13,3,1,2.0,阴
4522,14,3,2019-01-01,14,3,1,2.0,阴
4404,15,3,2019-01-01,15,3,1,2.0,阴
4595,16,3,2019-01-01,16,3,1,2.0,阴
3920,17,3,2019-01-01,17,3,1,2.0,阴
3773,18,3,2019-01-01,18,3,1,2.0,阴
3026,19,3,2019-01-01,19,3,1,2.0,阴
2485,20,3,2019-01-01,20,3,1,2.0,阴
2140,21,3,2019-01-01,21,3,1,2.0,阴
1223,22,3,2019-01-01,22,3,1,2.0,阴
488,23,3,2019-01-01,23,3,1,2.0,阴
15,0,2,2019-01-02,0,3,2,2.5,雨夹雪
0,1,2,2019-01-02,1,3,2,2.5,雨夹雪
0,2,2,2019-01-02,2,3,2,2.5,雨夹雪
0,3,2,2019-01-02,3,3,2,2.5,雨夹雪
4,4,2,2019-01-02,4,3,2,2.5,雨夹雪
166,5,2,2019-01-02,5,3,2,2.5,雨夹雪
1765,6,2,2019-01-02,6,3,2,2.5,雨夹雪
5376,7,2,2019-01-02,7,3,2,2.5,雨夹雪
5164,8,2,2019-01-02,8,3,2,2.5,雨夹雪
2789,9,2,2019-01-02,9,3,2,2.5,雨夹雪
2121,10,2,2019-01-02,10,3,2,2.5,雨夹雪
2118,11,2,2019-01-02,11,3,2,2.5,雨夹雪
2230,12,2,2019-01-02,12,3,2,2.5,雨夹雪
2358,13,2,2019-01-02,13,3,2,2.5,雨夹雪
2223,14,2,2019-01-02,14,3,2,2.5,雨夹雪
2076,15,2,2019-01-02,15,3,2,2.5,雨夹雪
2549,16,2,2019-01-02,16,3,2,2.5,雨夹雪
3467,17,2,2019-01-02,17,3,2,2.5,雨夹雪
4379,18,2,2019-01-02,18,3,2,2.5,雨夹雪
2811,19,2,2019-01-02,19,3,2,2.5,雨夹雪
