Num,Minute,DateType
0,0,3
0,1,3
2,2,3
0,3,3
4,4,3
22,5,3
273,6,3
718,7,3
932,8,3
1107,9,3
1317,10,3
1285,11,3
1393,12,3
1551,13,3
1634,14,3
1778,15,3
1683,16,3
1697,17,3
1275,18,3
1089,19,3
1072,20,3
820,21,3
496,22,3
126,23,3
13,0,2
0,1,2
0,2,2
0,3,2
4,4,2
46,5,2
456,6,2
2142,7,2
2454,8,2
1166,9,2
950,10,2
874,11,2
953,12,2
962,13,2
1018,14,2
971,15,2
1218,16,2
2048,17,2
1912,18,2
989,19,2
944,20,2
718,21,2
428,22,2
106,23,2
8,0,2
2,1,2
6,2,2
0,3,2
1,4,2
33,5,2
406,6,2
2037,7,2
2592,8,2
1220,9,2
917,10,2
975,11,2
878,12,2
930,13,2
922,14,2
1055,15,2
1192,16,2
2043,17,2
1739,18,2
1087,19,2
948,20,2
708,21,2
454,22,2
123,23,2
7,0,1
0,1,1
0,2,1
0,3,1
4,4,1
23,5,1
352,6,1
2070,7,1
2565,8,1
1125,9,1
902,10,1
798,11,1
828,12,1
966,13,1
1024,14,1
1160,15,1
1290,16,1
2161,17,1
2028,18,1
1122,19,1
1201,20,1
976,21,1
488,22,1
194,23,1
13,0,1
4,1,1
9,2,1
0,3,1
4,4,1
22,5,1
269,6,1
1112,7,1
1576,8,1
1275,9,1
1167,10,1
1100,11,1
1375,12,1
1225,13,1
1310,14,1
1427,15,1
1394,16,1
1932,17,1
1344,18,1
958,19,1
1074,20,1
861,21,1
498,22,1
161,23,1
5,0,1
1,1,1
0,2,1
0,3,1
3,4,1
27,5,1
223,6,1
882,7,1
1271,8,1
1161,9,1
1102,10,1
1192,11,1
1301,12,1
1441,13,1
1394,14,1
1529,15,1
1528,16,1
1728,17,1
1228,18,1
921,19,1
1030,20,1
690,21,1
439,22,1
149,23,1
1,0,1
0,1,1
2,2,1
6,3,1
2,4,1
28,5,1
375,6,1
2172,7,1
2563,8,1
1220,9,1
1007,10,1
893,11,1
893,12,1
908,13,1
823,14,1
1056,15,1
1165,16,1
1975,17,1
1741,18,1
929,19,1
876,20,1
626,21,1
390,22,1
136,23,1
2,0,1
0,1,1
0,2,1
0,3,1
4,4,1
25,5,1
408,6,1
2063,7,1
2594,8,1
1272,9,1
952,10,1
913,11,1
920,12,1
993,13,1
998,14,1
1109,15,1
1231,16,1
2125,17,1
1789,18,1
1070,19,1
1120,20,1
738,21,1
430,22,1
153,23,1
4,0,2
3,1,2
6,2,2
8,3,2
4,4,2
36,5,2
388,6,2
2054,7,2
2686,8,2
1286,9,2
899,10,2
913,11,2
891,12,2
961,13,2
968,14,2
1020,15,2
1248,16,2
2166,17,2
1646,18,2
1097,19,2
1004,20,2
757,21,2
497,22,2
121,23,2
4,0,2
0,1,2
4,2,2
0,3,2
6,4,2
25,5,2
375,6,2
2063,7,2
2622,8,2
1141,9,2
904,10,2
833,11,2
853,12,2
1004,13,2
963,14,2
1044,15,2
1158,16,2
1977,17,2
1739,18,2
1127,19,2
904,20,2
763,21,2
456,22,2
154,23,2
4,0,1
0,1,1
2,2,1
0,3,1
2,4,1
27,5,1
376,6,1
1976,7,1
2586,8,1
1191,9,1
909,10,1
835,11,1
1021,12,1
971,13,1
1061,14,1
1277,15,1
1367,16,1
2303,17,1
1749,18,1
1136,19,1
1213,20,1
863,21,1
540,22,1
188,23,1
3,0,1
0,1,1
0,2,1
0,3,1
3,4,1
37,5,1
247,6,1
1077,7,1
1510,8,1
1273,9,1
1195,10,1
1154,11,1
1355,12,1
1330,13,1
1379,14,1
1488,15,1
1504,16,1
1980,17,1
1385,18,1
1006,19,1
1226,20,1
910,21,1
554,22,1
172,23,1
5,0,1
2,1,1
3,2,1
0,3,1
4,4,1
23,5,1
242,6,1
860,7,1
1140,8,1
1158,9,1
1161,10,1
1162,11,1
1318,12,1
1434,13,1
1423,14,1
1603,15,1
1696,16,1
1879,17,1
1286,18,1
1002,19,1
1053,20,1
754,21,1
485,22,1
115,23,1
3,0,1
0,1,1
1,2,1
0,3,1
3,4,1
49,5,1
444,6,1
2194,7,1
