Num,Minute,DateType,day,Time,maxtemperature,mintemperature,temperature,weather
0,0,3,2019-01-01,0,3,1,2.0,阴
0,1,3,2019-01-01,1,3,1,2.0,阴
0,2,3,2019-01-01,2,3,1,2.0,阴
0,3,3,2019-01-01,3,3,1,2.0,阴
0,4,3,2019-01-01,4,3,1,2.0,阴
19,5,3,2019-01-01,5,3,1,2.0,阴
109,6,3,2019-01-01,6,3,1,2.0,阴
305,7,3,2019-01-01,7,3,1,2.0,阴
476,8,3,2019-01-01,8,3,1,2.0,阴
464,9,3,2019-01-01,9,3,1,2.0,阴
492,10,3,2019-01-01,10,3,1,2.0,阴
532,11,3,2019-01-01,11,3,1,2.0,阴
588,12,3,2019-01-01,12,3,1,2.0,阴
656,13,3,2019-01-01,13,3,1,2.0,阴
662,14,3,2019-01-01,14,3,1,2.0,阴
713,15,3,2019-01-01,15,3,1,2.0,阴
654,16,3,2019-01-01,16,3,1,2.0,阴
720,17,3,2019-01-01,17,3,1,2.0,阴
730,18,3,2019-01-01,18,3,1,2.0,阴
532,19,3,2019-01-01,19,3,1,2.0,阴
593,20,3,2019-01-01,20,3,1,2.0,阴
456,21,3,2019-01-01,21,3,1,2.0,阴
352,22,3,2019-01-01,22,3,1,2.0,阴
123,23,3,2019-01-01,23,3,1,2.0,阴
9,0,2,2019-01-02,0,3,2,2.5,雨夹雪
0,1,2,2019-01-02,1,3,2,2.5,雨夹雪
0,2,2,2019-01-02,2,3,2,2.5,雨夹雪
0,3,2,2019-01-02,3,3,2,2.5,雨夹雪
3,4,2,2019-01-02,4,3,2,2.5,雨夹雪
34,5,2,2019-01-02,5,3,2,2.5,雨夹雪
348,6,2,2019-01-02,6,3,2,2.5,雨夹雪
1426,7,2,2019-01-02,7,3,2,2.5,雨夹雪
1667,8,2,2019-01-02,8,3,2,2.5,雨夹雪
639,9,2,2019-01-02,9,3,2,2.5,雨夹雪
312,10,2,2019-01-02,10,3,2,2.5,雨夹雪
319,11,2,2019-01-02,11,3,2,2.5,雨夹雪
340,12,2,2019-01-02,12,3,2,2.5,雨夹雪
359,13,2,2019-01-02,13,3,2,2.5,雨夹雪
336,14,2,2019-01-02,14,3,2,2.5,雨夹雪
387,15,2,2019-01-02,15,3,2,2.5,雨夹雪
425,16,2,2019-01-02,16,3,2,2.5,雨夹雪
728,17,2,2019-01-02,17,3,2,2.5,雨夹雪
1281,18,2,2019-01-02,18,3,2,2.5,雨夹雪
801,19,2,2019-01-02,19,3,2,2.5,雨夹雪
525,20,2,2019-01-02,20,3,2,2.5,雨夹雪
