Num,Minute,DateType
0,0,3
0,1,3
0,2,3
0,3,3
2,4,3
43,5,3
391,6,3
628,7,3
976,8,3
1323,9,3
1380,10,3
1589,11,3
1677,12,3
1692,13,3
1882,14,3
1808,15,3
1753,16,3
1852,17,3
1405,18,3
1041,19,3
947,20,3
777,21,3
606,22,3
102,23,3
1,0,2
0,1,2
2,2,2
0,3,2
4,4,2
7,5,2
325,6,2
2545,7,2
5377,8,2
2394,9,2
1512,10,2
1404,11,2
1446,12,2
1551,13,2
1618,14,2
1471,15,2
1739,16,2
4097,17,2
3097,18,2
1395,19,2
1043,20,2
727,21,2
474,22,2
83,23,2
0,0,2
3,1,2
19,2,2
0,3,2
6,4,2
4,5,2
330,6,2
2579,7,2
5337,8,2
2596,9,2
1636,10,2
1483,11,2
1627,12,2
2018,13,2
1388,14,2
1378,15,2
2069,16,2
3838,17,2
2751,18,2
1397,19,2
1181,20,2
889,21,2
481,22,2
96,23,2
3,0,1
0,1,1
3,2,1
7,3,1
4,4,1
6,5,1
246,6,1
2499,7,1
5322,8,1
2342,9,1
1580,10,1
1338,11,1
1359,12,1
1492,13,1
1472,14,1
1646,15,1
1834,16,1
3965,17,1
3112,18,1
1412,19,1
1093,20,1
896,21,1
596,22,1
130,23,1
3,0,1
0,1,1
7,2,1
4,3,1
14,4,1
6,5,1
230,6,1
949,7,1
1623,8,1
1689,9,1
1686,10,1
1572,11,1
1566,12,1
1553,13,1
1658,14,1
1639,15,1
1609,16,1
2001,17,1
1458,18,1
885,19,1
1020,20,1
848,21,1
601,22,1
94,23,1
0,0,1
0,1,1
0,2,1
2,3,1
5,4,1
13,5,1
174,6,1
848,7,1
1588,8,1
1556,9,1
1551,10,1
1615,11,1
1630,12,1
1640,13,1
1733,14,1
1629,15,1
1744,16,1
1762,17,1
1383,18,1
844,19,1
898,20,1
730,21,1
445,22,1
76,23,1
1,0,1
0,1,1
0,2,1
0,3,1
4,4,1
10,5,1
352,6,1
2741,7,1
5477,8,1
2325,9,1
1603,10,1
1406,11,1
1449,12,1
1388,13,1
1471,14,1
1454,15,1
1602,16,1
3964,17,1
2840,18,1
1364,19,1
1057,20,1
853,21,1
470,22,1
80,23,1
0,0,1
0,1,1
0,2,1
0,3,1
3,4,1
8,5,1
310,6,1
2658,7,1
5291,8,1
2343,9,1
1609,10,1
1418,11,1
1392,12,1
1524,13,1
1609,14,1
1410,15,1
1732,16,1
3806,17,1
2755,18,1
1368,19,1
1124,20,1
989,21,1
511,22,1
94,23,1
4,0,2
2,1,2
6,2,2
0,3,2
4,4,2
2,5,2
295,6,2
2592,7,2
5270,8,2
2449,9,2
1695,10,2
1451,11,2
1407,12,2
1510,13,2
1549,14,2
1459,15,2
1660,16,2
3885,17,2
2824,18,2
1375,19,2
1148,20,2
835,21,2
554,22,2
87,23,2
2,0,2
10,1,2
7,2,2
0,3,2
6,4,2
7,5,2
268,6,2
2490,7,2
5396,8,2
2376,9,2
1642,10,2
1359,11,2
1412,12,2
1581,13,2
1423,14,2
1525,15,2
1674,16,2
3863,17,2
2821,18,2
1376,19,2
1168,20,2
827,21,2
536,22,2
85,23,2
0,0,1
11,1,1
0,2,1
0,3,1
5,4,1
8,5,1
276,6,1
2558,7,1
5414,8,1
2370,9,1
1637,10,1
1336,11,1
1496,12,1
1502,13,1
1555,14,1
1639,15,1
2047,16,1
4129,17,1
3140,18,1
1547,19,1
1192,20,1
1090,21,1
713,22,1
137,23,1
0,0,1
0,1,1
4,2,1
0,3,1
4,4,1
6,5,1
219,6,1
900,7,1
1611,8,1
1720,9,1
1611,10,1
1511,11,1
1564,12,1
1800,13,1
1820,14,1
1730,15,1
1811,16,1
1942,17,1
1539,18,1
1063,19,1
1152,20,1
953,21,1
822,22,1
110,23,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
9,5,1
229,6,1
802,7,1
1457,8,1
1612,9,1
1612,10,1
1554,11,1
1512,12,1
1682,13,1
1767,14,1
1634,15,1
1619,16,1
1664,17,1
1196,18,1
1089,19,1
1003,20,1
775,21,1
455,22,1
78,23,1
1,0,1
6,1,1
