Num,Minute,DateType
0,0,3
0,1,3
0,2,3
3,3,3
0,4,3
98,5,3
569,6,3
1000,7,3
1718,8,3
2217,9,3
2752,10,3
3261,11,3
3441,12,3
4073,13,3
4285,14,3
4211,15,3
4353,16,3
4137,17,3
3143,18,3
2762,19,3
2552,20,3
2055,21,3
1321,22,3
435,23,3
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
18,5,2
725,6,2
3905,7,2
8280,8,2
3409,9,2
2112,10,2
1941,11,2
2267,12,2
2301,13,2
2126,14,2
2342,15,2
2856,16,2
5539,17,2
5167,18,2
2718,19,2
2114,20,2
1844,21,2
1106,22,2
140,23,2
0,0,2
0,1,2
0,2,2
0,3,2
1,4,2
12,5,2
621,6,2
3770,7,2
7989,8,2
3439,9,2
2041,10,2
1902,11,2
2281,12,2
2239,13,2
2162,14,2
2263,15,2
2841,16,2
5592,17,2
5074,18,2
2760,19,2
2347,20,2
2014,21,2
1155,22,2
147,23,2
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
19,5,1
524,6,1
3629,7,1
7882,8,1
3459,9,1
2004,10,1
1757,11,1
2119,12,1
2197,13,1
2114,14,1
2669,15,1
3235,16,1
5971,17,1
5718,18,1
3324,19,1
2471,20,1
2564,21,1
1389,22,1
246,23,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
16,5,1
337,6,1
1410,7,1
2851,8,1
2428,9,1
2319,10,1
2467,11,1
2658,12,1
2883,13,1
2826,14,1
2973,15,1
3127,16,1
3558,17,1
2831,18,1
2061,19,1
1846,20,1
1860,21,1
1195,22,1
186,23,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
24,5,1
303,6,1
975,7,1
2201,8,1
2537,9,1
2336,10,1
2730,11,1
2963,12,1
3126,13,1
3501,14,1
3447,15,1
3620,16,1
3587,17,1
2766,18,1
2130,19,1
2143,20,1
1882,21,1
1122,22,1
135,23,1
0,0,1
0,1,1
0,2,1
0,3,1
1,4,1
17,5,1
698,6,1
3829,7,1
8609,8,1
3701,9,1
2275,10,1
1935,11,1
2072,12,1
2162,13,1
2051,14,1
2123,15,1
2643,16,1
5401,17,1
5150,18,1
2656,19,1
2114,20,1
1932,21,1
998,22,1
162,23,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
22,5,1
616,6,1
3797,7,1
8013,8,1
3731,9,1
2087,10,1
2083,11,1
2077,12,1
2317,13,1
2049,14,1
2367,15,1
2743,16,1
5688,17,1
5312,18,1
2991,19,1
2388,20,1
2114,21,1
1137,22,1
144,23,1
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
14,5,2
601,6,2
3841,7,2
8065,8,2
3466,9,2
2114,10,2
1981,11,2
2114,12,2
2139,13,2
1924,14,2
2142,15,2
2864,16,2
5494,17,2
5255,18,2
2741,19,2
2308,20,2
2259,21,2
1154,22,2
127,23,2
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
23,5,2
590,6,2
3819,7,2
7916,8,2
3462,9,2
2155,10,2
2021,11,2
2342,12,2
2391,13,2
2322,14,2
2283,15,2
2806,16,2
5539,17,2
5123,18,2
2841,19,2
2354,20,2
2227,21,2
1110,22,2
154,23,2
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
11,5,1
623,6,1
3650,7,1
8005,8,1
3594,9,1
2251,10,1
1992,11,1
2450,12,1
2421,13,1
2464,14,1
2957,15,1
3129,16,1
5949,17,1
5598,18,1
3323,19,1
2838,20,1
2511,21,1
1539,22,1
225,23,1
0,0,1
0,1,1
0,2,1
6,3,1
0,4,1
24,5,1
409,6,1
1399,7,1
2848,8,1
2850,9,1
2669,10,1
2919,11,1
3137,12,1
3428,13,1
3510,14,1
3475,15,1
3782,16,1
3936,17,1
3183,18,1
2443,19,1
2312,20,1
2234,21,1
1529,22,1
209,23,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
14,5,1
348,6,1
1149,7,1
2238,8,1
2430,9,1
2631,10,1
2973,11,1
2982,12,1
3272,13,1
3536,14,1
3510,15,1
3772,16,1
3686,17,1
2796,18,1
2415,19,1
2257,20,1
