Num,Minute,DateType,day,Time,maxtemperature,mintemperature,temperature,weather
0,0,3,2019-01-01,0,3,1,2.0,阴
0,1,3,2019-01-01,1,3,1,2.0,阴
0,2,3,2019-01-01,2,3,1,2.0,阴
0,3,3,2019-01-01,3,3,1,2.0,阴
0,4,3,2019-01-01,4,3,1,2.0,阴
27,5,3,2019-01-01,5,3,1,2.0,阴
272,6,3,2019-01-01,6,3,1,2.0,阴
690,7,3,2019-01-01,7,3,1,2.0,阴
1021,8,3,2019-01-01,8,3,1,2.0,阴
958,9,3,2019-01-01,9,3,1,2.0,阴
1107,10,3,2019-01-01,10,3,1,2.0,阴
1029,11,3,2019-01-01,11,3,1,2.0,阴
1165,12,3,2019-01-01,12,3,1,2.0,阴
1367,13,3,2019-01-01,13,3,1,2.0,阴
1559,14,3,2019-01-01,14,3,1,2.0,阴
1600,15,3,2019-01-01,15,3,1,2.0,阴
1570,16,3,2019-01-01,16,3,1,2.0,阴
1388,17,3,2019-01-01,17,3,1,2.0,阴
1127,18,3,2019-01-01,18,3,1,2.0,阴
847,19,3,2019-01-01,19,3,1,2.0,阴
821,20,3,2019-01-01,20,3,1,2.0,阴
489,21,3,2019-01-01,21,3,1,2.0,阴
284,22,3,2019-01-01,22,3,1,2.0,阴
101,23,3,2019-01-01,23,3,1,2.0,阴
8,0,2,2019-01-02,0,3,2,2.5,雨夹雪
0,1,2,2019-01-02,1,3,2,2.5,雨夹雪
0,2,2,2019-01-02,2,3,2,2.5,雨夹雪
0,3,2,2019-01-02,3,3,2,2.5,雨夹雪
0,4,2,2019-01-02,4,3,2,2.5,雨夹雪
31,5,2,2019-01-02,5,3,2,2.5,雨夹雪
547,6,2,2019-01-02,6,3,2,2.5,雨夹雪
2123,7,2,2019-01-02,7,3,2,2.5,雨夹雪
2196,8,2,2019-01-02,8,3,2,2.5,雨夹雪
861,9,2,2019-01-02,9,3,2,2.5,雨夹雪
632,10,2,2019-01-02,10,3,2,2.5,雨夹雪
509,11,2,2019-01-02,11,3,2,2.5,雨夹雪
570,12,2,2019-01-02,12,3,2,2.5,雨夹雪
650,13,2,2019-01-02,13,3,2,2.5,雨夹雪
589,14,2,2019-01-02,14,3,2,2.5,雨夹雪
605,15,2,2019-01-02,15,3,2,2.5,雨夹雪
776,16,2,2019-01-02,16,3,2,2.5,雨夹雪
1354,17,2,2019-01-02,17,3,2,2.5,雨夹雪
1287,18,2,2019-01-02,18,3,2,2.5,雨夹雪
605,19,2,2019-01-02,19,3,2,2.5,雨夹雪
