Num,Minute,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
21,5,3
190,6,3
525,7,3
689,8,3
920,9,3
919,10,3
879,11,3
1037,12,3
1003,13,3
1220,14,3
1185,15,3
1225,16,3
1021,17,3
886,18,3
672,19,3
562,20,3
348,21,3
227,22,3
115,23,3
12,0,2
0,1,2
0,2,2
0,3,2
0,4,2
43,5,2
533,6,2
1721,7,2
1667,8,2
901,9,2
626,10,2
535,11,2
605,12,2
598,13,2
547,14,2
635,15,2
701,16,2
861,17,2
1140,18,2
652,19,2
493,20,2
354,21,2
203,22,2
64,23,2
7,0,2
0,1,2
0,2,2
0,3,2
0,4,2
34,5,2
474,6,2
1651,7,2
1595,8,2
858,9,2
554,10,2
533,11,2
531,12,2
492,13,2
460,14,2
508,15,2
683,16,2
933,17,2
1143,18,2
597,19,2
384,20,2
411,21,2
212,22,2
66,23,2
2,0,1
0,1,1
0,2,1
0,3,1
0,4,1
29,5,1
419,6,1
1564,7,1
1519,8,1
723,9,1
484,10,1
488,11,1
524,12,1
504,13,1
521,14,1
590,15,1
909,16,1
984,17,1
1185,18,1
709,19,1
449,20,1
405,21,1
278,22,1
100,23,1
2,0,1
0,1,1
0,2,1
0,3,1
0,4,1
27,5,1
248,6,1
734,7,1
861,8,1
771,9,1
688,10,1
665,11,1
731,12,1
734,13,1
737,14,1
674,15,1
718,16,1
755,17,1
702,18,1
466,19,1
384,20,1
340,21,1
236,22,1
75,23,1
2,0,1
0,1,1
0,2,1
0,3,1
0,4,1
19,5,1
217,6,1
595,7,1
731,8,1
783,9,1
704,10,1
741,11,1
727,12,1
849,13,1
960,14,1
832,15,1
845,16,1
891,17,1
771,18,1
480,19,1
366,20,1
300,21,1
192,22,1
73,23,1
2,0,1
0,1,1
0,2,1
0,3,1
0,4,1
41,5,1
582,6,1
1789,7,1
1620,8,1
855,9,1
550,10,1
500,11,1
437,12,1
506,13,1
421,14,1
441,15,1
567,16,1
818,17,1
1123,18,1
642,19,1
405,20,1
394,21,1
209,22,1
54,23,1
4,0,1
0,1,1
0,2,1
0,3,1
0,4,1
35,5,1
480,6,1
1561,7,1
1689,8,1
838,9,1
567,10,1
477,11,1
583,12,1
525,13,1
515,14,1
513,15,1
619,16,1
912,17,1
1126,18,1
613,19,1
415,20,1
355,21,1
256,22,1
74,23,1
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
32,5,2
485,6,2
1590,7,2
1642,8,2
740,9,2
521,10,2
431,11,2
477,12,2
495,13,2
403,14,2
527,15,2
567,16,2
808,17,2
1106,18,2
644,19,2
419,20,2
351,21,2
215,22,2
75,23,2
6,0,2
0,1,2
0,2,2
2,3,2
0,4,2
19,5,2
433,6,2
1580,7,2
1520,8,2
772,9,2
563,10,2
484,11,2
537,12,2
502,13,2
449,14,2
531,15,2
623,16,2
853,17,2
1085,18,2
609,19,2
449,20,2
424,21,2
218,22,2
83,23,2
4,0,1
0,1,1
0,2,1
0,3,1
0,4,1
34,5,1
429,6,1
1456,7,1
1569,8,1
778,9,1
540,10,1
515,11,1
598,12,1
622,13,1
658,14,1
629,15,1
898,16,1
947,17,1
1083,18,1
783,19,1
523,20,1
438,21,1
267,22,1
116,23,1
3,0,1
0,1,1
0,2,1
0,3,1
0,4,1
22,5,1
233,6,1
664,7,1
816,8,1
920,9,1
816,10,1
678,11,1
795,12,1
842,13,1
812,14,1
841,15,1
843,16,1
874,17,1
709,18,1
484,19,1
368,20,1
340,21,1
246,22,1
112,23,1
1,0,1
0,1,1
0,2,1
0,3,1
0,4,1
23,5,1
244,6,1
600,7,1
808,8,1
808,9,1
821,10,1
710,11,1
854,12,1
904,13,1
955,14,1
960,15,1
948,16,1
865,17,1
717,18,1
523,19,1
509,20,1
306,21,1
235,22,1
69,23,1
2,0,1
0,1,1
0,2,1
0,3,1
0,4,1
58,5,1
562,6,1
1831,7,1
1748,8,1
951,9,1
656,10,1
536,11,1
567,12,1
619,13,1
546,14,1
558,15,1
662,16,1
898,17,1
1128,18,1
657,19,1
462,20,1
339,21,1
212,22,1
75,23,1
0,0,1
0,1,1
