Num,Minute,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
17,5,3
375,6,3
736,7,3
1224,8,3
1405,9,3
1287,10,3
1608,11,3
1749,12,3
2067,13,3
2408,14,3
2541,15,3
2766,16,3
2700,17,3
2397,18,3
2112,19,3
1720,20,3
1488,21,3
1191,22,3
191,23,3
2,0,2
0,1,2
0,2,2
0,3,2
0,4,2
14,5,2
469,6,2
2354,7,2
7302,8,2
2961,9,2
1440,10,2
1357,11,2
1545,12,2
1653,13,2
1560,14,2
1814,15,2
1908,16,2
4469,17,2
4931,18,2
2500,19,2
2037,20,2
1679,21,2
975,22,2
143,23,2
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
14,5,2
470,6,2
2203,7,2
7361,8,2
3286,9,2
1557,10,2
1516,11,2
1986,12,2
1814,13,2
1519,14,2
1585,15,2
2037,16,2
4317,17,2
4642,18,2
2519,19,2
2217,20,2
1791,21,2
1116,22,2
151,23,2
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
13,5,1
365,6,1
2249,7,1
7337,8,1
3251,9,1
1574,10,1
1502,11,1
1730,12,1
1613,13,1
1637,14,1
2041,15,1
2197,16,1
4569,17,1
5036,18,1
2642,19,1
2355,20,1
2033,21,1
1364,22,1
296,23,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
9,5,1
275,6,1
1034,7,1
2752,8,1
2096,9,1
1580,10,1
1450,11,1
1846,12,1
1813,13,1
1834,14,1
2014,15,1
2224,16,1
3036,17,1
2657,18,1
1826,19,1
1945,20,1
1591,21,1
1269,22,1
227,23,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
10,5,1
252,6,1
877,7,1
1670,8,1
1753,9,1
1320,10,1
1443,11,1
1709,12,1
1793,13,1
1777,14,1
2060,15,1
2251,16,1
2396,17,1
2173,18,1
1664,19,1
1619,20,1
1509,21,1
1072,22,1
148,23,1
0,0,1
0,1,1
4,2,1
0,3,1
0,4,1
16,5,1
445,6,1
2312,7,1
7418,8,1
3013,9,1
1495,10,1
1343,11,1
1449,12,1
1494,13,1
1518,14,1
1520,15,1
1724,16,1
4141,17,1
4697,18,1
2393,19,1
1951,20,1
1742,21,1
1014,22,1
130,23,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
10,5,1
404,6,1
2232,7,1
7078,8,1
2975,9,1
1467,10,1
1324,11,1
1516,12,1
1565,13,1
1391,14,1
1633,15,1
1882,16,1
4153,17,1
4577,18,1
2297,19,1
2267,20,1
1956,21,1
1126,22,1
142,23,1
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
16,5,2
447,6,2
2236,7,2
7011,8,2
3027,9,2
1444,10,2
1326,11,2
1486,12,2
1545,13,2
1462,14,2
1573,15,2
1913,16,2
4247,17,2
4533,18,2
2299,19,2
2121,20,2
1908,21,2
1196,22,2
160,23,2
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
9,5,2
415,6,2
2146,7,2
7042,8,2
3040,9,2
1475,10,2
1372,11,2
1535,12,2
1651,13,2
1440,14,2
1830,15,2
1865,16,2
4214,17,2
4564,18,2
2384,19,2
2234,20,2
1923,21,2
1208,22,2
168,23,2
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
10,5,1
354,6,1
2163,7,1
6943,8,1
3043,9,1
1427,10,1
1399,11,1
1624,12,1
1721,13,1
1702,14,1
2023,15,1
2189,16,1
4295,17,1
4829,18,1
2739,19,1
2147,20,1
2051,21,1
1485,22,1
214,23,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
16,5,1
255,6,1
1098,7,1
2355,8,1
2033,9,1
1586,10,1
1493,11,1
1920,12,1
1894,13,1
1914,14,1
2002,15,1
2383,16,1
2754,17,1
2597,18,1
1911,19,1
1924,20,1
1722,21,1
1319,22,1
236,23,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
12,5,1
248,6,1
919,7,1
1672,8,1
1744,9,1
1430,10,1
1569,11,1
1624,12,1
1820,13,1
1835,14,1
2015,15,1
2105,16,1
2473,17,1
2223,18,1
1735,19,1
1756,20,1
