Num,Minute,DateType,day,Time,maxtemperature,mintemperature,temperature,weather
0,0,3,2019-01-01,0,3,1,2.0,阴
0,1,3,2019-01-01,1,3,1,2.0,阴
0,2,3,2019-01-01,2,3,1,2.0,阴
0,3,3,2019-01-01,3,3,1,2.0,阴
0,4,3,2019-01-01,4,3,1,2.0,阴
16,5,3,2019-01-01,5,3,1,2.0,阴
198,6,3,2019-01-01,6,3,1,2.0,阴
404,7,3,2019-01-01,7,3,1,2.0,阴
594,8,3,2019-01-01,8,3,1,2.0,阴
640,9,3,2019-01-01,9,3,1,2.0,阴
668,10,3,2019-01-01,10,3,1,2.0,阴
689,11,3,2019-01-01,11,3,1,2.0,阴
887,12,3,2019-01-01,12,3,1,2.0,阴
977,13,3,2019-01-01,13,3,1,2.0,阴
1078,14,3,2019-01-01,14,3,1,2.0,阴
1104,15,3,2019-01-01,15,3,1,2.0,阴
1150,16,3,2019-01-01,16,3,1,2.0,阴
1182,17,3,2019-01-01,17,3,1,2.0,阴
840,18,3,2019-01-01,18,3,1,2.0,阴
714,19,3,2019-01-01,19,3,1,2.0,阴
742,20,3,2019-01-01,20,3,1,2.0,阴
531,21,3,2019-01-01,21,3,1,2.0,阴
278,22,3,2019-01-01,22,3,1,2.0,阴
94,23,3,2019-01-01,23,3,1,2.0,阴
4,0,2,2019-01-02,0,3,2,2.5,雨夹雪
0,1,2,2019-01-02,1,3,2,2.5,雨夹雪
0,2,2,2019-01-02,2,3,2,2.5,雨夹雪
0,3,2,2019-01-02,3,3,2,2.5,雨夹雪
0,4,2,2019-01-02,4,3,2,2.5,雨夹雪
32,5,2,2019-01-02,5,3,2,2.5,雨夹雪
416,6,2,2019-01-02,6,3,2,2.5,雨夹雪
1484,7,2,2019-01-02,7,3,2,2.5,雨夹雪
1524,8,2,2019-01-02,8,3,2,2.5,雨夹雪
607,9,2,2019-01-02,9,3,2,2.5,雨夹雪
407,10,2,2019-01-02,10,3,2,2.5,雨夹雪
422,11,2,2019-01-02,11,3,2,2.5,雨夹雪
457,12,2,2019-01-02,12,3,2,2.5,雨夹雪
444,13,2,2019-01-02,13,3,2,2.5,雨夹雪
409,14,2,2019-01-02,14,3,2,2.5,雨夹雪
498,15,2,2019-01-02,15,3,2,2.5,雨夹雪
560,16,2,2019-01-02,16,3,2,2.5,雨夹雪
1205,17,2,2019-01-02,17,3,2,2.5,雨夹雪
1173,18,2,2019-01-02,18,3,2,2.5,雨夹雪
579,19,2,2019-01-02,19,3,2,2.5,雨夹雪
580,20,2,2019-01-02,20,3,2,2.5,雨夹雪
