Num,Minute,DateType,day,Time,maxtemperature,mintemperature,temperature,weather
0,0,3,2019-01-01,0,3,1,2.0,阴
0,1,3,2019-01-01,1,3,1,2.0,阴
2,2,3,2019-01-01,2,3,1,2.0,阴
1,3,3,2019-01-01,3,3,1,2.0,阴
4,4,3,2019-01-01,4,3,1,2.0,阴
5,5,3,2019-01-01,5,3,1,2.0,阴
73,6,3,2019-01-01,6,3,1,2.0,阴
150,7,3,2019-01-01,7,3,1,2.0,阴
178,8,3,2019-01-01,8,3,1,2.0,阴
237,9,3,2019-01-01,9,3,1,2.0,阴
266,10,3,2019-01-01,10,3,1,2.0,阴
269,11,3,2019-01-01,11,3,1,2.0,阴
282,12,3,2019-01-01,12,3,1,2.0,阴
321,13,3,2019-01-01,13,3,1,2.0,阴
363,14,3,2019-01-01,14,3,1,2.0,阴
372,15,3,2019-01-01,15,3,1,2.0,阴
405,16,3,2019-01-01,16,3,1,2.0,阴
436,17,3,2019-01-01,17,3,1,2.0,阴
367,18,3,2019-01-01,18,3,1,2.0,阴
258,19,3,2019-01-01,19,3,1,2.0,阴
291,20,3,2019-01-01,20,3,1,2.0,阴
198,21,3,2019-01-01,21,3,1,2.0,阴
125,22,3,2019-01-01,22,3,1,2.0,阴
39,23,3,2019-01-01,23,3,1,2.0,阴
5,0,2,2019-01-02,0,3,2,2.5,雨夹雪
11,1,2,2019-01-02,1,3,2,2.5,雨夹雪
0,2,2,2019-01-02,2,3,2,2.5,雨夹雪
0,3,2,2019-01-02,3,3,2,2.5,雨夹雪
4,4,2,2019-01-02,4,3,2,2.5,雨夹雪
9,5,2,2019-01-02,5,3,2,2.5,雨夹雪
109,6,2,2019-01-02,6,3,2,2.5,雨夹雪
574,7,2,2019-01-02,7,3,2,2.5,雨夹雪
939,8,2,2019-01-02,8,3,2,2.5,雨夹雪
385,9,2,2019-01-02,9,3,2,2.5,雨夹雪
250,10,2,2019-01-02,10,3,2,2.5,雨夹雪
270,11,2,2019-01-02,11,3,2,2.5,雨夹雪
266,12,2,2019-01-02,12,3,2,2.5,雨夹雪
279,13,2,2019-01-02,13,3,2,2.5,雨夹雪
257,14,2,2019-01-02,14,3,2,2.5,雨夹雪
352,15,2,2019-01-02,15,3,2,2.5,雨夹雪
443,16,2,2019-01-02,16,3,2,2.5,雨夹雪
826,17,2,2019-01-02,17,3,2,2.5,雨夹雪
621,18,2,2019-01-02,18,3,2,2.5,雨夹雪
316,19,2,2019-01-02,19,3,2,2.5,雨夹雪
296,20,2,2019-01-02,20,3,2,2.5,雨夹雪
