Num,Minute,DateType
0,0,3
0,1,3
3,2,3
0,3,3
2,4,3
17,5,3
678,6,3
1624,7,3
2677,8,3
2841,9,3
3579,10,3
4214,11,3
4790,12,3
5382,13,3
6176,14,3
7656,15,3
7638,16,3
7249,17,3
5463,18,3
3822,19,3
2976,20,3
2079,21,3
1480,22,3
478,23,3
22,0,2
2,1,2
0,2,2
7,3,2
1,4,2
25,5,2
1183,6,2
4514,7,2
6453,8,2
3393,9,2
2689,10,2
2512,11,2
2865,12,2
2622,13,2
2681,14,2
2908,15,2
3010,16,2
4221,17,2
4961,18,2
2807,19,2
2158,20,2
1743,21,2
1270,22,2
290,23,2
10,0,2
4,1,2
3,2,2
0,3,2
0,4,2
24,5,2
978,6,2
4180,7,2
6387,8,2
3261,9,2
2250,10,2
1995,11,2
2466,12,2
2351,13,2
2282,14,2
2510,15,2
2718,16,2
4176,17,2
4832,18,2
2778,19,2
2293,20,2
1839,21,2
1420,22,2
286,23,2
0,0,1
5,1,1
0,2,1
0,3,1
0,4,1
26,5,1
925,6,1
4107,7,1
6193,8,1
3178,9,1
2246,10,1
2193,11,1
2378,12,1
2237,13,1
2370,14,1
2779,15,1
3155,16,1
4333,17,1
5084,18,1
3097,19,1
2335,20,1
2033,21,1
1363,22,1
440,23,1
5,0,1
0,1,1
5,2,1
0,3,1
0,4,1
25,5,1
658,6,1
2240,7,1
4258,8,1
2763,9,1
2471,10,1
2640,11,1
2796,12,1
2945,13,1
2747,14,1
2930,15,1
3023,16,1
3634,17,1
3434,18,1
2445,19,1
1909,20,1
1873,21,1
1448,22,1
462,23,1
9,0,1
0,1,1
0,2,1
5,3,1
1,4,1
31,5,1
630,6,1
1787,7,1
3117,8,1
2706,9,1
2613,10,1
2718,11,1
3233,12,1
3256,13,1
3369,14,1
3613,15,1
3661,16,1
3964,17,1
3314,18,1
2386,19,1
1993,20,1
1767,21,1
1351,22,1
305,23,1
2,0,1
0,1,1
0,2,1
1,3,1
3,4,1
38,5,1
1128,6,1
4406,7,1
6435,8,1
3277,9,1
2338,10,1
2145,11,1
2289,12,1
2295,13,1
2216,14,1
2357,15,1
2473,16,1
3956,17,1
4564,18,1
2716,19,1
1995,20,1
1722,21,1
1302,22,1
253,23,1
0,0,1
6,1,1
0,2,1
0,3,1
2,4,1
23,5,1
987,6,1
4155,7,1
6428,8,1
3188,9,1
2257,10,1
2168,11,1
2293,12,1
2281,13,1
2296,14,1
2234,15,1
2501,16,1
3984,17,1
4774,18,1
2775,19,1
2223,20,1
1874,21,1
1415,22,1
259,23,1
8,0,2
12,1,2
1,2,2
0,3,2
1,4,2
18,5,2
952,6,2
4097,7,2
6377,8,2
3093,9,2
2328,10,2
2103,11,2
2312,12,2
2222,13,2
2250,14,2
2355,15,2
2543,16,2
4051,17,2
4770,18,2
2620,19,2
2173,20,2
1817,21,2
1357,22,2
284,23,2
5,0,2
5,1,2
1,2,2
0,3,2
0,4,2
21,5,2
952,6,2
4143,7,2
6417,8,2
3092,9,2
2315,10,2
2255,11,2
2483,12,2
2396,13,2
2306,14,2
2342,15,2
2690,16,2
3921,17,2
4651,18,2
2757,19,2
2091,20,2
1880,21,2
1346,22,2
284,23,2
9,0,1
2,1,1
0,2,1
4,3,1
2,4,1
27,5,1
962,6,1
4073,7,1
6289,8,1
3064,9,1
2326,10,1
2229,11,1
2420,12,1
2597,13,1
2585,14,1
2733,15,1
3056,16,1
4409,17,1
5125,18,1
2979,19,1
2353,20,1
2007,21,1
1602,22,1
460,23,1
5,0,1
4,1,1
1,2,1
0,3,1
0,4,1
22,5,1
700,6,1
2281,7,1
4095,8,1
3103,9,1
2791,10,1
2768,11,1
3188,12,1
3232,13,1
3189,14,1
3008,15,1
3337,16,1
3858,17,1
3476,18,1
2454,19,1
1980,20,1
2188,21,1
1566,22,1
559,23,1
0,0,1
0,1,1
1,2,1
0,3,1
0,4,1
28,5,1
665,6,1
1882,7,1
3215,8,1
2844,9,1
2727,10,1
3083,11,1
3446,12,1
3523,13,1
3447,14,1
3832,15,1
3982,16,1
3945,17,1
3448,18,1
2471,19,1
