Num,Minute,DateType
0,0,3
0,1,3
7,2,3
6,3,3
17,4,3
30,5,3
224,6,3
709,7,3
1167,8,3
1361,9,3
1537,10,3
1468,11,3
1576,12,3
1834,13,3
1930,14,3
1925,15,3
1939,16,3
2155,17,3
1712,18,3
1380,19,3
1420,20,3
1089,21,3
645,22,3
139,23,3
15,0,2
5,1,2
5,2,2
2,3,2
8,4,2
21,5,2
513,6,2
3067,7,2
7310,8,2
3324,9,2
1727,10,2
1573,11,2
1580,12,2
1862,13,2
1823,14,2
1955,15,2
2396,16,2
5394,17,2
4184,18,2
2087,19,2
1742,20,2
1227,21,2
590,22,2
124,23,2
22,0,2
15,1,2
9,2,2
2,3,2
15,4,2
21,5,2
461,6,2
2904,7,2
7395,8,2
3542,9,2
1839,10,2
1672,11,2
1643,12,2
1934,13,2
1905,14,2
2043,15,2
2406,16,2
5429,17,2
4276,18,2
2045,19,2
1939,20,2
1448,21,2
724,22,2
125,23,2
15,0,1
2,1,1
0,2,1
2,3,1
8,4,1
12,5,1
391,6,1
2929,7,1
7095,8,1
3438,9,1
1696,10,1
1580,11,1
1659,12,1
1796,13,1
2020,14,1
2313,15,1
2350,16,1
5789,17,1
4557,18,1
2278,19,1
1997,20,1
1567,21,1
863,22,1
201,23,1
41,0,1
9,1,1
4,2,1
7,3,1
12,4,1
13,5,1
254,6,1
1185,7,1
2347,8,1
1935,9,1
1684,10,1
1664,11,1
2211,12,1
1939,13,1
2036,14,1
2148,15,1
2178,16,1
2606,17,1
2125,18,1
1406,19,1
1664,20,1
1323,21,1
732,22,1
190,23,1
16,0,1
8,1,1
6,2,1
2,3,1
11,4,1
26,5,1
247,6,1
887,7,1
1561,8,1
1664,9,1
1775,10,1
1621,11,1
1782,12,1
1950,13,1
2052,14,1
1860,15,1
2099,16,1
2276,17,1
1775,18,1
1369,19,1
1430,20,1
1131,21,1
625,22,1
123,23,1
12,0,1
12,1,1
4,2,1
0,3,1
6,4,1
19,5,1
508,6,1
3079,7,1
7699,8,1
3425,9,1
1835,10,1
1658,11,1
1582,12,1
1772,13,1
1723,14,1
1871,15,1
2482,16,1
5242,17,1
4177,18,1
2059,19,1
1770,20,1
1371,21,1
622,22,1
122,23,1
32,0,1
6,1,1
10,2,1
13,3,1
19,4,1
22,5,1
443,6,1
3020,7,1
7468,8,1
3528,9,1
1949,10,1
1764,11,1
1828,12,1
1931,13,1
1987,14,1
1997,15,1
2565,16,1
5348,17,1
4268,18,1
2125,19,1
1844,20,1
1519,21,1
738,22,1
116,23,1
16,0,2
18,1,2
17,2,2
11,3,2
8,4,2
14,5,2
449,6,2
2957,7,2
7413,8,2
3648,9,2
1807,10,2
1688,11,2
1802,12,2
1970,13,2
1919,14,2
1910,15,2
2849,16,2
5340,17,2
4370,18,2
2044,19,2
1990,20,2
1475,21,2
704,22,2
97,23,2
8,0,2
4,1,2
6,2,2
2,3,2
9,4,2
21,5,2
490,6,2
2931,7,2
7203,8,2
3546,9,2
1904,10,2
1630,11,2
1895,12,2
1992,13,2
1860,14,2
2017,15,2
2589,16,2
5374,17,2
4296,18,2
2032,19,2
2089,20,2
1603,21,2
789,22,2
121,23,2
12,0,1
4,1,1
4,2,1
1,3,1
13,4,1
18,5,1
427,6,1
2916,7,1
7219,8,1
3526,9,1
1792,10,1
1605,11,1
1740,12,1
2033,13,1
2096,14,1
2364,15,1
2504,16,1
5585,17,1
4758,18,1
2264,19,1
2147,20,1
1718,21,1
900,22,1
194,23,1
20,0,1
18,1,1
10,2,1
3,3,1
13,4,1
23,5,1
246,6,1
1007,7,1
2295,8,1
2117,9,1
1980,10,1
1782,11,1
2100,12,1
2168,13,1
2073,14,1
2167,15,1
2222,16,1
2798,17,1
2127,18,1
1489,19,1
1622,20,1
1381,21,1
864,22,1
184,23,1
39,0,1
0,1,1
11,2,1
3,3,1
8,4,1
27,5,1
246,6,1
887,7,1
1700,8,1
1768,9,1
1694,10,1
1663,11,1
1974,12,1
2044,13,1
2061,14,1
1904,15,1
1951,16,1
2170,17,1
1881,18,1
1392,19,1
1529,20,1
1064,21,1
706,22,1
