Num,Minute,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
0,5,3
0,6,3
0,7,3
0,8,3
0,9,3
0,10,3
0,11,3
0,12,3
0,13,3
0,14,3
0,15,3
0,16,3
0,17,3
0,18,3
0,19,3
0,20,3
0,21,3
0,22,3
0,23,3
0,24,3
0,25,3
0,26,3
0,27,3
0,28,3
0,29,3
0,30,3
0,31,3
0,32,3
0,33,3
0,34,3
0,35,3
0,36,3
0,37,3
0,38,3
0,39,3
0,40,3
0,41,3
0,42,3
0,43,3
0,44,3
0,45,3
0,46,3
0,47,3
0,48,3
0,49,3
0,50,3
0,51,3
0,52,3
0,53,3
0,54,3
0,55,3
0,56,3
0,57,3
0,58,3
0,59,3
0,60,3
0,61,3
0,62,3
0,63,3
0,64,3
0,65,3
0,66,3
0,67,3
0,68,3
2,69,3
0,70,3
5,71,3
1,72,3
1,73,3
3,74,3
9,75,3
2,76,3
1,77,3
16,78,3
7,79,3
15,80,3
12,81,3
12,82,3
30,83,3
22,84,3
16,85,3
20,86,3
30,87,3
28,88,3
40,89,3
18,90,3
23,91,3
38,92,3
24,93,3
49,94,3
34,95,3
31,96,3
31,97,3
47,98,3
48,99,3
46,100,3
40,101,3
48,102,3
36,103,3
53,104,3
59,105,3
37,106,3
52,107,3
32,108,3
41,109,3
45,110,3
45,111,3
45,112,3
54,113,3
42,114,3
59,115,3
62,116,3
53,117,3
74,118,3
47,119,3
45,120,3
63,121,3
94,122,3
41,123,3
65,124,3
80,125,3
57,126,3
95,127,3
66,128,3
73,129,3
72,130,3
80,131,3
66,132,3
85,133,3
66,134,3
66,135,3
81,136,3
93,137,3
68,138,3
73,139,3
65,140,3
97,141,3
57,142,3
57,143,3
74,144,3
79,145,3
61,146,3
47,147,3
56,148,3
94,149,3
67,150,3
80,151,3
62,152,3
88,153,3
90,154,3
70,155,3
55,156,3
94,157,3
66,158,3
88,159,3
78,160,3
108,161,3
95,162,3
71,163,3
101,164,3
119,165,3
89,166,3
85,167,3
63,168,3
100,169,3
81,170,3
80,171,3
104,172,3
98,173,3
84,174,3
93,175,3
110,176,3
116,177,3
97,178,3
93,179,3
106,180,3
134,181,3
102,182,3
89,183,3
97,184,3
134,185,3
92,186,3
107,187,3
126,188,3
106,189,3
127,190,3
108,191,3
123,192,3
109,193,3
98,194,3
133,195,3
118,196,3
102,197,3
98,198,3
87,199,3
130,200,3
107,201,3
72,202,3
121,203,3
103,204,3
129,205,3
92,206,3
116,207,3
148,208,3
82,209,3
107,210,3
82,211,3
83,212,3
143,213,3
102,214,3
72,215,3
78,216,3
142,217,3
97,218,3
52,219,3
89,220,3
88,221,3
64,222,3
45,223,3
44,224,3
92,225,3
98,226,3
68,227,3
49,228,3
80,229,3
71,230,3
88,231,3
73,232,3
69,233,3
71,234,3
48,235,3
71,236,3
48,237,3
75,238,3
60,239,3
69,240,3
54,241,3
53,242,3
56,243,3
78,244,3
56,245,3
49,246,3
56,247,3
53,248,3
45,249,3
60,250,3
76,251,3
49,252,3
67,253,3
41,254,3
84,255,3
45,256,3
32,257,3
36,258,3
53,259,3
33,260,3
43,261,3
15,262,3
34,263,3
31,264,3
22,265,3
29,266,3
21,267,3
40,268,3
30,269,3
26,270,3
19,271,3
28,272,3
16,273,3
22,274,3
2,275,3
16,276,3
26,277,3
12,278,3
5,279,3
19,280,3
12,281,3
1,282,3
4,283,3
1,284,3
0,285,3
0,286,3
0,287,3
0,0,2
0,1,2
0,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
0,11,2
0,12,2
0,13,2
0,14,2
0,15,2
0,16,2
0,17,2
0,18,2
0,19,2
0,20,2
0,21,2
0,22,2
0,23,2
0,24,2
0,25,2
0,26,2
0,27,2
0,28,2
0,29,2
0,30,2
0,31,2
0,32,2
0,33,2
0,34,2
0,35,2
0,36,2
0,37,2
0,38,2
0,39,2
0,40,2
0,41,2
0,42,2
0,43,2
0,44,2
0,45,2
0,46,2
0,47,2
0,48,2
0,49,2
0,50,2
0,51,2
0,52,2
0,53,2
0,54,2
