Num,Minute,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
0,5,3
0,6,3
0,7,3
0,8,3
0,9,3
0,10,3
0,11,3
0,12,3
0,13,3
0,14,3
0,15,3
0,16,3
0,17,3
0,18,3
0,19,3
0,20,3
0,21,3
0,22,3
0,23,3
0,24,3
0,25,3
0,26,3
0,27,3
0,28,3
0,29,3
0,30,3
0,31,3
0,32,3
0,33,3
0,34,3
0,35,3
0,36,3
0,37,3
0,38,3
0,39,3
0,40,3
0,41,3
0,42,3
0,43,3
0,44,3
0,45,3
0,46,3
0,47,3
0,48,3
0,49,3
0,50,3
0,51,3
0,52,3
0,53,3
0,54,3
0,55,3
0,56,3
0,57,3
0,58,3
0,59,3
0,60,3
0,61,3
0,62,3
0,63,3
0,64,3
0,65,3
0,66,3
0,67,3
7,68,3
6,69,3
8,70,3
19,71,3
6,72,3
21,73,3
32,74,3
20,75,3
25,76,3
21,77,3
83,78,3
45,79,3
29,80,3
352,81,3
134,82,3
191,83,3
182,84,3
104,85,3
153,86,3
209,87,3
143,88,3
62,89,3
192,90,3
47,91,3
179,92,3
118,93,3
134,94,3
200,95,3
79,96,3
211,97,3
236,98,3
74,99,3
192,100,3
198,101,3
74,102,3
190,103,3
179,104,3
148,105,3
198,106,3
135,107,3
167,108,3
187,109,3
119,110,3
260,111,3
195,112,3
123,113,3
201,114,3
185,115,3
172,116,3
201,117,3
129,118,3
212,119,3
207,120,3
117,121,3
250,122,3
305,123,3
152,124,3
245,125,3
284,126,3
233,127,3
220,128,3
251,129,3
208,130,3
253,131,3
135,132,3
306,133,3
168,134,3
302,135,3
273,136,3
161,137,3
277,138,3
278,139,3
223,140,3
370,141,3
221,142,3
446,143,3
560,144,3
415,145,3
530,146,3
487,147,3
292,148,3
442,149,3
424,150,3
202,151,3
486,152,3
336,153,3
303,154,3
459,155,3
246,156,3
435,157,3
442,158,3
183,159,3
484,160,3
446,161,3
265,162,3
556,163,3
305,164,3
400,165,3
555,166,3
242,167,3
543,168,3
484,169,3
300,170,3
541,171,3
311,172,3
520,173,3
561,174,3
399,175,3
582,176,3
544,177,3
182,178,3
499,179,3
272,180,3
855,181,3
527,182,3
571,183,3
179,184,3
464,185,3
414,186,3
640,187,3
356,188,3
307,189,3
770,190,3
323,191,3
485,192,3
603,193,3
304,194,3
561,195,3
570,196,3
394,197,3
223,198,3
595,199,3
347,200,3
795,201,3
464,202,3
434,203,3
417,204,3
448,205,3
731,206,3
508,207,3
443,208,3
255,209,3
828,210,3
221,211,3
467,212,3
629,213,3
345,214,3
514,215,3
439,216,3
375,217,3
424,218,3
417,219,3
317,220,3
487,221,3
233,222,3
572,223,3
319,224,3
246,225,3
672,226,3
272,227,3
258,228,3
371,229,3
372,230,3
314,231,3
353,232,3
233,233,3
227,234,3
473,235,3
97,236,3
333,237,3
373,238,3
232,239,3
446,240,3
289,241,3
319,242,3
365,243,3
120,244,3
325,245,3
523,246,3
247,247,3
225,248,3
149,249,3
308,250,3
383,251,3
51,252,3
404,253,3
335,254,3
135,255,3
384,256,3
277,257,3
134,258,3
330,259,3
236,260,3
68,261,3
337,262,3
185,263,3
95,264,3
229,265,3
30,266,3
285,267,3
196,268,3
177,269,3
24,270,3
159,271,3
38,272,3
119,273,3
121,274,3
6,275,3
133,276,3
7,277,3
101,278,3
45,279,3
10,280,3
0,281,3
58,282,3
1,283,3
37,284,3
0,285,3
8,286,3
19,287,3
0,0,2
3,1,2
6,2,2
0,3,2
0,4,2
0,5,2
1,6,2
1,7,2
0,8,2
0,9,2
0,10,2
0,11,2
0,12,2
0,13,2
0,14,2
0,15,2
0,16,2
0,17,2
0,18,2
0,19,2
0,20,2
0,21,2
0,22,2
0,23,2
0,24,2
0,25,2
1,26,2
0,27,2
0,28,2
0,29,2
0,30,2
0,31,2
0,32,2
0,33,2
0,34,2
0,35,2
0,36,2
0,37,2
0,38,2
0,39,2
0,40,2
0,41,2
0,42,2
0,43,2
0,44,2
0,45,2
0,46,2
0,47,2
0,48,2
0,49,2
0,50,2
0,51,2
1,52,2
1,53,2
0,54,2
