Num,Minute,DateType
0,0,3
0,1,3
0,2,3
0,3,3
0,4,3
0,5,3
0,6,3
0,7,3
0,8,3
0,9,3
0,10,3
0,11,3
0,12,3
0,13,3
0,14,3
0,15,3
0,16,3
0,17,3
0,18,3
0,19,3
0,20,3
0,21,3
0,22,3
0,23,3
0,24,3
0,25,3
0,26,3
0,27,3
0,28,3
0,29,3
0,30,3
0,31,3
1,32,3
1,33,3
0,34,3
0,35,3
0,36,3
0,37,3
0,38,3
0,39,3
0,40,3
0,41,3
0,42,3
0,43,3
0,44,3
0,45,3
0,46,3
0,47,3
0,48,3
3,49,3
2,50,3
0,51,3
0,52,3
0,53,3
0,54,3
0,55,3
0,56,3
0,57,3
0,58,3
0,59,3
0,60,3
0,61,3
0,62,3
0,63,3
0,64,3
0,65,3
1,66,3
0,67,3
0,68,3
0,69,3
2,70,3
6,71,3
3,72,3
16,73,3
8,74,3
15,75,3
15,76,3
23,77,3
20,78,3
23,79,3
17,80,3
53,81,3
24,82,3
19,83,3
25,84,3
34,85,3
43,86,3
35,87,3
44,88,3
31,89,3
47,90,3
49,91,3
58,92,3
35,93,3
51,94,3
62,95,3
67,96,3
66,97,3
61,98,3
50,99,3
71,100,3
70,101,3
65,102,3
57,103,3
83,104,3
68,105,3
112,106,3
71,107,3
71,108,3
87,109,3
84,110,3
87,111,3
86,112,3
76,113,3
80,114,3
86,115,3
76,116,3
65,117,3
81,118,3
87,119,3
64,120,3
103,121,3
85,122,3
98,123,3
85,124,3
107,125,3
90,126,3
98,127,3
95,128,3
84,129,3
68,130,3
102,131,3
89,132,3
85,133,3
111,134,3
97,135,3
103,136,3
113,137,3
119,138,3
116,139,3
127,140,3
112,141,3
78,142,3
86,143,3
107,144,3
93,145,3
120,146,3
121,147,3
125,148,3
91,149,3
115,150,3
120,151,3
125,152,3
108,153,3
108,154,3
113,155,3
122,156,3
131,157,3
102,158,3
143,159,3
127,160,3
132,161,3
121,162,3
130,163,3
167,164,3
117,165,3
162,166,3
123,167,3
194,168,3
135,169,3
124,170,3
174,171,3
166,172,3
127,173,3
134,174,3
117,175,3
187,176,3
150,177,3
133,178,3
155,179,3
156,180,3
120,181,3
163,182,3
175,183,3
156,184,3
146,185,3
153,186,3
119,187,3
170,188,3
132,189,3
155,190,3
162,191,3
162,192,3
161,193,3
154,194,3
171,195,3
196,196,3
221,197,3
139,198,3
144,199,3
169,200,3
152,201,3
123,202,3
145,203,3
199,204,3
167,205,3
156,206,3
175,207,3
164,208,3
182,209,3
155,210,3
177,211,3
171,212,3
178,213,3
169,214,3
204,215,3
167,216,3
152,217,3
159,218,3
175,219,3
138,220,3
152,221,3
144,222,3
138,223,3
177,224,3
129,225,3
112,226,3
166,227,3
178,228,3
119,229,3
123,230,3
128,231,3
150,232,3
120,233,3
116,234,3
106,235,3
119,236,3
110,237,3
130,238,3
134,239,3
115,240,3
122,241,3
111,242,3
137,243,3
165,244,3
133,245,3
102,246,3
120,247,3
145,248,3
116,249,3
123,250,3
79,251,3
109,252,3
101,253,3
111,254,3
115,255,3
91,256,3
120,257,3
147,258,3
95,259,3
121,260,3
84,261,3
44,262,3
99,263,3
83,264,3
105,265,3
129,266,3
78,267,3
95,268,3
53,269,3
91,270,3
105,271,3
48,272,3
78,273,3
61,274,3
68,275,3
12,276,3
51,277,3
43,278,3
28,279,3
45,280,3
35,281,3
33,282,3
8,283,3
13,284,3
0,285,3
15,286,3
9,287,3
0,0,2
1,1,2
2,2,2
0,3,2
0,4,2
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
0,11,2
1,12,2
3,13,2
0,14,2
2,15,2
1,16,2
3,17,2
4,18,2
4,19,2
0,20,2
0,21,2
0,22,2
0,23,2
0,24,2
0,25,2
0,26,2
0,27,2
0,28,2
0,29,2
0,30,2
0,31,2
0,32,2
0,33,2
4,34,2
0,35,2
0,36,2
0,37,2
0,38,2
0,39,2
0,40,2
4,41,2
2,42,2
0,43,2
0,44,2
0,45,2
0,46,2
0,47,2
0,48,2
0,49,2
1,50,2
0,51,2
0,52,2
2,53,2
0,54,2
